faz_id	x	y	lat	long
1000	1256953.74348000000	75517.00354410000	47.19649583570	-122.37574541800
110	1213376.54835000000	49959.70496750000	47.12391174440	-122.54868312800
1115	1267017.38648000000	67034.15885320000	47.17378659410	-122.33461619200
1116	1273556.82695000000	72250.34137330000	47.18842941210	-122.30872862200
1120	1284517.42510000000	63979.46182240000	47.16632903300	-122.26403758300
1130	1274708.36199000000	79462.36399880000	47.20825483130	-122.30465702300
120	1198875.81374000000	66368.38035930000	47.16798319560	-122.60842751400
1200	1278103.30800000000	88989.34467020000	47.23454809550	-122.29172764200
1310	1240473.15119000000	72779.17983810000	47.18806192740	-122.44178819700
1320	1240136.07998000000	83984.26777820000	47.21875318250	-122.44408673400
1330	1248752.22079000000	83001.94290350000	47.21655250430	-122.40934390500
135	1213947.73405000000	61352.20252680000	47.15517445790	-122.54740895700
136	1214172.84954000000	73107.56145180000	47.18740342960	-122.54755566900
1410	1228687.75743000000	83240.26546410000	47.21605017230	-122.49007401600
1420	1232928.66023000000	78827.94563860000	47.20420599630	-122.47263887600
1505	1221089.45079000000	85477.30843930000	47.22172845960	-122.52083959500
1506	1208299.65870000000	82064.03813480000	47.21159188080	-122.57197565600
1605	1218241.75550000000	98678.98376410000	47.25773773940	-122.53346863100
1606	1220959.62153000000	114440.62026900000	47.30110370920	-122.52392432200
1710	1232217.04437000000	93814.28802720000	47.24523550610	-122.47678980100
1720	1232835.48956000000	105543.70448300000	47.27742221130	-122.47530711500
1810	1240641.92110000000	93648.30134250000	47.24527023470	-122.44286629600
1820	1240195.77919000000	98635.71032310000	47.25891407900	-122.44508210300
1900	1249289.50642000000	101071.34179700000	47.26610790560	-122.40867216300
2000	1261127.51871000000	92555.60542120000	47.24342087420	-122.36032344500
205	1226518.41758000000	69267.15460110000	47.17762188010	-122.49758984200
206	1223103.14195000000	61049.16433770000	47.15489544970	-122.51059644100
2100	1245072.72649000000	114476.55828100000	47.30260838960	-122.42678120100
2215	1200273.41595000000	101524.25750800000	47.26443048680	-122.60605990200
2216	1188086.13235000000	128102.52429600000	47.33650749280	-122.65766931700
2225	1208504.33889000000	138000.87291600000	47.36492112230	-122.57625955400
2910	1406921.72393000000	-8266.88780420000	46.97349257310	-121.76859131200
2925	1241153.03735000000	-20045.69092010000	46.93369935100	-122.43133564000
2926	1284165.94398000000	0.37826171159	46.99095934230	-122.26070041800
2927	1317215.03948000000	-55896.29709700000	46.83933113160	-122.12459083500
2935	1213198.34449000000	27069.97178430000	47.06117886380	-122.54735476600
2936	1184137.33308000000	43205.42847220000	47.10355408130	-122.66543940100
2940	1166835.36270000000	98832.36778180000	47.25495084240	-122.74046879000
3010	1259965.71356000000	114629.30378500000	47.30386127870	-122.36678959700
3020	1273052.45130000000	118880.04250000000	47.31621519440	-122.31436349400
3030	1281822.37717000000	114426.11060800000	47.30447596090	-122.27867234400
3045	1265033.50368000000	130826.71680800000	47.34852966920	-122.34762948900
3046	1272658.78536000000	145661.70978100000	47.38959936420	-122.31803570300
3110	1289315.45129000000	102390.83720400000	47.27185580960	-122.24759532100
