census_2010_tract_id,city_id,count,tractcity_id
53033032702,3,2559,95
53033032703,3,83,96
53033032704,3,259,97
53033032800,3,3437,98
53033990100,3,13,99
53053070100,3,6,100
53053070207,3,7,101
53053070307,3,8,102
53061051912,3,7,103
53033027100,4,1,104
53033027300,4,989,105
53033028000,4,21,106
53033028100,4,478,107
53033028200,4,1,108
53033028300,4,967,109
53033028402,4,1259,110
53033028403,4,799,111
53033028500,4,63,112
53033028700,4,48,113
53033028801,4,666,114
53033028802,4,1124,115
53033028902,4,8,116
53033029101,4,194,117
53033020100,5,1183,118
53033020200,5,1783,119
53033020300,5,1617,120
53033020401,5,1115,121
53033020402,5,345,122
53033020500,5,2126,123
53033020600,5,1381,124
53033020700,5,1075,125
53033020800,5,1573,126
53033020900,5,1148,127
53033021000,5,1983,128
53033021100,5,1400,129
53033021300,5,506,130
53033021400,5,189,131
53033990100,5,4,132
53033011900,6,1,133
53033025101,6,63,134
53033025102,6,172,135
53033025200,6,187,136
53033025302,6,104,137
53033025602,6,884,138
53033025702,6,274,139
53033025804,6,297,140
53033026001,6,2137,141
53033026002,6,729,142
53033026100,6,2007,143
53033029304,6,1021,144
53033029307,6,997,145
53033031903,6,1649,146
53033031904,6,74,147
53033031906,6,844,148
53033031907,6,2111,149
53033031908,6,704,150
53033031909,6,930,151
53033028300,7,101,152
53033028902,7,1,153
53033029004,7,566,154
53033029101,7,99,155
53033029102,7,1156,156
53033029203,7,834,157
53033029204,7,1444,158
53033029205,7,57,159
53033029206,7,984,160
53033029305,7,880,161
53033029306,7,1162,162
53033029307,7,337,163
53033029403,7,1405,164
53033029405,7,1968,165
53033029406,7,1539,166
53033029407,7,887,167
53033029408,7,845,168
53033029502,7,2345,169
53033029503,7,739,170
53033029504,7,567,171
53033029601,7,1734,172
53033029602,7,743,173
53033029700,7,2063,174
53033029801,7,1465,175
53033030003,7,111,176
53033031603,7,3,177
53033031604,7,4,178
53033031703,7,2161,179
53033031704,7,1451,180
53033031800,7,839,181
53033032006,7,2,182
53033032010,7,1,183
53033011700,8,1,184
53033026100,8,4,185
53033026200,8,1272,186
53033026300,8,943,187
53033026400,8,17,188
53033027100,8,116,189
53033027200,8,959,190
53033027300,8,576,191
53033028100,8,33,192
53033028200,8,905,193
53033028300,8,475,194
53033000100,9,1403,195
53033000200,9,2233,196
53033000300,9,1090,197
53033000401,9,880,198
53033000402,9,1349,199
53033000500,9,1440,200
53033000600,9,2371,201
53033000700,9,1271,202
53033000800,9,1064,203
53033000900,9,904,204
53033001000,9,675,205
53033001100,9,931,206
53033001200,9,1054,207
53033001300,9,1280,208
53033001400,9,1713,209
53033001500,9,1097,210
53033001600,9,1710,211
53033001701,9,989,212
53033001702,9,1511,213
53033001800,9,1626,214
53033001900,9,1347,215
53033002000,9,1234,216
53033002100,9,1368,217
53033002200,9,2163,218
53033002400,9,1105,219
53033002500,9,1159,220
53033002600,9,1794,221
53033002700,9,2074,222
53033002800,9,1724,223
53033002900,9,1676,224
53033003000,9,2337,225
53033003100,9,2542,226
53033003200,9,2471,227
53033003300,9,2114,228
53033003400,9,1265,229
53033003500,9,1300,230
53033003600,9,1539,231
53033003800,9,782,232
53033003900,9,1077,233
53033004000,9,660,234
53033004100,9,2477,235
53033004200,9,2772,236
53033004301,9,1015,237
53033004302,9,264,238
53033004400,9,1293,239
53033004500,9,940,240
53033004600,9,1230,241
53033004700,9,1837,242
53033004800,9,1829,243
53033004900,9,1579,244
53033005000,9,973,245
53033005100,9,1304,246
53033005200,9,1063,247
53033005301,9,438,248
53033005302,9,40,249
53033005400,9,1430,250
53033005600,9,2977,251
53033005700,9,2328,252
53033005801,9,1335,253
53033005802,9,1371,254
53033005900,9,1955,255
53033006000,9,1524,256
53033006100,9,1155,257
53033006200,9,1545,258
53033006300,9,1615,259
53033006400,9,1141,260
53033006500,9,984,261
53033006600,9,637,262
53033006700,9,1206,263
53033006800,9,970,264
53033006900,9,1277,265
53033007000,9,725,266
53033007100,9,264,267
53033007200,9,377,268
53033007300,9,343,269
53033007401,9,212,270
53033007402,9,229,271
53033007500,9,916,272
53033007600,9,763,273
53033007700,9,1791,274
53033007800,9,2230,275
53033007900,9,938,276
53033008001,9,165,277
53033008002,9,123,278
53033008100,9,294,279
53033008200,9,106,280
53033008300,9,78,281
53033008400,9,217,282
53033008500,9,148,283
53033008600,9,629,284
53033008700,9,1142,285
53033008800,9,1303,286
53033008900,9,1767,287
53033009000,9,711,288
53033009100,9,197,289
53033009200,9,169,290
53033009300,9,1502,291
53033009400,9,1709,292
53033009500,9,2274,293
53033009600,9,1860,294
53033009701,9,1929,295
53033009702,9,2238,296
53033009800,9,2423,297
53033009900,9,2209,298
53033010001,9,1185,299
53033010002,9,1319,300
53033010100,9,2479,301
53033010200,9,2013,302
53033010300,9,1904,303
53033010401,9,1639,304
53033010402,9,1742,305
53033010500,9,1935,306
53033010600,9,2914,307
53033010701,9,1351,308
53033010702,9,1098,309
53033010800,9,1964,310
53033010900,9,946,311
53033011001,9,919,312
53033011002,9,1074,313
53033011101,9,1239,314
53033011102,9,1214,315
53033011200,9,1448,316
53033011300,9,2165,317
53033011401,9,1047,318
53033011402,9,1183,319
53033011500,9,1772,320
53033011600,9,2797,321
53033011700,9,2070,322
53033011800,9,2060,323
53033011900,9,2719,324
53033012000,9,1507,325
53033012100,9,1244,326
53033024200,9,1,327
53033024601,9,1,328
53033026001,9,36,329
53033026100,9,1,330
53033026300,9,2,331
53033026400,9,1,332
53033026500,9,45,333
53033990100,9,42,334
53033028300,10,3,335
53033029102,10,124,336
53033029700,10,37,337
53033029801,10,77,338
53033031800,10,8,339
53033011200,11,22,340
53033026400,11,860,341
53033026500,11,1118,342
53033026600,11,910,343
53033026700,11,617,344
53033026801,11,1121,345
53033026802,11,261,346
53033027000,11,134,347
53033024702,12,408,348
53033025101,12,1491,349
53033025102,12,2047,350
53033025200,12,2340,351
53033025301,12,1721,352
53033025302,12,983,353
53033025400,12,1399,354
53033025500,12,1358,355
53033025601,12,1328,356
53033025602,12,1457,357
53033025701,12,866,358
53033025702,12,980,359
53033025803,12,922,360
53033025804,12,1020,361
53033025805,12,1071,362
53033025806,12,1454,363
53033026001,12,10,364
53033026002,12,905,365
53033026100,12,66,366
53033026200,12,457,367
53033029303,12,1582,368
53033029304,12,582,369
53033029305,12,472,370
53033031903,12,434,371
53033031906,12,1,372
53033031907,12,208,373
53033022703,13,3,374
53033022801,13,878,375
53033022803,13,15,376
53033022901,13,1096,377
53033023000,13,1980,378
53033023100,13,1489,379
53033023201,13,694,380
53033023202,13,451,381
53033023300,13,2138,382
53033023401,13,1033,383
53033023403,13,1349,384
53033023404,13,1,385
53033023500,13,1161,386
53033023601,13,970,387
53033023603,13,760,388
53033023604,13,1132,389
53033023700,13,1625,390
53033023801,13,681,391
53033023803,13,116,392
53033023804,13,261,393
53033023900,13,2145,394
53033024000,13,2293,395
53033024701,13,1082,396
53033024702,13,1035,397
53033024800,13,1429,398
53033024901,13,1894,399
53033024902,13,1425,400
53033024903,13,2423,401
53033025001,13,877,402
53033025003,13,1807,403
53033025005,13,5,404
53033025006,13,471,405
53033021903,14,1424,406
53033021904,14,1627,407
53033021905,14,581,408
53033021906,14,159,409
53033022001,14,2,410
53033022003,14,1509,411
53033022005,14,960,412
53033022006,14,801,413
53033022101,14,60,414
53033022102,14,2,415
53033022201,14,1400,416
53033022202,14,1776,417
53033022203,14,2009,418
53033022300,14,1265,419
53033022400,14,2749,420
53033022500,14,1929,421
53033022603,14,1626,422
53033022604,14,1723,423
53033022605,14,16,424
53033022606,14,57,425
53033022701,14,562,426
53033022702,14,1194,427
53033022703,14,838,428
53033024000,14,3,429
53033024100,14,13,430
53033022605,15,1020,431
53033022606,15,1603,432
53033022802,15,1393,433
53033022803,15,766,434
53033022902,15,1903,435
53033032309,15,752,436
53033032313,15,721,437
53033032321,15,1312,438
53033032323,15,1735,439
53033032324,15,1371,440
53033032325,15,869,441
53033032326,15,8,442
53033032327,15,21,443
53033031703,16,201,444
53033031704,16,29,445
53033031705,16,1343,446
53033031706,16,2209,447
53033031800,16,3,448
53033032005,16,2215,449
53033032006,16,156,450
53033032007,16,429,451
53033032008,16,1,452
53033031301,17,368,453
53033031302,17,1041,454
53033031400,17,2297,455
53033031502,17,563,456
53053070207,17,1,457
53033028700,18,1974,458
53033028801,18,263,459
53033028901,18,934,460
53033028902,18,803,461
53033029001,18,1564,462
53033029003,18,1346,463
53033030003,18,1607,464
53033030100,18,152,465
53033990100,18,8,466
53033024300,19,2110,467
53033024400,19,613,468
53033024500,19,2001,469
53033024601,19,1785,470
53033024602,19,1415,471
53033025301,19,1,472
53033029901,20,13,473
53033030003,20,295,474
53033030004,20,983,475
53033030005,20,1055,476
53033030006,20,529,477
53033030100,20,2497,478
53033030201,20,1499,479
53033030202,20,1687,480
53033030304,20,1308,481
53033030305,20,1387,482
53033030306,20,1912,483
53033030308,20,1298,484
53033030309,20,745,485
53033030310,20,1725,486
53033030311,20,1523,487
53033030312,20,1174,488
53033030313,20,447,489
53033030314,20,588,490
53033030401,20,806,491
53033030403,20,369,492
53033990100,20,3,493
53053940001,20,6,494
53033023000,21,1,495
53033032203,21,2856,496
53033032207,21,1360,497
53033032208,21,1029,498
53033032210,21,153,499
53033032211,21,510,500
53033032213,21,1429,501
53033032214,21,2054,502
53033032215,21,1534,503
53033032316,21,2175,504
53033032317,21,2096,505
53033032318,21,1886,506
53033023404,22,1039,507
53033025003,22,277,508
53033025006,22,978,509
53033032102,22,73,510
53033032103,22,1403,511
53033032104,22,1290,512
53033032208,22,534,513
53033032210,22,2755,514
53033026400,23,357,515
53033026700,23,1277,516
53033026802,23,1211,517
53033027000,23,1057,518
53033027100,23,749,519
53033027400,23,2043,520
53033027500,23,1578,521
53033027600,23,1030,522
53033027800,23,1397,523
53033027900,23,2221,524
53033028000,23,459,525
53033028402,23,44,526
53033028500,23,1015,527
53033028600,23,128,528
53033990100,23,6,529
53033032210,24,8,530
53033032214,24,4,531
53033032215,24,101,532
53033032318,24,3,533
53033029801,25,158,534
53033029802,25,2589,535
53033029901,25,1456,536
53033030401,25,2346,537
53033030403,25,418,538
53033030404,25,499,539
53033021500,26,361,540
53033021600,26,1712,541
53033021700,26,1599,542
53033022101,26,1709,543
53033022102,26,1792,544
53033022300,26,5,545
53061051914,26,1,546
53061051917,26,8,547
53033032401,27,1276,548
53033032402,27,1389,549
53033021700,28,485,550
53033021802,28,1096,551
53033021803,28,1360,552
53033021804,28,1293,553
53033021905,28,758,554
53033021906,28,8,555
53033022001,28,1384,556
53033022102,28,456,557
53033031202,29,1,558
53033031301,29,2,559
53033031502,29,5,560
53035092901,29,6,561
53035092902,29,1,562
53053063300,29,1,563
53053070100,29,2658,564
53053070203,29,1038,565
53053070204,29,1475,566
53053070205,29,1386,567
53053070206,29,1615,568
53053070207,29,408,569
53053070307,29,1929,570
53053070309,29,436,571
53053070310,29,1,572
53053070311,29,1039,573
53053070312,29,296,574
53053070313,29,1232,575
53053070314,29,970,576
53053070315,29,522,577
53053070401,29,813,578
53053070403,29,289,579
53053070404,29,483,580
53053071100,29,912,581
53053071205,29,1315,582
53053071206,29,585,583
53053071210,29,166,584
53053071305,29,1029,585
53053071306,29,1128,586
53053071406,29,228,587
53053071407,29,1459,588
53053071505,29,3,589
53053071601,29,123,590
53053071602,29,41,591
53053072109,29,280,592
53053072112,29,1,593
53053072308,29,1,594
53053072405,29,2108,595
53053072406,29,2070,596
53053072407,29,675,597
53053072408,29,1847,598
53053072409,29,1203,599
53053072410,29,1954,600
53053072503,29,2146,601
53053072504,29,1619,602
53053072505,29,1300,603
53053072506,29,1653,604
53053072601,29,3093,605
53053072602,29,3497,606
53053072603,29,7495,607
53053072800,29,59,608
53053072903,29,1,609
53053072906,29,2,610
53053073001,29,2594,611
53053073005,29,2381,612
53053073006,29,2825,613
53053073110,29,136,614
53053073113,29,1181,615
53053073114,29,1890,616
53053073115,29,1554,617
53053073116,29,1674,618
53053073117,29,1822,619
53053073118,29,2011,620
53053073119,29,2139,621
53053073123,29,24,622
53053073124,29,434,623
53053073125,29,161,624
53053073200,29,3648,625
53053073302,29,1,626
53053940004,29,2857,627
53053940007,29,20,628
53033021802,30,635,629
53033021904,30,12,630
53033021905,30,8,631
53033021906,30,1019,632
53033032319,30,1122,633
53033032320,30,609,634
53033032321,30,35,635
53061051912,30,11,636
53033030401,31,28,637
53033030901,31,1120,638
53033030902,31,72,639
53033032702,32,995,640
53033032703,32,6,641
53033032704,32,2366,642
53033020401,33,41,643
53033020402,33,1268,644
53033021300,33,673,645
53033021400,33,1402,646
53033021500,33,1505,647
53061051914,33,5,648
53033022605,34,102,649
53033022902,34,1,650
53033032313,34,8,651
53033032321,34,194,652
53033032322,34,739,653
53033031501,35,1,654
53033031603,35,932,655
53033031605,35,993,656
53033025005,36,3,657
53033032602,37,3711,658
53033032702,37,4,659
53033032703,37,977,660
53033032704,37,3,661
53033032800,37,48,662
53033032315,38,3,663
53033032327,38,1619,664
53033032329,38,2025,665
53033030404,39,122,666
53033030801,39,4,667
53033030901,39,283,668
53033030902,39,1547,669
53053073500,39,1,670
53033028300,40,17,671
53033024100,41,1127,672
53033031603,42,705,673
53033031604,42,1900,674
53033032003,42,34,675
53033032006,42,618,676
53033032007,42,257,677
53033032008,42,1666,678
53033032010,42,1928,679
53033032011,42,1602,680
53033024702,43,1488,681
53033025001,43,867,682
53033025005,43,1326,683
53033025101,43,3,684
53033025200,43,23,685
53033025003,44,29,686
53033025006,44,106,687
53033032208,44,3,688
53033032210,44,7,689
53033032211,44,908,690
53033032212,44,2009,691
53033031601,45,3,692
53033031603,45,80,693
53033022703,46,1,694
53033024702,46,36,695
53033026300,46,4,696
53033030401,46,197,697
53033030404,46,948,698
53033031202,46,17,699
53033031601,46,456,700
53033031800,46,3,701
53033032002,46,2,702
53033032003,46,33,703
53033032006,46,110,704
53033032007,46,6,705
53033032008,46,4,706
53033032210,46,22,707
53033032215,46,3,708
53033022701,47,8,709
53033024100,47,441,710
53033024100,48,202,711
53033024200,48,1,712
53033032401,49,1,713
53061041000,49,8,714
53061041500,49,13,715
53061051912,49,1005,716
53061051925,49,12,717
53061051926,49,1057,718
53061052003,49,75,719
53061052104,49,1602,720
53061052105,49,1205,721
53061052107,49,1060,722
53061052108,49,2364,723
53061052112,49,1147,724
53061052113,49,1325,725
53061052114,49,340,726
53061052118,49,486,727
53061052203,49,453,728
53061052204,49,73,729
53061052206,49,2183,730
53061052207,49,2225,731
53061052209,49,82,732
53061052301,49,2062,733
53061052302,49,1816,734
53061052401,49,43,735
53061052402,49,7,736
53061052502,49,943,737
53061052504,49,802,738
53061052603,49,234,739
53061052606,49,584,740
53061052607,49,920,741
53061052701,49,785,742
53061052705,49,660,743
53061052706,49,282,744
53061052707,49,32,745
53061052709,49,863,746
53061052803,49,52,747
53061052804,49,29,748
53061053101,49,1010,749
53061053102,49,1838,750
53061053201,49,2093,751
53061053202,49,2456,752
53061053301,49,235,753
53061053302,49,2925,754
53061053400,49,2891,755
53061053504,49,257,756
53061053505,49,2714,757
53061053506,49,3536,758
53061053508,49,214,759
53061053602,49,3914,760
53061053603,49,1996,761
53061053604,49,684,762
53061053700,49,2502,763
53061053801,49,4948,764
53061053802,49,352,765
53061053803,49,1562,766
53061940001,49,2704,767
53061940002,49,1847,768
53061990002,49,191,769
53061990100,49,10,770
53033024000,50,9,771
53033024100,50,2,772
53033024200,50,1271,773
53033024300,50,2,774
53033023900,51,125,775
53033032800,52,262,776
53033030304,53,23,777
53053060200,53,47,778
53053062802,53,5,779
53053070100,53,6,780
53053070203,53,2102,781
53053070205,53,2,782
53053070308,53,4,783
53053070309,53,81,784
53053070310,53,1190,785
53053070311,53,438,786
53053070312,53,8,787
53053070313,53,337,788
53053070314,53,381,789
53053070315,53,427,790
53053070316,53,5,791
53053070401,53,8,792
53053070703,53,21,793
53053071100,53,2,794
53053071205,53,203,795
53053071206,53,595,796
53053071207,53,443,797
53053071208,53,1838,798
53053071210,53,717,799
53053071304,53,1638,800
53053071305,53,496,801
53053071306,53,1322,802
53053071307,53,1592,803
53053071309,53,1451,804
53053071310,53,2165,805
53053071403,53,1499,806
53053071406,53,2827,807
53053071407,53,969,808
53053071408,53,1198,809
53053071409,53,1538,810
53053071410,53,2528,811
53053071411,53,2119,812
53053071503,53,1643,813
53053071504,53,1600,814
53053071505,53,1829,815
53053071506,53,1846,816
53053071601,53,1065,817
53053071602,53,1647,818
53053071703,53,124,819
53053071704,53,227,820
53053071705,53,1278,821
53053071706,53,435,822
53053071707,53,1009,823
53053071803,53,52,824
53053071808,53,1,825
53053072105,53,4,826
53053072109,53,4,827
53053072111,53,103,828
53053072112,53,774,829
53053072305,53,13,830
53053072308,53,3,831
53053072406,53,232,832
53053072407,53,593,833
53053072408,53,58,834
53053072504,53,135,835
53053072505,53,1468,836
53053072506,53,252,837
53053072507,53,10,838
53053072901,53,1,839
53053072903,53,1,840
53053073001,53,8,841
53053073108,53,2964,842
53053073110,53,1266,843
53053073111,53,1453,844
53053073113,53,1154,845
53053073114,53,14,846
53053073120,53,1465,847
53053073121,53,1741,848
53053073122,53,1713,849
53053073123,53,1668,850
53053073124,53,571,851
53053073125,53,3034,852
53053073126,53,911,853
53053073200,53,178,854
53053073301,53,15,855
53053073302,53,14,856
53053073406,53,1,857
53053073408,53,76,858
53053073500,53,2,859
53053940001,53,1085,860
53053940002,53,843,861
53053940004,53,3,862
53053940010,53,647,863
53053940011,53,12,864
53033030304,54,2,865
53033030403,54,357,866
53033030404,54,9,867
53053070703,54,2,868
53053940002,54,1,869
53033032500,55,813,870
53033030403,57,260,871
53033030404,57,97,872
53033025003,58,1,873
53033025006,58,25,874
53033030304,59,19,875
53033030306,59,22,876
53033030312,59,43,877
53053060200,59,1019,878
53053060300,59,1361,879
53053060400,59,1868,880
53053060500,59,1822,881
53053060600,59,1706,882
53053060700,59,2051,883
53053060800,59,2317,884
53053060903,59,1095,885
53053060904,59,1463,886
53053060905,59,1666,887
53053060906,59,840,888
53053061001,59,1357,889
53053061002,59,993,890
53053061100,59,2366,891
53053061200,59,1963,892
53053061300,59,1675,893
53053061400,59,726,894
53053061500,59,646,895
53053061601,59,381,896
53053061602,59,521,897
53053061700,59,1868,898
53053061800,59,994,899
53053061900,59,650,900
53053062000,59,1503,901
53053062300,59,1992,902
53053062400,59,2176,903
53053062500,59,2815,904
53053062600,59,1906,905
53053062801,59,1139,906
53053062802,59,1545,907
53053062900,59,2299,908
53053063000,59,1049,909
53053063100,59,1735,910
53053063200,59,2042,911
53053063300,59,2441,912
53053063400,59,2635,913
53053063501,59,1359,914
53053063502,59,1591,915
53053071601,59,25,916
53053071703,59,28,917
53053071705,59,11,918
53053071803,59,5,919
53053071808,59,1,920
53053072305,59,4,921
53053072309,59,72,922
53053072310,59,20,923
53053072311,59,1,924
53053072312,59,138,925
53053940001,59,273,926
53053940002,59,118,927
53053940004,59,9,928
53053940005,59,2243,929
53053940006,59,744,930
53053940007,59,1426,931
53053940008,59,1672,932
53053940011,59,1781,933
53033029801,60,1,934
53033030501,60,23,935
53033030801,60,56,936
53033030404,61,554,937
53033026001,62,26,938
53035080400,63,2,939
53035080700,63,1,940
53035080900,63,823,941
53035090101,63,3933,942
53035090102,63,2595,943
53035090201,63,2158,944
53035090202,63,2364,945
53035090300,63,32,946
53035090400,63,1603,947
53035090501,63,88,948
53035090502,63,97,949
53035090800,63,1,950
53035091100,63,2318,951
53035091201,63,16,952
53035091203,63,129,953
53035091204,63,48,954
53035091301,63,2526,955
53035091302,63,2269,956
53035091400,63,1429,957
53035091500,63,349,958
53035091700,63,785,959
53035091800,63,2,960
53035091900,63,96,961
53035092000,63,4545,962
53035092100,63,2120,963
53035092200,63,1,964
53035092400,63,130,965
53035092500,63,1044,966
53035092600,63,3778,967
53035092701,63,2475,968
53035092704,63,2025,969
53035092801,63,1072,970
53035092802,63,2165,971
53035092803,63,1542,972
53035092901,63,3547,973
53035092902,63,2731,974
53035940000,63,2332,975
53035940100,63,3272,976
53035990100,63,65,977
53053072506,63,1,978
53035080500,64,1,979
53035092100,64,1957,980
53035092200,64,2588,981
53035092300,64,588,982
53035092400,64,5,983
53035092500,64,707,984
53035092801,64,57,985
53035080101,65,757,986
53035080102,65,1180,987
53035080200,65,594,988
53035080300,65,894,989
53035080400,65,1232,990
53035080500,65,1198,991
53035080600,65,2128,992
53035080700,65,869,993
53035080800,65,5,994
53035080900,65,1073,995
53035081000,65,586,996
53035081100,65,1339,997
53035081200,65,1281,998
53035081400,65,19,999
53035092000,65,66,1000
53035092100,65,305,1001
53035092500,65,1,1002
53035080101,66,293,1003
53035080102,66,221,1004
53035080200,66,562,1005
53035080300,66,35,1006
53035080400,66,545,1007
53035080600,66,27,1008
53035080700,66,837,1009
53035080900,66,300,1010
53035081000,66,1132,1011
53035091800,66,420,1012
53035091900,66,55,1013
53035092000,66,1,1014
53035092100,66,469,1015
53035092100,67,69,1016
53035092300,67,1928,1017
53035092400,67,1801,1018
53035092500,67,1105,1019
53035092701,67,9,1020
53035092801,67,881,1021
53035092902,67,9,1022
53035080200,68,128,1023
53035091100,68,19,1024
53035091500,68,1289,1025
53035091600,68,1780,1026
53035091700,68,2377,1027
53035091800,68,1177,1028
53035091900,68,1597,1029
53035090700,69,2873,1030
53035090800,69,2449,1031
53035090900,69,2661,1032
53035091000,69,3959,1033
53035940100,69,1,1034
53035990100,69,19,1035
53035090400,70,560,1036
53035091100,70,450,1037
53035091201,70,1611,1038
53035091203,70,1833,1039
53035091204,70,1143,1040
53035091302,70,652,1041
53035091400,70,324,1042
53035090201,71,288,1043
53035090202,71,507,1044
53035090501,71,1459,1045
53035090502,71,1930,1046
53035940100,71,38,1047
53035090201,72,62,1048
53035090202,72,39,1049
53035090400,72,2,1050
53035090501,72,142,1051
53035090502,72,42,1052
53035090102,73,1101,1053
53053072105,74,3,1054
53053072109,74,1471,1055
53053072111,74,890,1056
53053072112,74,43,1057
53053072903,74,10,1058
53053072109,75,1,1059
53053072901,75,3,1060
53053072903,75,14,1061
53053072905,75,2,1062
53053072906,75,13,1063
53053072907,75,2,1064
53053073005,75,2,1065
53053073114,75,8,1066
53053072800,76,2799,1067
53053072903,76,38,1068
53053072406,77,338,1069
53053072407,77,260,1070
53053072408,77,402,1071
53053072504,77,224,1072
53053072505,77,902,1073
53053072506,77,12,1074
53053072507,77,1534,1075
53053073001,78,349,1076
53053071704,79,47,1077
53053071706,79,80,1078
53053071803,79,1068,1079
53053071805,79,725,1080
53053071806,79,359,1081
53053071807,79,780,1082
53053071808,79,516,1083
53053071901,79,1818,1084
53053071902,79,2293,1085
53053072000,79,886,1086
53053072105,79,1600,1087
53053072106,79,1347,1088
53053072107,79,1794,1089
53053072108,79,1895,1090
53053072112,79,589,1091
53053072312,79,1,1092
53053071803,80,1,1093
53053072307,80,1153,1094
53053072308,80,2187,1095
53053072309,80,1774,1096
53053072310,80,1151,1097
53053072311,80,954,1098
53053072312,80,1043,1099
53053072313,80,1228,1100
53053072305,81,2110,1101
53053072311,81,1,1102
53053072313,81,222,1103
53053060300,82,470,1104
53053060200,83,11,1105
53053070703,83,22,1106
53053940002,83,902,1107
53053940003,83,1740,1108
53053940009,83,100,1109
53053940010,83,123,1110
53053073200,84,1267,1111
53053071205,85,195,1112
53053071206,85,834,1113
53053071207,85,792,1114
53053071208,85,11,1115
53053071209,85,1465,1116
53053071210,85,1174,1117
53053071304,85,84,1118
53053073404,85,2389,1119
53053073405,85,776,1120
53053073406,85,1447,1121
53053073407,85,1359,1122
53053073408,85,1504,1123
53053940010,85,265,1124
53053070403,86,1260,1125
53053070404,86,1439,1126
53053070703,87,11,1127
53053073500,87,3219,1128
53053940009,87,1036,1129
53053070312,88,9,1130
53053070313,88,65,1131
53053070314,88,14,1132
53053070316,88,14,1133
53053070401,88,7,1134
53053071210,88,1,1135
53053073301,88,1857,1136
53053073302,88,1623,1137
53053073500,88,17,1138
53053940010,88,10,1139
53053070203,89,1,1140
53053070205,89,2,1141
53053070307,89,135,1142
53053070308,89,1419,1143
53053070309,89,1951,1144
53053070310,89,747,1145
53053070311,89,204,1146
53053070312,89,2045,1147
53053070313,89,883,1148
53053070315,89,1,1149
53053070316,89,2,1150
53053070204,90,45,1151
53053070206,90,182,1152
53053070100,91,5,1153
53053070206,91,315,1154
53033031302,92,3,1155
53053070207,92,1821,1156
53053070100,93,93,1157
53053070206,93,208,1158
53061041703,94,24,1159
53061041704,94,17,1160
53061050101,94,1,1161
53061050200,94,102,1162
53061050300,94,111,1163
53061051400,94,1331,1164
53061051500,94,1346,1165
53061051601,94,1202,1166
53061051602,94,1260,1167
53061051701,94,1182,1168
53061051702,94,1279,1169
53061051802,94,1200,1170
53061051803,94,1,1171
53061051905,94,91,1172
53061040100,95,1671,1173
53061040200,95,954,1174
53061040300,95,1178,1175
53061040400,95,1179,1176
53061040500,95,1106,1177
53061040700,95,1384,1178
53061040800,95,982,1179
53061040900,95,1140,1180
53061041000,95,1937,1181
53061041100,95,1513,1182
53061041201,95,1094,1183
53061041202,95,1478,1184
53061041301,95,4,1185
53061041303,95,1122,1186
53061041304,95,1172,1187
53061041400,95,1997,1188
53061041500,95,678,1189
53061041601,95,525,1190
53061041605,95,445,1191
53061041606,95,390,1192
53061041701,95,390,1193
53061041805,95,1562,1194
53061041806,95,773,1195
53061041808,95,136,1196
53061041901,95,2,1197
53061041903,95,590,1198
53061041904,95,585,1199
53061041905,95,990,1200
53061052104,95,74,1201
53061052105,95,20,1202
