area_type_id	district_id	faz_id	zone_id	x	y	lat	long
2	13	6326	1	1256651.87989000000	269053.11687600000	47.72693651260	-122.39273795600
2	13	6326	2	1265150.43340000000	269518.83405400000	47.72868255040	-122.35825007400
2	13	6326	3	1267132.31261000000	270412.08180900000	47.73123810230	-122.35027022600
2	13	6326	4	1267078.27214000000	268435.34382800000	47.72581703950	-122.35033144500
2	13	6326	5	1269293.98887000000	270058.43470100000	47.73038522670	-122.34145984800
2	13	6326	6	1270144.37347000000	270740.33267800000	47.73229990870	-122.33805921300
2	13	6326	7	1269054.62170000000	268443.37568700000	47.72594560370	-122.34230357900
2	13	6326	8	1271177.81252000000	268231.97590700000	47.72547990480	-122.33366187100
2	13	6326	9	1271773.38914000000	270130.37017600000	47.73071521630	-122.33139254700
2	13	6326	10	1272983.71761000000	269630.37501900000	47.72940929380	-122.32643594400
2	13	6223	11	1274785.36500000000	269324.63304000000	47.72866690630	-122.31909248300
2	13	6223	12	1275661.53833000000	267260.62986500000	47.72305574520	-122.31537158600
2	13	6223	13	1277302.26290000000	269789.20274000000	47.73007290970	-122.30890378500
2	13	6223	14	1277426.53147000000	267121.23190400000	47.72276659570	-122.30819118500
2	13	6223	15	1279285.43038000000	269846.95391000000	47.73033515120	-122.30085131800
2	13	6223	16	1279391.25671000000	267229.22815400000	47.72316554900	-122.30021864000
2	13	6223	17	1280870.10495000000	269738.70039300000	47.73012110980	-122.29440489900
2	13	6223	18	1280742.47385000000	267337.90757500000	47.72353392080	-122.29473814600
2	13	6223	19	1282732.06207000000	269628.83740500000	47.72991659370	-122.28683196300
2	13	6223	20	1284671.09644000000	267793.84274300000	47.72498701270	-122.27881392200
2	13	6223	21	1286742.70087000000	261717.94221400000	47.70843965460	-122.26993885400
2	13	6223	22	1282553.66784000000	264331.08921800000	47.71538630330	-122.28715006900
2	13	6223	23	1280768.42384000000	264287.63830900000	47.71517453460	-122.29439744600
2	13	6223	24	1279192.52742000000	264640.65728400000	47.71605994750	-122.30082528800
2	13	6223	25	1277294.38584000000	264566.89660900000	47.71575828790	-122.30852901300
2	13	6326	26	1275594.95673000000	264704.95534300000	47.71604719440	-122.31544207700
2	13	6326	27	1273991.53457000000	264902.57045100000	47.71650407960	-122.32196995500
2	13	6326	28	1272816.12337000000	265743.14871500000	47.71874564430	-122.32681023800
2	13	6326	29	1271235.80287000000	265632.94909900000	47.71835934250	-122.33322049100
2	13	6326	30	1270346.16073000000	264103.26964600000	47.71411884520	-122.33671248600
2	13	6326	31	1269124.96710000000	265524.59070800000	47.71794926470	-122.34178535600
2	13	6326	32	1267707.98857000000	266812.08755000000	47.72140178970	-122.34764358200
2	13	6326	33	1267761.35668000000	263978.89423400000	47.71363922950	-122.34720037800
2	13	6326	34	1266404.37664000000	266839.51998800000	47.72140653870	-122.35294096600
2	13	6326	35	1266503.82931000000	264828.70909600000	47.71590045920	-122.35237576000
2	13	6326	36	1265098.31489000000	266874.11635800000	47.72143054340	-122.35824887800
2	13	6326	37	1265066.09003000000	264890.20100200000	47.71599106320	-122.35822007500
2	13	6326	38	1262233.01531000000	265174.42948500000	47.71661565130	-122.36974957300
2	13	6325	39	1257733.53778000000	261007.48392200000	47.70494644420	-122.38768266800
2	13	6325	40	1252711.82105000000	264711.52382700000	47.71481658630	-122.40838477700
2	13	6325	41	1263638.77053000000	261012.35806800000	47.70528450440	-122.36370388500
2	13	6325	42	1264993.55755000000	261982.74855400000	47.70801800700	-122.35828061800
2	13	6325	43	1266344.33547000000	262203.84323900000	47.70869721900	-122.35281301600
2	13	6326	44	1267633.04050000000	261427.50754200000	47.70663888620	-122.34751762300
2	13	6326	45	1269533.23905000000	262237.81157400000	47.70896215720	-122.33986568600
2	13	6225	46	1271573.97793000000	262781.99783900000	47.71056293830	-122.33162134900
2	13	6225	47	1272877.71302000000	262678.03220100000	47.71034742580	-122.32631854400
2	13	6225	48	1274391.21900000000	262715.97410800000	47.71053174510	-122.32017501400
2	13	6225	49	1275748.61213000000	262697.05699500000	47.71055167000	-122.31466098200
2	13	6223	50	1277054.93421000000	262585.53491600000	47.71031478410	-122.30934718300
2	13	6223	51	1278490.37078000000	262667.69298500000	47.71061529820	-122.30352406100
2	13	6223	52	1279746.51775000000	262451.54430200000	47.71008851760	-122.29840596300
2	13	6223	53	1280964.29017000000	262462.85025800000	47.71018294970	-122.29346134000
2	13	6223	54	1282225.49983000000	261851.09900500000	47.70857168910	-122.28829241500
2	13	6223	55	1283548.61904000000	261561.03537500000	47.70784507110	-122.28289707200
2	13	6223	56	1285434.72640000000	258592.91597600000	47.69980664250	-122.27501190800
2	13	6226	57	1284000.01490000000	259217.02021600000	47.70144343350	-122.28088493600
2	13	6226	58	1282436.55982000000	259005.44655100000	47.70078270420	-122.28721702600
2	13	6223	59	1280702.02356000000	260344.11233200000	47.70436192430	-122.29436301000
2	13	6223	60	1279453.05418000000	260734.58961500000	47.70536710560	-122.29946485300
2	13	6226	61	1279927.99671000000	258496.17763400000	47.69925632680	-122.29736333100
2	13	6223	62	1278329.93413000000	260659.78878400000	47.70510335960	-122.30401974500
2	13	6223	63	1276984.68454000000	260647.39563400000	47.70499876140	-122.30948146600
2	13	6226	64	1277231.46251000000	258350.47804700000	47.69871588850	-122.30830057000
2	13	6225	65	1275604.15853000000	260638.98598900000	47.70490298430	-122.31508670900
2	13	6226	66	1275609.78835000000	258315.93637500000	47.69853582630	-122.31488221900
2	13	6225	67	1274275.07686000000	260677.57991500000	47.70493848660	-122.32048670700
2	13	6225	68	1274261.66351000000	258355.21918300000	47.69857221990	-122.32035892800
2	13	6225	69	1272829.80371000000	260733.33572200000	47.70501459680	-122.32635988500
2	13	6225	70	1272843.55238000000	258405.71882900000	47.69863537290	-122.32612068500
2	13	6225	71	1271485.16974000000	260708.45834400000	47.70487477520	-122.33181802400
2	13	6225	72	1271380.41733000000	258440.24016300000	47.69865204190	-122.33206399800
2	13	6225	73	1270375.18111000000	260505.40770800000	47.70425885230	-122.33630916300
2	13	6225	74	1270076.41026000000	258476.83818500000	47.69868261980	-122.33736139100
2	13	6225	75	1268971.65969000000	260158.72451700000	47.70323328680	-122.34198074900
2	13	6225	76	1268869.29268000000	258760.35307100000	47.69939492120	-122.34228505300
2	13	6225	77	1267646.28681000000	260189.64583300000	47.70324668680	-122.34736491800
2	13	6225	78	1267629.99588000000	258868.77156100000	47.69962535550	-122.34732553700
2	13	6325	79	1266313.29198000000	259561.03065800000	47.70145173190	-122.35272716000
2	13	6325	80	1265027.09473000000	259029.14600300000	47.69992415050	-122.35790678000
2	13	6325	81	1263729.85797000000	258575.35072000000	47.69860969890	-122.36313724300
2	13	6325	82	1262412.57864000000	257786.26533300000	47.69637494410	-122.36842165600
2	13	6325	83	1261408.30141000000	258721.22144100000	47.69888261150	-122.37257483700
2	13	6325	84	1249707.14144000000	260156.41946500000	47.70216334410	-122.42020417400
2	13	6325	85	1257035.27769000000	257670.16379900000	47.69576072670	-122.39024363400
2	13	6325	86	1259012.51058000000	257273.45615900000	47.69478266160	-122.38218385800
2	13	6325	87	1261071.53683000000	256634.15143300000	47.69314363250	-122.37377257600
2	13	6325	88	1262309.13242000000	256356.06538300000	47.69244918870	-122.36872580200
2	13	6325	89	1263641.95164000000	256656.20076900000	47.69334463310	-122.36333924100
2	13	6325	90	1264956.41399000000	256621.34925700000	47.69332062390	-122.35800007100
2	13	6325	91	1266281.22341000000	256918.14545200000	47.69420598780	-122.35264548500
2	13	6225	92	1267607.56654000000	256886.87436000000	47.69419192580	-122.34725828400
2	13	6225	93	1269221.20214000000	256686.28524400000	47.69372892940	-122.34069128400
2	13	6225	94	1271170.45683000000	256466.31174200000	47.69323036010	-122.33276029700
2	13	6225	95	1272824.97871000000	256403.65880200000	47.69314680750	-122.32603840700
2	13	6225	96	1274233.03929000000	256367.46731100000	47.69312233610	-122.32031918200
2	13	6226	97	1275569.78394000000	256330.80490200000	47.69309252270	-122.31488945200
2	13	6226	98	1276937.97592000000	256136.36842700000	47.69263167100	-122.30931972800
2	13	6226	99	1278159.80770000000	255931.38654100000	47.69213392040	-122.30434356200
2	13	6226	100	1279241.39612000000	256604.80288900000	47.69403637480	-122.30000480200
2	13	6226	101	1280887.16305000000	256507.06286600000	47.69385426280	-122.29331563900
2	13	6226	102	1282646.83905000000	256545.74412700000	47.69405155870	-122.28617454500
2	13	6226	103	1284913.51708000000	256011.97343000000	47.69270536650	-122.27693158700
2	13	6226	104	1289537.43809000000	256249.63078100000	47.69359219530	-122.25817630200
2	13	6216	105	1292764.74354000000	251156.90776000000	47.67979658020	-122.24469655000
2	13	6226	106	1287244.32816000000	253753.60078500000	47.68663468350	-122.26729810800
2	13	6226	107	1285467.43425000000	253763.02392900000	47.68656949110	-122.27451174900
2	13	6226	108	1283488.76329000000	254472.73360400000	47.68841292480	-122.28259798200
2	13	6226	109	1283480.00013000000	253171.70635500000	47.68484636220	-122.28253408600
2	13	6226	110	1282165.70999000000	254504.31744400000	47.68843106680	-122.28797123300
2	13	6226	111	1282158.43707000000	253200.19675500000	47.68485610580	-122.28790068300
2	13	6226	112	1280842.18101000000	254533.07225800000	47.68844117500	-122.29334620200
2	13	6226	113	1280843.65005000000	253226.60095100000	47.68486022960	-122.29323961600
2	13	6226	114	1279542.79804000000	254468.72555000000	47.68819709270	-122.29861594800
2	13	6226	115	1279579.53544000000	253251.19557500000	47.68486179020	-122.29837272400
2	13	6226	116	1278184.32342000000	254563.68390700000	47.68838634450	-122.30413790200
2	13	6226	117	1278251.13316000000	253252.18468700000	47.68479504290	-122.30376495300
2	13	6226	118	1277015.44406000000	254530.34637500000	47.68823362770	-122.30888022100
2	13	6226	119	1276857.39613000000	253302.44708600000	47.68485967180	-122.30942620600
2	13	6226	120	1275523.24112000000	254681.66477000000	47.68856979160	-122.31494948900
2	13	6226	121	1275802.00645000000	253259.40171600000	47.68468611850	-122.31370677600
2	13	6226	122	1275187.46509000000	253467.68144800000	47.68522457390	-122.31621755400
2	13	6224	123	1274211.05119000000	254706.58008200000	47.68856870200	-122.32027815000
2	13	6224	124	1274101.79935000000	253349.57311500000	47.68484340640	-122.32061520900
2	13	6224	125	1272928.73044000000	254810.59101200000	47.68878575640	-122.32549179700
2	13	6224	126	1272772.99102000000	253344.74219700000	47.68475963260	-122.32600857800
2	13	6224	127	1271304.30557000000	254772.08369700000	47.68859365930	-122.33208295300
2	13	6224	128	1271295.92812000000	253472.99716100000	47.68503247620	-122.33201425100
2	13	6224	129	1269240.88317000000	254861.22341900000	47.68872752110	-122.34046624000
2	13	6224	130	1268933.44314000000	253435.18073200000	47.68480231500	-122.34160074000
2	13	6224	131	1267579.40313000000	254903.15108700000	47.68875305450	-122.34721417100
2	13	6224	132	1267557.99765000000	253577.95128600000	47.68511959020	-122.34719522800
2	13	6224	133	1266251.38392000000	254932.53114400000	47.68876184280	-122.35260746100
2	13	6224	134	1266227.31787000000	253602.09840600000	47.68511389080	-122.35259852000
2	13	6325	135	1264928.40769000000	254962.99011700000	47.68877360540	-122.35798036800
2	13	6325	136	1264902.58191000000	253626.65461800000	47.68510937900	-122.35797771700
2	13	6325	137	1263616.21119000000	254993.95784100000	47.68878709560	-122.36330955800
2	13	6325	138	1263587.47135000000	253651.68093300000	47.68510642740	-122.36331788300
2	13	6325	139	1262287.80938000000	255018.63815800000	47.68878222050	-122.36870402700
2	13	6325	140	1262259.84244000000	253671.07787600000	47.68508711250	-122.36870840300
2	13	6325	141	1260953.30123000000	255035.56831700000	47.68875550940	-122.37412265200
2	13	6325	142	1260928.89129000000	253690.40934000000	47.68506717830	-122.37411240000
2	13	6325	143	1259631.69458000000	255052.18441500000	47.68872839100	-122.37948887400
2	13	6325	144	1259610.28156000000	253704.18660800000	47.68503244380	-122.37946584500
2	13	6325	145	1258301.69577000000	255068.99760500000	47.68870109560	-122.38488917400
2	13	6325	146	1258281.11455000000	253721.55055700000	47.68500670450	-122.38486242900
2	13	6325	147	1256963.57662000000	255087.52419400000	47.68867779060	-122.39032257100
2	13	6325	148	1256939.77169000000	253728.63798000000	47.68495186820	-122.39030758600
2	13	6325	149	1255645.92772000000	255108.67729600000	47.68866256540	-122.39567308500
2	13	6325	150	1255363.61190000000	253747.41708700000	47.68491573510	-122.39670682500
2	13	6325	151	1249764.71886000000	256444.89323200000	47.69199417050	-122.41965867500
2	13	6316	152	1250978.93804000000	252884.28528700000	47.68230423140	-122.41443250100
2	13	6325	153	1255203.80235000000	252393.70386700000	47.68119640950	-122.39724380400
2	13	6316	154	1254023.43653000000	251045.75310400000	47.67743594870	-122.40192306700
2	13	6316	155	1255564.73669000000	251104.46382300000	47.67768281900	-122.39567263000
2	13	6325	156	1256920.79079000000	252396.73322300000	47.68130016810	-122.39027523800
2	13	6316	157	1256900.05236000000	251083.96811200000	47.67770082960	-122.39025160100
2	13	6325	158	1258244.56465000000	252402.86286600000	47.68139025940	-122.38490285200
2	13	6316	159	1258282.85355000000	251115.84368800000	47.67786475070	-122.38464212100
2	13	6325	160	1259597.56110000000	252380.48987800000	47.68140358320	-122.37940952300
2	13	6316	161	1259575.56467000000	251034.26355200000	47.67771245760	-122.37938900800
2	13	6325	162	1260895.81094000000	252349.05476500000	47.68138880030	-122.37413765000
2	13	6316	163	1260816.11527000000	251029.53929500000	47.67776772060	-122.37435385900
2	13	6325	164	1262223.93188000000	252328.37432600000	47.68140488260	-122.36874541300
2	13	6316	165	1262144.88980000000	251002.76261100000	47.67776713620	-122.36895885200
2	13	6325	166	1263573.45596000000	252299.09831200000	47.68139831540	-122.36326561000
2	13	6316	167	1263553.76320000000	250977.34349200000	47.67777438960	-122.36323887200
2	13	6325	168	1264889.65543000000	252285.89337300000	47.68143372750	-122.35792235700
2	13	6316	169	1264928.10242000000	250922.19312800000	47.67769798520	-122.35765666700
2	13	6224	170	1266205.39588000000	252269.10491600000	47.68145903860	-122.35258067200
2	13	6224	171	1266213.89547000000	250982.40219800000	47.67793271400	-122.35244307900
2	13	6224	172	1267516.40407000000	252259.52857900000	47.68150361460	-122.34725876100
2	13	6224	173	1267347.67164000000	250953.09444200000	47.67791364330	-122.34783924500
2	13	6224	174	1269845.52250000000	251021.79411800000	47.67823636760	-122.33770681400
2	13	6224	175	1272931.67709000000	252150.50872100000	47.68149471990	-122.32527047800
2	13	6224	176	1272306.64573000000	250571.23990000000	47.67713271820	-122.32768286900
2	13	6224	177	1273589.85008000000	250718.76280900000	47.67760528890	-122.32248658800
2	13	6224	178	1273799.13797000000	251850.38570600000	47.68071817100	-122.32172602000
2	13	6224	179	1274479.92315000000	251911.28080300000	47.68092110470	-122.31896760400
2	13	6224	180	1274469.42964000000	250724.40021700000	47.67766735050	-122.31891719200
2	13	6226	181	1275552.31440000000	252010.04323900000	47.68124847760	-122.31462269200
2	13	6226	182	1275512.55769000000	250687.34859900000	47.67762090710	-122.31468070700
2	13	6226	183	1276870.79205000000	251974.39613100000	47.68122021760	-122.30926842900
2	13	6226	184	1276840.38952000000	250657.78020100000	47.67760980100	-122.30928932500
2	13	6226	185	1278243.44285000000	251950.67118900000	47.68122721520	-122.30369521800
2	13	6226	186	1278235.49031000000	250626.08357400000	47.67759612650	-122.30362476700
2	13	6226	187	1279578.09703000000	251925.23102100000	47.68122726440	-122.29827609500
2	13	6226	188	1279647.58435000000	250595.80339500000	47.67758694420	-122.29789135300
2	13	6226	189	1280844.51955000000	251901.95888100000	47.68122944460	-122.29313407900
