"TAZ"	"COUNTY_FIP"	"COUNTY_NM"
1647	33	"King"
1648	33	"King"
1649	33	"King"
1650	33	"King"
1651	33	"King"
1652	33	"King"
1653	33	"King"
1654	33	"King"
1655	33	"King"
1656	33	"King"
1657	33	"King"
1658	33	"King"
1659	33	"King"
1660	33	"King"
1661	33	"King"
1662	33	"King"
1663	33	"King"
1664	33	"King"
1665	33	"King"
1666	33	"King"
1667	33	"King"
1668	33	"King"
1669	33	"King"
1670	33	"King"
1671	33	"King"
1672	33	"King"
1673	33	"King"
1674	33	"King"
1675	33	"King"
1676	33	"King"
1677	33	"King"
1678	33	"King"
1679	33	"King"
1680	33	"King"
1681	33	"King"
1682	33	"King"
1683	33	"King"
1684	33	"King"
1685	33	"King"
1686	33	"King"
1687	33	"King"
1688	33	"King"
1689	33	"King"
1690	33	"King"
1691	33	"King"
1692	33	"King"
1693	33	"King"
1694	33	"King"
1695	33	"King"
1696	33	"King"
1697	33	"King"
1698	33	"King"
1699	33	"King"
1700	33	"King"
1701	33	"King"
1702	33	"King"
1703	33	"King"
1704	33	"King"
1705	33	"King"
1706	33	"King"
1707	33	"King"
1708	33	"King"
1709	33	"King"
1710	33	"King"
1711	33	"King"
1712	33	"King"
1713	33	"King"
1714	33	"King"
1715	33	"King"
1716	33	"King"
1717	33	"King"
1718	33	"King"
1719	33	"King"
1720	33	"King"
1721	33	"King"
1722	33	"King"
1723	33	"King"
1724	33	"King"
1725	33	"King"
1726	33	"King"
1727	33	"King"
1728	33	"King"
1729	33	"King"
1730	33	"King"
1731	33	"King"
1732	33	"King"
1733	33	"King"
1734	33	"King"
1735	33	"King"
1736	33	"King"
1737	33	"King"
1738	33	"King"
1739	33	"King"
1740	33	"King"
1741	33	"King"
1742	33	"King"
1743	33	"King"
1744	33	"King"
1745	33	"King"
1746	33	"King"
1747	33	"King"
1748	33	"King"
1749	33	"King"
1750	33	"King"
1751	33	"King"
1752	33	"King"
1753	33	"King"
1754	33	"King"
1755	33	"King"
1756	33	"King"
1757	33	"King"
1758	33	"King"
1759	33	"King"
1760	33	"King"
1761	33	"King"
1762	33	"King"
1763	33	"King"
1764	33	"King"
1765	33	"King"
1766	33	"King"
1767	33	"King"
1768	33	"King"
1769	33	"King"
1770	33	"King"
1771	33	"King"
1772	33	"King"
1773	33	"King"
1774	33	"King"
1775	33	"King"
1776	33	"King"
1777	33	"King"
1778	33	"King"
1779	33	"King"
1780	33	"King"
1781	33	"King"
1782	33	"King"
1783	33	"King"
1784	33	"King"
1785	33	"King"
1786	33	"King"
1787	33	"King"
1788	33	"King"
1789	33	"King"
1790	33	"King"
1791	33	"King"
1792	33	"King"
1793	33	"King"
1794	33	"King"
1795	33	"King"
1796	33	"King"
1797	33	"King"
1798	33	"King"
1799	33	"King"
1800	33	"King"
1801	33	"King"
1802	33	"King"
1803	33	"King"
1804	33	"King"
1805	33	"King"
1806	33	"King"
1807	33	"King"
1808	33	"King"
1809	33	"King"
1810	33	"King"
1811	33	"King"
1812	33	"King"
1813	33	"King"
1814	33	"King"
1815	33	"King"
1816	33	"King"
1817	33	"King"
1818	33	"King"
1819	33	"King"
1820	33	"King"
1821	33	"King"
1822	33	"King"
1823	33	"King"
1824	33	"King"
1825	33	"King"
1826	33	"King"
1827	33	"King"
1828	33	"King"
1829	33	"King"
1830	33	"King"
1831	33	"King"
1832	33	"King"
1833	33	"King"
1834	33	"King"
1835	33	"King"
1836	33	"King"
1837	33	"King"
1838	33	"King"
1839	33	"King"
1840	33	"King"
1841	33	"King"
1842	33	"King"
1843	33	"King"
1844	33	"King"
1845	33	"King"
1846	33	"King"
1847	33	"King"
1848	33	"King"
1849	33	"King"
1850	33	"King"
1851	33	"King"
1852	33	"King"
1853	33	"King"
1854	33	"King"
1855	33	"King"
1856	33	"King"
1857	33	"King"
1858	33	"King"
1859	33	"King"
1860	33	"King"
1861	33	"King"
1862	33	"King"
1863	33	"King"
1864	33	"King"
1865	33	"King"
1866	33	"King"
1867	33	"King"
1868	33	"King"
1869	33	"King"
1870	33	"King"
1871	33	"King"
1872	33	"King"
1873	33	"King"
1874	33	"King"
1875	33	"King"
1876	33	"King"
1877	33	"King"
1878	33	"King"
1879	33	"King"
1880	33	"King"
1881	33	"King"
1882	33	"King"
1883	33	"King"
1884	33	"King"
1885	33	"King"
1886	33	"King"
1887	33	"King"
1888	33	"King"
1889	33	"King"
1890	33	"King"
1891	33	"King"
1892	33	"King"
1893	33	"King"
1894	33	"King"
1895	33	"King"
1896	33	"King"
1897	33	"King"
1898	33	"King"
1899	33	"King"
1900	33	"King"
1901	33	"King"
1902	33	"King"
1903	33	"King"
1904	33	"King"
1905	33	"King"
1906	33	"King"
1907	33	"King"
1908	33	"King"
1909	33	"King"
1910	33	"King"
1911	33	"King"
1912	33	"King"
1913	33	"King"
1914	33	"King"
1915	33	"King"
1916	33	"King"
1917	33	"King"
1918	33	"King"
1919	33	"King"
1920	33	"King"
1921	33	"King"
1922	33	"King"
1923	33	"King"
1924	33	"King"
1925	33	"King"
1926	33	"King"
1927	33	"King"
1928	33	"King"
1929	33	"King"
1930	33	"King"
1931	33	"King"
1932	33	"King"
1933	33	"King"
1934	33	"King"
1935	33	"King"
1936	33	"King"
1937	33	"King"
1938	33	"King"
1939	33	"King"
1940	33	"King"
1941	33	"King"
1942	33	"King"
1943	33	"King"
1944	33	"King"
1945	33	"King"
1946	33	"King"
1947	33	"King"
1948	33	"King"
1949	33	"King"
1950	33	"King"
1951	33	"King"
1952	33	"King"
1953	33	"King"
1954	33	"King"
1955	33	"King"
1956	33	"King"
1957	33	"King"
1958	33	"King"
1959	33	"King"
1960	33	"King"
1961	33	"King"
1962	33	"King"
1963	33	"King"
1964	33	"King"
1965	33	"King"
1966	33	"King"
1967	33	"King"
1968	33	"King"
1969	33	"King"
1970	33	"King"
1971	33	"King"
1972	33	"King"
1973	33	"King"
1974	33	"King"
1975	33	"King"
1976	33	"King"
1977	33	"King"
1978	33	"King"
1979	33	"King"
1980	33	"King"
1981	33	"King"
1982	33	"King"
1983	33	"King"
1984	33	"King"
1985	33	"King"
1986	33	"King"
1987	33	"King"
1988	33	"King"
1989	33	"King"
1990	33	"King"
1991	33	"King"
1992	33	"King"
1993	33	"King"
1994	33	"King"
1995	33	"King"
1996	33	"King"
1997	33	"King"
1998	33	"King"
1999	33	"King"
2000	33	"King"
2001	33	"King"
2002	33	"King"
2003	33	"King"
2004	33	"King"
2005	33	"King"
2006	33	"King"
2007	33	"King"
2008	33	"King"
2009	33	"King"
2010	33	"King"
2011	33	"King"
2012	33	"King"
2013	33	"King"
2014	33	"King"
2015	33	"King"
2016	33	"King"
2017	33	"King"
2018	33	"King"
2019	33	"King"
2020	33	"King"
2021	33	"King"
2022	33	"King"
2023	33	"King"
2024	33	"King"
2025	33	"King"
2026	33	"King"
2027	33	"King"
2028	33	"King"
2029	33	"King"
2030	33	"King"
2031	33	"King"
2032	33	"King"
2033	33	"King"
2034	33	"King"
2035	33	"King"
2036	33	"King"
2037	33	"King"
2038	33	"King"
2039	33	"King"
2040	33	"King"
2041	33	"King"
2042	33	"King"
2043	33	"King"
2044	33	"King"
2045	33	"King"
2046	33	"King"
2047	33	"King"
2048	33	"King"
2049	33	"King"
2050	33	"King"
2051	33	"King"
2052	33	"King"
2053	33	"King"
2054	33	"King"
2055	33	"King"
2056	33	"King"
2057	33	"King"
2058	33	"King"
2059	33	"King"
2060	33	"King"
2061	33	"King"
2062	33	"King"
2063	33	"King"
2064	33	"King"
2065	33	"King"
2066	33	"King"
2067	33	"King"
2068	33	"King"
2069	33	"King"
2070	33	"King"
2071	33	"King"
2072	33	"King"
2073	33	"King"
2074	33	"King"
2075	33	"King"
2076	33	"King"
2077	33	"King"
2078	33	"King"
2079	33	"King"
2080	33	"King"
2081	33	"King"
2082	33	"King"
2083	33	"King"
2084	33	"King"
2085	33	"King"
2086	33	"King"
2087	33	"King"
2088	33	"King"
2089	61	"Snohomish"
2090	61	"Snohomish"
2091	61	"Snohomish"
2092	61	"Snohomish"
2093	61	"Snohomish"
2094	61	"Snohomish"
2095	61	"Snohomish"
2096	61	"Snohomish"
2097	61	"Snohomish"
2098	61	"Snohomish"
2099	61	"Snohomish"
2100	61	"Snohomish"
2101	61	"Snohomish"
2102	61	"Snohomish"
2103	61	"Snohomish"
2104	61	"Snohomish"
2105	61	"Snohomish"
2106	61	"Snohomish"
2107	61	"Snohomish"
2108	61	"Snohomish"
2109	61	"Snohomish"
2110	61	"Snohomish"
2111	61	"Snohomish"
2112	61	"Snohomish"
2113	61	"Snohomish"
2114	61	"Snohomish"
2115	61	"Snohomish"
2116	61	"Snohomish"
2117	61	"Snohomish"
2118	61	"Snohomish"
2119	61	"Snohomish"
2120	61	"Snohomish"
2121	61	"Snohomish"
2122	61	"Snohomish"
2123	61	"Snohomish"
2124	61	"Snohomish"
2125	61	"Snohomish"
2126	61	"Snohomish"
2127	61	"Snohomish"
2128	61	"Snohomish"
2129	61	"Snohomish"
2130	61	"Snohomish"
2131	61	"Snohomish"
2132	61	"Snohomish"
2133	61	"Snohomish"
2134	61	"Snohomish"
2135	61	"Snohomish"
2136	61	"Snohomish"
2137	61	"Snohomish"
2138	61	"Snohomish"
2139	61	"Snohomish"
2140	61	"Snohomish"
2141	61	"Snohomish"
2142	61	"Snohomish"
2143	61	"Snohomish"
2144	61	"Snohomish"
2145	61	"Snohomish"
2146	61	"Snohomish"
2147	61	"Snohomish"
2148	61	"Snohomish"
2149	61	"Snohomish"
2150	61	"Snohomish"
2151	61	"Snohomish"
2152	61	"Snohomish"
2153	61	"Snohomish"
2154	61	"Snohomish"
2155	61	"Snohomish"
2156	61	"Snohomish"
2157	61	"Snohomish"
2158	61	"Snohomish"
2159	61	"Snohomish"
2160	61	"Snohomish"
2161	61	"Snohomish"
2162	61	"Snohomish"
2163	61	"Snohomish"
2164	61	"Snohomish"
2165	61	"Snohomish"
2166	61	"Snohomish"
2167	61	"Snohomish"
2168	61	"Snohomish"
2169	61	"Snohomish"
2170	61	"Snohomish"
2171	61	"Snohomish"
2172	61	"Snohomish"
2173	61	"Snohomish"
2174	61	"Snohomish"
2175	61	"Snohomish"
2176	61	"Snohomish"
2177	61	"Snohomish"
2178	61	"Snohomish"
2179	61	"Snohomish"
2180	61	"Snohomish"
2181	61	"Snohomish"
2182	61	"Snohomish"
2183	61	"Snohomish"
2184	61	"Snohomish"
2185	61	"Snohomish"
2186	61	"Snohomish"
2187	61	"Snohomish"
2188	61	"Snohomish"
2189	61	"Snohomish"
2190	61	"Snohomish"
2191	61	"Snohomish"
2192	61	"Snohomish"
2193	61	"Snohomish"
2194	61	"Snohomish"
2195	61	"Snohomish"
2196	61	"Snohomish"
2197	61	"Snohomish"
2198	61	"Snohomish"
2199	61	"Snohomish"
2200	61	"Snohomish"
2201	61	"Snohomish"
2202	61	"Snohomish"
2203	61	"Snohomish"
2204	61	"Snohomish"
2205	61	"Snohomish"
2206	61	"Snohomish"
2207	61	"Snohomish"
2208	61	"Snohomish"
2209	61	"Snohomish"
2210	61	"Snohomish"
2211	61	"Snohomish"
2212	61	"Snohomish"
2213	61	"Snohomish"
2214	61	"Snohomish"
2215	61	"Snohomish"
2216	61	"Snohomish"
2217	61	"Snohomish"
2218	61	"Snohomish"
2219	61	"Snohomish"
2220	61	"Snohomish"
2221	61	"Snohomish"
2222	61	"Snohomish"
2223	61	"Snohomish"
2224	61	"Snohomish"
2225	61	"Snohomish"
2226	61	"Snohomish"
2227	61	"Snohomish"
2228	61	"Snohomish"
2229	61	"Snohomish"
2230	61	"Snohomish"
2231	61	"Snohomish"
2232	61	"Snohomish"
2233	61	"Snohomish"
2234	61	"Snohomish"
2235	61	"Snohomish"
2236	61	"Snohomish"
2237	61	"Snohomish"
2238	61	"Snohomish"
2239	61	"Snohomish"
2240	61	"Snohomish"
2241	61	"Snohomish"
2242	61	"Snohomish"
2243	61	"Snohomish"
2244	61	"Snohomish"
2245	61	"Snohomish"
2246	61	"Snohomish"
2247	61	"Snohomish"
2248	61	"Snohomish"
2249	61	"Snohomish"
2250	61	"Snohomish"
2251	61	"Snohomish"
2252	61	"Snohomish"
2253	61	"Snohomish"
2254	61	"Snohomish"
2255	61	"Snohomish"
2256	61	"Snohomish"
2257	61	"Snohomish"
2258	61	"Snohomish"
2259	61	"Snohomish"
2260	61	"Snohomish"
2261	61	"Snohomish"
2262	61	"Snohomish"
2263	61	"Snohomish"
2264	61	"Snohomish"
2265	61	"Snohomish"
2266	61	"Snohomish"
2267	61	"Snohomish"
2268	61	"Snohomish"
2269	61	"Snohomish"
2270	61	"Snohomish"
2271	61	"Snohomish"
2272	61	"Snohomish"
2273	61	"Snohomish"
2274	61	"Snohomish"
2275	61	"Snohomish"
2276	61	"Snohomish"
2277	61	"Snohomish"
2278	61	"Snohomish"
2279	61	"Snohomish"
2280	61	"Snohomish"
2281	61	"Snohomish"
2282	61	"Snohomish"
2283	61	"Snohomish"
2284	61	"Snohomish"
2285	61	"Snohomish"
2286	61	"Snohomish"
2287	61	"Snohomish"
2288	61	"Snohomish"
2289	61	"Snohomish"
2290	61	"Snohomish"
2291	61	"Snohomish"
2292	61	"Snohomish"
2293	61	"Snohomish"
2294	61	"Snohomish"
2295	61	"Snohomish"
2296	61	"Snohomish"
2297	61	"Snohomish"
2298	61	"Snohomish"
2299	61	"Snohomish"
2300	61	"Snohomish"
2301	61	"Snohomish"
2302	61	"Snohomish"
2303	61	"Snohomish"
2304	61	"Snohomish"
2305	61	"Snohomish"
2306	61	"Snohomish"
2307	61	"Snohomish"
2308	61	"Snohomish"
2309	61	"Snohomish"
2310	61	"Snohomish"
2311	61	"Snohomish"
2312	61	"Snohomish"
2313	61	"Snohomish"
2314	61	"Snohomish"
2315	61	"Snohomish"
2316	61	"Snohomish"
2317	61	"Snohomish"
2318	61	"Snohomish"
2319	61	"Snohomish"
2320	61	"Snohomish"
2321	61	"Snohomish"
2322	61	"Snohomish"
2323	61	"Snohomish"
2324	61	"Snohomish"
2325	61	"Snohomish"
2326	61	"Snohomish"
2327	61	"Snohomish"
2328	61	"Snohomish"
2329	61	"Snohomish"
2330	61	"Snohomish"
2331	61	"Snohomish"
2332	61	"Snohomish"
2333	61	"Snohomish"
2334	61	"Snohomish"
2335	61	"Snohomish"
2336	61	"Snohomish"
2337	61	"Snohomish"
2338	61	"Snohomish"
2339	61	"Snohomish"
2340	61	"Snohomish"
2341	61	"Snohomish"
2342	61	"Snohomish"
2343	61	"Snohomish"
2344	61	"Snohomish"
2345	61	"Snohomish"
2346	61	"Snohomish"
2347	61	"Snohomish"
2348	61	"Snohomish"
2349	61	"Snohomish"
2350	61	"Snohomish"
2351	61	"Snohomish"
2352	61	"Snohomish"
2353	61	"Snohomish"
2354	61	"Snohomish"
2355	61	"Snohomish"
2356	61	"Snohomish"
2357	61	"Snohomish"
2358	61	"Snohomish"
2359	61	"Snohomish"
2360	61	"Snohomish"
2361	61	"Snohomish"
2362	61	"Snohomish"
2363	61	"Snohomish"
2364	61	"Snohomish"
2365	61	"Snohomish"
2366	61	"Snohomish"
2367	61	"Snohomish"
2368	61	"Snohomish"
2369	61	"Snohomish"
2370	61	"Snohomish"
2371	61	"Snohomish"
2372	61	"Snohomish"
2373	61	"Snohomish"
2374	61	"Snohomish"
2375	61	"Snohomish"
2376	61	"Snohomish"
2377	61	"Snohomish"
2378	61	"Snohomish"
2379	61	"Snohomish"
2380	61	"Snohomish"
2381	61	"Snohomish"
2382	61	"Snohomish"
2383	61	"Snohomish"
2384	61	"Snohomish"
2385	61	"Snohomish"
2386	61	"Snohomish"
2387	61	"Snohomish"
2388	61	"Snohomish"
2389	61	"Snohomish"
2390	61	"Snohomish"
2391	61	"Snohomish"
2392	61	"Snohomish"
2393	61	"Snohomish"
2394	61	"Snohomish"
2395	61	"Snohomish"
2396	61	"Snohomish"
2397	61	"Snohomish"
2398	61	"Snohomish"
2399	61	"Snohomish"
2400	61	"Snohomish"
2401	61	"Snohomish"
2402	61	"Snohomish"
2403	61	"Snohomish"
2404	61	"Snohomish"
2405	61	"Snohomish"
2406	61	"Snohomish"
2407	61	"Snohomish"
2408	61	"Snohomish"
2409	61	"Snohomish"
2410	61	"Snohomish"
2411	61	"Snohomish"
2412	61	"Snohomish"
2413	61	"Snohomish"
2414	61	"Snohomish"
2415	61	"Snohomish"
2416	61	"Snohomish"
2417	61	"Snohomish"
2418	61	"Snohomish"
2419	61	"Snohomish"
2420	61	"Snohomish"
2421	61	"Snohomish"
2422	61	"Snohomish"
2423	61	"Snohomish"
2424	61	"Snohomish"
2425	61	"Snohomish"
2426	61	"Snohomish"
2427	61	"Snohomish"
2428	61	"Snohomish"
2429	61	"Snohomish"
2430	61	"Snohomish"
2431	61	"Snohomish"
2432	61	"Snohomish"
2433	61	"Snohomish"
2434	61	"Snohomish"
2435	61	"Snohomish"
2436	61	"Snohomish"
2437	61	"Snohomish"
2438	61	"Snohomish"
2439	61	"Snohomish"
2440	61	"Snohomish"
2441	61	"Snohomish"
2442	61	"Snohomish"
2443	61	"Snohomish"
2444	61	"Snohomish"
2445	61	"Snohomish"
2446	61	"Snohomish"
2447	61	"Snohomish"
2448	61	"Snohomish"
2449	61	"Snohomish"
2450	61	"Snohomish"
2451	61	"Snohomish"
2452	61	"Snohomish"
2453	61	"Snohomish"
2454	61	"Snohomish"
2455	61	"Snohomish"
2456	61	"Snohomish"
2457	61	"Snohomish"
2458	61	"Snohomish"
2459	61	"Snohomish"
2460	61	"Snohomish"
2461	61	"Snohomish"
2462	61	"Snohomish"
2463	61	"Snohomish"
2464	61	"Snohomish"
2465	61	"Snohomish"
2466	61	"Snohomish"
2467	61	"Snohomish"
2468	61	"Snohomish"
2469	61	"Snohomish"
2470	61	"Snohomish"
2471	61	"Snohomish"
2472	61	"Snohomish"
2473	61	"Snohomish"
2474	61	"Snohomish"
2475	61	"Snohomish"
2476	61	"Snohomish"
2477	61	"Snohomish"
2478	61	"Snohomish"
2479	61	"Snohomish"
2480	61	"Snohomish"
2481	61	"Snohomish"
2482	61	"Snohomish"
2483	61	"Snohomish"
2484	61	"Snohomish"
2485	61	"Snohomish"
2486	61	"Snohomish"
2487	61	"Snohomish"
2488	61	"Snohomish"
2489	61	"Snohomish"
2490	61	"Snohomish"
2491	61	"Snohomish"
2492	61	"Snohomish"
2493	61	"Snohomish"
2494	61	"Snohomish"
2495	61	"Snohomish"
2496	61	"Snohomish"
2497	61	"Snohomish"
2498	61	"Snohomish"
2499	61	"Snohomish"
2500	61	"Snohomish"
2501	61	"Snohomish"
2502	61	"Snohomish"
2503	61	"Snohomish"
2504	61	"Snohomish"
2505	61	"Snohomish"
2506	61	"Snohomish"
2507	61	"Snohomish"
2508	61	"Snohomish"
2509	61	"Snohomish"
2510	61	"Snohomish"
2511	61	"Snohomish"
2512	61	"Snohomish"
2513	61	"Snohomish"
2514	61	"Snohomish"
2515	61	"Snohomish"
2516	61	"Snohomish"
2517	61	"Snohomish"
2518	61	"Snohomish"
2519	61	"Snohomish"
2520	61	"Snohomish"
2521	61	"Snohomish"
2522	61	"Snohomish"
2523	61	"Snohomish"
2524	61	"Snohomish"
2525	61	"Snohomish"
2526	61	"Snohomish"
2527	61	"Snohomish"
2528	61	"Snohomish"
2529	61	"Snohomish"
2530	61	"Snohomish"
2531	61	"Snohomish"
2532	61	"Snohomish"
2533	61	"Snohomish"
2534	61	"Snohomish"
2535	61	"Snohomish"
2536	61	"Snohomish"
2537	61	"Snohomish"
2538	61	"Snohomish"
2539	61	"Snohomish"
2540	61	"Snohomish"
2541	61	"Snohomish"
2542	61	"Snohomish"
2543	61	"Snohomish"
2544	61	"Snohomish"
2545	61	"Snohomish"
2546	61	"Snohomish"
2547	61	"Snohomish"
2548	61	"Snohomish"
2549	61	"Snohomish"
2550	61	"Snohomish"
2551	61	"Snohomish"
2552	61	"Snohomish"
2553	61	"Snohomish"
2554	61	"Snohomish"
2555	61	"Snohomish"
2556	61	"Snohomish"
2557	61	"Snohomish"
2558	61	"Snohomish"
2559	61	"Snohomish"
2560	61	"Snohomish"
2561	61	"Snohomish"
2562	61	"Snohomish"
2563	61	"Snohomish"
2564	61	"Snohomish"
2565	61	"Snohomish"
2566	61	"Snohomish"
2567	61	"Snohomish"
2568	61	"Snohomish"
2569	61	"Snohomish"
2570	61	"Snohomish"
2571	61	"Snohomish"
2572	61	"Snohomish"
2573	61	"Snohomish"
2574	61	"Snohomish"
2575	61	"Snohomish"
2576	61	"Snohomish"
2577	61	"Snohomish"
2578	61	"Snohomish"
2579	61	"Snohomish"
2580	61	"Snohomish"
2581	61	"Snohomish"
2582	61	"Snohomish"
2583	61	"Snohomish"
2584	61	"Snohomish"
2585	61	"Snohomish"
2586	61	"Snohomish"
2587	61	"Snohomish"
2588	61	"Snohomish"
2589	61	"Snohomish"
2590	61	"Snohomish"
2591	61	"Snohomish"
2592	61	"Snohomish"
2593	61	"Snohomish"
2594	61	"Snohomish"
2595	61	"Snohomish"
2596	61	"Snohomish"
2597	61	"Snohomish"
2598	61	"Snohomish"
2599	61	"Snohomish"
2600	61	"Snohomish"
2601	61	"Snohomish"
2602	61	"Snohomish"
2603	61	"Snohomish"
2604	61	"Snohomish"
2605	61	"Snohomish"
2606	61	"Snohomish"
2607	61	"Snohomish"
2608	61	"Snohomish"
2609	61	"Snohomish"
2610	61	"Snohomish"
2611	61	"Snohomish"
2612	61	"Snohomish"
2613	61	"Snohomish"
2614	61	"Snohomish"
2615	61	"Snohomish"
2616	61	"Snohomish"
2617	61	"Snohomish"
2618	61	"Snohomish"
2619	61	"Snohomish"
2620	61	"Snohomish"
2621	61	"Snohomish"
2622	61	"Snohomish"
2623	61	"Snohomish"
2624	61	"Snohomish"
2625	61	"Snohomish"
2626	61	"Snohomish"
2627	61	"Snohomish"
2628	61	"Snohomish"
2629	61	"Snohomish"
2630	61	"Snohomish"
2631	61	"Snohomish"
2632	61	"Snohomish"
2633	61	"Snohomish"
2634	61	"Snohomish"
2635	61	"Snohomish"
2636	61	"Snohomish"
2637	61	"Snohomish"
2638	61	"Snohomish"
2639	61	"Snohomish"
2640	61	"Snohomish"
2641	61	"Snohomish"
2642	61	"Snohomish"
2643	61	"Snohomish"
2644	61	"Snohomish"
2645	61	"Snohomish"
2646	61	"Snohomish"
2647	61	"Snohomish"
2648	61	"Snohomish"
2649	61	"Snohomish"
2650	61	"Snohomish"
2651	61	"Snohomish"
2652	61	"Snohomish"
2653	61	"Snohomish"
2654	61	"Snohomish"
2655	61	"Snohomish"
2656	61	"Snohomish"
2657	61	"Snohomish"
2658	61	"Snohomish"
2659	61	"Snohomish"
2660	61	"Snohomish"
2661	61	"Snohomish"
2662	61	"Snohomish"
2663	61	"Snohomish"
2664	61	"Snohomish"
2665	61	"Snohomish"
2666	61	"Snohomish"
2667	61	"Snohomish"
2668	61	"Snohomish"
2669	53	"Pierce"
2670	53	"Pierce"
2671	53	"Pierce"
2672	53	"Pierce"
2673	53	"Pierce"
2674	53	"Pierce"
2675	53	"Pierce"
2676	53	"Pierce"
2677	53	"Pierce"
2678	53	"Pierce"
2679	53	"Pierce"
2680	53	"Pierce"
2681	53	"Pierce"
2682	53	"Pierce"
2683	53	"Pierce"
2684	53	"Pierce"
2685	53	"Pierce"
2686	53	"Pierce"
2687	53	"Pierce"
2688	53	"Pierce"
2689	53	"Pierce"
2690	53	"Pierce"
2691	53	"Pierce"
2692	53	"Pierce"
2693	53	"Pierce"
2694	53	"Pierce"
2695	53	"Pierce"
2696	53	"Pierce"
2697	53	"Pierce"
2698	53	"Pierce"
2699	53	"Pierce"
2700	53	"Pierce"
2701	53	"Pierce"
2702	53	"Pierce"
2703	53	"Pierce"
2704	53	"Pierce"
2705	53	"Pierce"
2706	53	"Pierce"
2707	53	"Pierce"
2708	53	"Pierce"
2709	53	"Pierce"
2710	53	"Pierce"
2711	53	"Pierce"
2712	53	"Pierce"
2713	53	"Pierce"
2714	53	"Pierce"
2715	53	"Pierce"
2716	53	"Pierce"
2717	53	"Pierce"
2718	53	"Pierce"
2719	53	"Pierce"
2720	53	"Pierce"
2721	53	"Pierce"
2722	53	"Pierce"
2723	53	"Pierce"
2724	53	"Pierce"
2725	53	"Pierce"
2726	53	"Pierce"
2727	53	"Pierce"
2728	53	"Pierce"
2729	53	"Pierce"
2730	53	"Pierce"
2731	53	"Pierce"
2732	53	"Pierce"
2733	53	"Pierce"
2734	53	"Pierce"
2735	53	"Pierce"
2736	53	"Pierce"
2737	53	"Pierce"
2738	53	"Pierce"
2739	53	"Pierce"
2740	53	"Pierce"
2741	53	"Pierce"
2742	53	"Pierce"
2743	53	"Pierce"
2744	53	"Pierce"
2745	53	"Pierce"
2746	53	"Pierce"
2747	53	"Pierce"
2748	53	"Pierce"
2749	53	"Pierce"
2750	53	"Pierce"
2751	53	"Pierce"
2752	53	"Pierce"
2753	53	"Pierce"
2754	53	"Pierce"
2755	53	"Pierce"
2756	53	"Pierce"
2757	53	"Pierce"
2758	53	"Pierce"
2759	53	"Pierce"
2760	53	"Pierce"
2761	53	"Pierce"
2762	53	"Pierce"
2763	53	"Pierce"
2764	53	"Pierce"
2765	53	"Pierce"
2766	53	"Pierce"
2767	53	"Pierce"
2768	53	"Pierce"
2769	53	"Pierce"
2770	53	"Pierce"
2771	53	"Pierce"
2772	53	"Pierce"
2773	53	"Pierce"
2774	53	"Pierce"
2775	53	"Pierce"
2776	53	"Pierce"
2777	53	"Pierce"
2778	53	"Pierce"
2779	53	"Pierce"
2780	53	"Pierce"
2781	53	"Pierce"
2782	53	"Pierce"
2783	53	"Pierce"
2784	53	"Pierce"
2785	53	"Pierce"
2786	53	"Pierce"
2787	53	"Pierce"
2788	53	"Pierce"
2789	53	"Pierce"
2790	53	"Pierce"
2791	53	"Pierce"
2792	53	"Pierce"
2793	53	"Pierce"
2794	53	"Pierce"
2795	53	"Pierce"
2796	53	"Pierce"
2797	53	"Pierce"
2798	53	"Pierce"
2799	53	"Pierce"
2800	53	"Pierce"
2801	53	"Pierce"
2802	53	"Pierce"
2803	53	"Pierce"
2804	53	"Pierce"
2805	53	"Pierce"
2806	53	"Pierce"
2807	53	"Pierce"
2808	53	"Pierce"
2809	53	"Pierce"
2810	53	"Pierce"
2811	53	"Pierce"
2812	53	"Pierce"
2813	53	"Pierce"
2814	53	"Pierce"
2815	53	"Pierce"
2816	53	"Pierce"
2817	53	"Pierce"
2818	53	"Pierce"
2819	53	"Pierce"
2820	53	"Pierce"
2821	53	"Pierce"
2822	53	"Pierce"
2823	53	"Pierce"
2824	53	"Pierce"
2825	53	"Pierce"
2826	53	"Pierce"
2827	53	"Pierce"
2828	53	"Pierce"
2829	53	"Pierce"
2830	53	"Pierce"
2831	53	"Pierce"
2832	53	"Pierce"
2833	53	"Pierce"
2834	53	"Pierce"
2835	53	"Pierce"
2836	53	"Pierce"
2837	53	"Pierce"
2838	53	"Pierce"
2839	53	"Pierce"
2840	53	"Pierce"
2841	53	"Pierce"
2842	53	"Pierce"
2843	53	"Pierce"
2844	53	"Pierce"
2845	53	"Pierce"
2846	53	"Pierce"
2847	53	"Pierce"
2848	53	"Pierce"
2849	53	"Pierce"
2850	53	"Pierce"
2851	53	"Pierce"
2852	53	"Pierce"
2853	53	"Pierce"
2854	53	"Pierce"
2855	53	"Pierce"
2856	53	"Pierce"
2857	53	"Pierce"
2858	53	"Pierce"
2859	53	"Pierce"
2860	53	"Pierce"
2861	53	"Pierce"
2862	53	"Pierce"
2863	53	"Pierce"
2864	53	"Pierce"
2865	53	"Pierce"
2866	53	"Pierce"
2867	53	"Pierce"
2868	53	"Pierce"
2869	53	"Pierce"
2870	53	"Pierce"
2871	53	"Pierce"
2872	53	"Pierce"
