city_id,home_based_status,sector_id,total_number_of_jobs,year
121,-1,-1,1744,2025
121,-1,-1,1709,2030
121,-1,-1,1711,2035
121,-1,-1,1719,2040
99,-1,-1,159,2015
99,-1,-1,173,2020
99,-1,-1,184,2025
99,-1,-1,191,2030
99,-1,-1,202,2035
99,-1,-1,213,2040
103,-1,-1,5302,2015
103,-1,-1,5531,2020
103,-1,-1,5581,2025
103,-1,-1,5490,2030
103,-1,-1,5500,2035
103,-1,-1,5527,2040
125,-1,-1,282,2015
125,-1,-1,294,2020
125,-1,-1,305,2025
125,-1,-1,318,2030
125,-1,-1,342,2035
125,-1,-1,374,2040
119,-1,-1,0,2015
119,-1,-1,1,2020
119,-1,-1,2,2025
119,-1,-1,3,2030
119,-1,-1,4,2035
119,-1,-1,5,2040
108,-1,-1,4179,2015
108,-1,-1,4558,2020
108,-1,-1,4873,2025
108,-1,-1,5112,2030
108,-1,-1,5466,2035
108,-1,-1,5836,2040
134,-1,-1,6115,2015
134,-1,-1,6570,2020
134,-1,-1,6852,2025
134,-1,-1,7015,2030
134,-1,-1,7387,2035
134,-1,-1,7892,2040
127,-1,-1,2035,2015
127,-1,-1,2127,2020
127,-1,-1,2139,2025
127,-1,-1,2103,2030
127,-1,-1,2131,2035
127,-1,-1,2230,2040
126,-1,-1,543,2015
126,-1,-1,590,2020
126,-1,-1,621,2025
126,-1,-1,638,2030
126,-1,-1,667,2035
126,-1,-1,699,2040
130,-1,-1,382,2015
130,-1,-1,506,2020
130,-1,-1,630,2025
130,-1,-1,746,2030
130,-1,-1,878,2035
130,-1,-1,1015,2040
135,-1,-1,65,2015
135,-1,-1,67,2020
135,-1,-1,67,2025
135,-1,-1,66,2030
135,-1,-1,66,2035
135,-1,-1,66,2040
136,-1,-1,10,2015
136,-1,-1,29,2020
136,-1,-1,59,2025
136,-1,-1,93,2030
136,-1,-1,130,2035
136,-1,-1,166,2040
49,-1,-1,21087,2015
49,-1,-1,23294,2020
49,-1,-1,24835,2025
49,-1,-1,25777,2030
49,-1,-1,27220,2035
49,-1,-1,28796,2040
