"city_id","income_max","income_min","persons_max","persons_min","total_number_of_households","workers_max","workers_min","year"
-1,-1,1e+05,5,5,15379,1,1,2037
-1,49999,0,5,5,7138,2,2,2037
-1,74999,50000,5,5,7305,2,2,2037
-1,99999,75000,5,5,7215,2,2,2037
-1,-1,1e+05,5,5,19781,2,2,2037
-1,49999,0,5,5,1108,3,3,2037
-1,74999,50000,5,5,2303,3,3,2037
-1,99999,75000,5,5,2307,3,3,2037
-1,-1,1e+05,5,5,6852,3,3,2037
-1,49999,0,5,5,221,-1,4,2037
-1,74999,50000,5,5,552,-1,4,2037
-1,99999,75000,5,5,859,-1,4,2037
-1,-1,1e+05,5,5,5875,-1,4,2037
-1,49999,0,6,6,1835,0,0,2037
-1,74999,50000,6,6,123,0,0,2037
-1,99999,75000,6,6,183,0,0,2037
-1,-1,1e+05,6,6,245,0,0,2037
-1,49999,0,6,6,6084,1,1,2037
-1,74999,50000,6,6,2601,1,1,2037
-1,99999,75000,6,6,2042,1,1,2037
-1,-1,1e+05,6,6,4258,1,1,2037
-1,49999,0,6,6,2893,2,2,2037
-1,74999,50000,6,6,2579,2,2,2037
-1,99999,75000,6,6,2231,2,2,2037
-1,-1,1e+05,6,6,6174,2,2,2037
-1,49999,0,6,6,903,3,3,2037
-1,74999,50000,6,6,1057,3,3,2037
-1,99999,75000,6,6,1325,3,3,2037
-1,-1,1e+05,6,6,3125,3,3,2037
-1,49999,0,6,6,181,-1,4,2037
-1,74999,50000,6,6,401,-1,4,2037
-1,99999,75000,6,6,902,-1,4,2037
-1,-1,1e+05,6,6,3770,-1,4,2037
-1,49999,0,-1,7,1374,0,0,2037
-1,74999,50000,-1,7,171,0,0,2037
-1,-1,1e+05,-1,7,101,0,0,2037
-1,49999,0,-1,7,3380,1,1,2037
-1,74999,50000,-1,7,2056,1,1,2037
-1,99999,75000,-1,7,1251,1,1,2037
-1,-1,1e+05,-1,7,2195,1,1,2037
-1,49999,0,-1,7,2029,2,2,2037
-1,74999,50000,-1,7,2401,2,2,2037
-1,99999,75000,-1,7,604,2,2,2037
-1,-1,1e+05,-1,7,2688,2,2,2037
-1,49999,0,-1,7,659,3,3,2037
-1,74999,50000,-1,7,899,3,3,2037
-1,99999,75000,-1,7,951,3,3,2037
-1,-1,1e+05,-1,7,2861,3,3,2037
-1,49999,0,-1,7,65,-1,4,2037
-1,74999,50000,-1,7,393,-1,4,2037
-1,99999,75000,-1,7,1368,-1,4,2037
-1,-1,1e+05,-1,7,4408,-1,4,2037
-1,49999,0,1,1,209039,0,0,2038
-1,74999,50000,1,1,25897,0,0,2038
-1,99999,75000,1,1,7451,0,0,2038
-1,-1,1e+05,1,1,11522,0,0,2038
-1,49999,0,1,1,172642,1,1,2038
-1,74999,50000,1,1,82071,1,1,2038
-1,99999,75000,1,1,48190,1,1,2038
-1,-1,1e+05,1,1,56100,1,1,2038
-1,49999,0,2,2,92088,0,0,2038
-1,74999,50000,2,2,42558,0,0,2038
-1,99999,75000,2,2,20612,0,0,2038
-1,-1,1e+05,2,2,33241,0,0,2038
-1,49999,0,2,2,77987,1,1,2038
-1,74999,50000,2,2,51589,1,1,2038
-1,99999,75000,2,2,40069,1,1,2038
-1,-1,1e+05,2,2,76918,1,1,2038
-1,49999,0,2,2,45038,2,2,2038
-1,74999,50000,2,2,54443,2,2,2038
-1,99999,75000,2,2,55559,2,2,2038
-1,-1,1e+05,2,2,149087,2,2,2038
-1,49999,0,3,3,19020,0,0,2038
-1,74999,50000,3,3,5075,0,0,2038
-1,99999,75000,3,3,2303,0,0,2038
-1,-1,1e+05,3,3,3126,0,0,2038
-1,49999,0,3,3,41931,1,1,2038
-1,74999,50000,3,3,23491,1,1,2038
-1,99999,75000,3,3,16059,1,1,2038
-1,-1,1e+05,3,3,35570,1,1,2038
-1,49999,0,3,3,16596,2,2,2038
-1,74999,50000,3,3,20958,2,2,2038
-1,99999,75000,3,3,22685,2,2,2038
-1,-1,1e+05,3,3,65102,2,2,2038
-1,49999,0,3,3,4131,3,3,2038
-1,74999,50000,3,3,5701,3,3,2038
-1,99999,75000,3,3,8533,3,3,2038
-1,-1,1e+05,3,3,29952,3,3,2038
-1,49999,0,4,4,7590,0,0,2038
-1,74999,50000,4,4,1404,0,0,2038
-1,99999,75000,4,4,741,0,0,2038
-1,-1,1e+05,4,4,1373,0,0,2038
-1,49999,0,4,4,28409,1,1,2038
-1,74999,50000,4,4,17557,1,1,2038
-1,99999,75000,4,4,13682,1,1,2038
-1,-1,1e+05,4,4,39820,1,1,2038
-1,49999,0,4,4,14567,2,2,2038
-1,74999,50000,4,4,15888,2,2,2038
-1,99999,75000,4,4,19225,2,2,2038
-1,-1,1e+05,4,4,65382,2,2,2038
-1,49999,0,4,4,1898,3,3,2038
-1,74999,50000,4,4,3394,3,3,2038
-1,99999,75000,4,4,5384,3,3,2038
-1,-1,1e+05,4,4,17186,3,3,2038
-1,49999,0,4,4,766,-1,4,2038
-1,74999,50000,4,4,1517,-1,4,2038
-1,99999,75000,4,4,1629,-1,4,2038
-1,-1,1e+05,4,4,9636,-1,4,2038
-1,49999,0,5,5,3842,0,0,2038
-1,74999,50000,5,5,621,0,0,2038
-1,99999,75000,5,5,327,0,0,2038
-1,-1,1e+05,5,5,501,0,0,2038
-1,49999,0,5,5,14482,1,1,2038
-1,74999,50000,5,5,6219,1,1,2038
-1,99999,75000,5,5,7158,1,1,2038
-1,-1,1e+05,5,5,15442,1,1,2038
-1,49999,0,5,5,7167,2,2,2038
-1,74999,50000,5,5,7335,2,2,2038
-1,99999,75000,5,5,7244,2,2,2038
-1,-1,1e+05,5,5,19861,2,2,2038
-1,49999,0,5,5,1113,3,3,2038
-1,74999,50000,5,5,2312,3,3,2038
-1,99999,75000,5,5,2316,3,3,2038
-1,-1,1e+05,5,5,6880,3,3,2038
-1,49999,0,5,5,222,-1,4,2038
-1,74999,50000,5,5,554,-1,4,2038
-1,99999,75000,5,5,863,-1,4,2038
-1,-1,1e+05,5,5,5899,-1,4,2038
-1,49999,0,6,6,1843,0,0,2038
-1,74999,50000,6,6,124,0,0,2038
-1,99999,75000,6,6,183,0,0,2038
-1,-1,1e+05,6,6,246,0,0,2038
-1,49999,0,6,6,6109,1,1,2038
-1,74999,50000,6,6,2611,1,1,2038
-1,99999,75000,6,6,2050,1,1,2038
-1,-1,1e+05,6,6,4276,1,1,2038
-1,49999,0,6,6,2905,2,2,2038
-1,74999,50000,6,6,2590,2,2,2038
-1,99999,75000,6,6,2240,2,2,2038
-1,-1,1e+05,6,6,6199,2,2,2038
-1,49999,0,6,6,907,3,3,2038
-1,74999,50000,6,6,1061,3,3,2038
-1,99999,75000,6,6,1331,3,3,2038
-1,-1,1e+05,6,6,3138,3,3,2038
-1,49999,0,6,6,182,-1,4,2038
-1,74999,50000,6,6,403,-1,4,2038
-1,99999,75000,6,6,905,-1,4,2038
-1,-1,1e+05,6,6,3785,-1,4,2038
-1,49999,0,-1,7,1380,0,0,2038
-1,74999,50000,-1,7,172,0,0,2038
-1,-1,1e+05,-1,7,101,0,0,2038
-1,49999,0,-1,7,3394,1,1,2038
-1,74999,50000,-1,7,2065,1,1,2038
-1,99999,75000,-1,7,1256,1,1,2038
-1,-1,1e+05,-1,7,2204,1,1,2038
-1,49999,0,-1,7,2037,2,2,2038
-1,74999,50000,-1,7,2410,2,2,2038
-1,99999,75000,-1,7,606,2,2,2038
-1,-1,1e+05,-1,7,2699,2,2,2038
-1,49999,0,-1,7,662,3,3,2038
-1,74999,50000,-1,7,903,3,3,2038
-1,99999,75000,-1,7,955,3,3,2038
-1,-1,1e+05,-1,7,2873,3,3,2038
-1,49999,0,-1,7,65,-1,4,2038
-1,74999,50000,-1,7,395,-1,4,2038
-1,99999,75000,-1,7,1373,-1,4,2038
-1,-1,1e+05,-1,7,4426,-1,4,2038
-1,49999,0,1,1,212563,0,0,2039
-1,74999,50000,1,1,26333,0,0,2039
-1,99999,75000,1,1,7576,0,0,2039
-1,-1,1e+05,1,1,11716,0,0,2039
-1,49999,0,1,1,175553,1,1,2039
-1,74999,50000,1,1,83454,1,1,2039
-1,99999,75000,1,1,49002,1,1,2039
-1,-1,1e+05,1,1,57045,1,1,2039
-1,49999,0,2,2,93641,0,0,2039
-1,74999,50000,2,2,43275,0,0,2039
-1,99999,75000,2,2,20959,0,0,2039
-1,-1,1e+05,2,2,33801,0,0,2039
-1,49999,0,2,2,79302,1,1,2039
-1,74999,50000,2,2,52459,1,1,2039
-1,99999,75000,2,2,40745,1,1,2039
-1,-1,1e+05,2,2,78214,1,1,2039
-1,49999,0,2,2,45797,2,2,2039
-1,74999,50000,2,2,55360,2,2,2039
-1,99999,75000,2,2,56495,2,2,2039
-1,-1,1e+05,2,2,151600,2,2,2039
-1,49999,0,3,3,19080,0,0,2039
-1,74999,50000,3,3,5091,0,0,2039
-1,99999,75000,3,3,2310,0,0,2039
-1,-1,1e+05,3,3,3136,0,0,2039
-1,49999,0,3,3,42064,1,1,2039
-1,74999,50000,3,3,23566,1,1,2039
-1,99999,75000,3,3,16110,1,1,2039
-1,-1,1e+05,3,3,35684,1,1,2039
-1,49999,0,3,3,16649,2,2,2039
-1,74999,50000,3,3,21025,2,2,2039
-1,99999,75000,3,3,22757,2,2,2039
-1,-1,1e+05,3,3,65310,2,2,2039
-1,49999,0,3,3,4144,3,3,2039
-1,74999,50000,3,3,5719,3,3,2039
-1,99999,75000,3,3,8560,3,3,2039
-1,-1,1e+05,3,3,30047,3,3,2039
-1,49999,0,4,4,7614,0,0,2039
-1,74999,50000,4,4,1408,0,0,2039
-1,99999,75000,4,4,743,0,0,2039
-1,-1,1e+05,4,4,1378,0,0,2039
-1,49999,0,4,4,28500,1,1,2039
-1,74999,50000,4,4,17613,1,1,2039
-1,99999,75000,4,4,13725,1,1,2039
-1,-1,1e+05,4,4,39947,1,1,2039
-1,49999,0,4,4,14613,2,2,2039
-1,74999,50000,4,4,15939,2,2,2039
-1,99999,75000,4,4,19287,2,2,2039
-1,-1,1e+05,4,4,65590,2,2,2039
-1,49999,0,4,4,1905,3,3,2039
-1,74999,50000,4,4,3405,3,3,2039
-1,99999,75000,4,4,5401,3,3,2039
-1,-1,1e+05,4,4,17241,3,3,2039
-1,49999,0,4,4,768,-1,4,2039
-1,74999,50000,4,4,1522,-1,4,2039
-1,99999,75000,4,4,1634,-1,4,2039
-1,-1,1e+05,4,4,9667,-1,4,2039
-1,49999,0,5,5,3854,0,0,2039
-1,74999,50000,5,5,623,0,0,2039
-1,99999,75000,5,5,328,0,0,2039
-1,-1,1e+05,5,5,503,0,0,2039
-1,49999,0,5,5,14528,1,1,2039
-1,74999,50000,5,5,6239,1,1,2039
-1,99999,75000,5,5,7181,1,1,2039
-1,-1,1e+05,5,5,15491,1,1,2039
-1,49999,0,5,5,7190,2,2,2039
-1,74999,50000,5,5,7358,2,2,2039
-1,99999,75000,5,5,7267,2,2,2039
-1,-1,1e+05,5,5,19924,2,2,2039
-1,49999,0,5,5,1116,3,3,2039
-1,74999,50000,5,5,2319,3,3,2039
-1,99999,75000,5,5,2323,3,3,2039
-1,-1,1e+05,5,5,6902,3,3,2039
-1,49999,0,5,5,223,-1,4,2039
-1,74999,50000,5,5,556,-1,4,2039
-1,99999,75000,5,5,866,-1,4,2039
-1,-1,1e+05,5,5,5918,-1,4,2039
-1,49999,0,6,6,1849,0,0,2039
-1,74999,50000,6,6,124,0,0,2039
-1,99999,75000,6,6,184,0,0,2039
-1,-1,1e+05,6,6,247,0,0,2039
-1,49999,0,6,6,6129,1,1,2039
-1,74999,50000,6,6,2619,1,1,2039
-1,99999,75000,6,6,2057,1,1,2039
-1,-1,1e+05,6,6,4289,1,1,2039
-1,49999,0,6,6,2914,2,2,2039
-1,74999,50000,6,6,2598,2,2,2039
-1,99999,75000,6,6,2247,2,2,2039
-1,-1,1e+05,6,6,6219,2,2,2039
-1,49999,0,6,6,910,3,3,2039
-1,74999,50000,6,6,1064,3,3,2039
-1,99999,75000,6,6,1335,3,3,2039
-1,-1,1e+05,6,6,3148,3,3,2039
-1,49999,0,6,6,183,-1,4,2039
-1,74999,50000,6,6,404,-1,4,2039
-1,99999,75000,6,6,908,-1,4,2039
-1,-1,1e+05,6,6,3797,-1,4,2039
-1,49999,0,-1,7,1384,0,0,2039
-1,74999,50000,-1,7,172,0,0,2039
-1,-1,1e+05,-1,7,101,0,0,2039
-1,49999,0,-1,7,3405,1,1,2039
-1,74999,50000,-1,7,2071,1,1,2039
-1,99999,75000,-1,7,1260,1,1,2039
-1,-1,1e+05,-1,7,2211,1,1,2039
-1,49999,0,-1,7,2043,2,2,2039
-1,74999,50000,-1,7,2418,2,2,2039
-1,99999,75000,-1,7,608,2,2,2039
-1,-1,1e+05,-1,7,2707,2,2,2039
-1,49999,0,-1,7,664,3,3,2039
-1,74999,50000,-1,7,906,3,3,2039
-1,99999,75000,-1,7,958,3,3,2039
-1,-1,1e+05,-1,7,2882,3,3,2039
-1,49999,0,-1,7,65,-1,4,2039
-1,74999,50000,-1,7,396,-1,4,2039
-1,99999,75000,-1,7,1378,-1,4,2039
-1,-1,1e+05,-1,7,4440,-1,4,2039
-1,49999,0,1,1,219461,0,0,2041
-1,74999,50000,1,1,27188,0,0,2041
-1,99999,75000,1,1,7822,0,0,2041
-1,-1,1e+05,1,1,12096,0,0,2041
-1,49999,0,1,1,181249,1,1,2041
-1,74999,50000,1,1,86162,1,1,2041
-1,99999,75000,1,1,50592,1,1,2041
-1,-1,1e+05,1,1,58896,1,1,2041
-1,49999,0,2,2,96679,0,0,2041
-1,74999,50000,2,2,44679,0,0,2041
-1,99999,75000,2,2,21639,0,0,2041
-1,-1,1e+05,2,2,34898,0,0,2041
-1,49999,0,2,2,81875,1,1,2041
-1,74999,50000,2,2,54161,1,1,2041
-1,99999,75000,2,2,42067,1,1,2041
-1,-1,1e+05,2,2,80752,1,1,2041
-1,49999,0,2,2,47283,2,2,2041
-1,74999,50000,2,2,57157,2,2,2041
-1,99999,75000,2,2,58328,2,2,2041
-1,-1,1e+05,2,2,156519,2,2,2041
-1,49999,0,3,3,19215,0,0,2041
-1,74999,50000,3,3,5127,0,0,2041
-1,99999,75000,3,3,2326,0,0,2041
-1,-1,1e+05,3,3,3158,0,0,2041
-1,49999,0,3,3,42361,1,1,2041
-1,74999,50000,3,3,23732,1,1,2041
-1,99999,75000,3,3,16224,1,1,2041
-1,-1,1e+05,3,3,35936,1,1,2041
-1,49999,0,3,3,16766,2,2,2041
-1,74999,50000,3,3,21173,2,2,2041
-1,99999,75000,3,3,22918,2,2,2041
-1,-1,1e+05,3,3,65771,2,2,2041
-1,49999,0,3,3,4173,3,3,2041
-1,74999,50000,3,3,5759,3,3,2041
-1,99999,75000,3,3,8620,3,3,2041
-1,-1,1e+05,3,3,30260,3,3,2041
-1,49999,0,4,4,7668,0,0,2041
-1,74999,50000,4,4,1418,0,0,2041
-1,99999,75000,4,4,748,0,0,2041
-1,-1,1e+05,4,4,1387,0,0,2041
-1,49999,0,4,4,28701,1,1,2041
-1,74999,50000,4,4,17737,1,1,2041
-1,99999,75000,4,4,13822,1,1,2041
-1,-1,1e+05,4,4,40229,1,1,2041
-1,49999,0,4,4,14717,2,2,2041
-1,74999,50000,4,4,16052,2,2,2041
-1,99999,75000,4,4,19423,2,2,2041
-1,-1,1e+05,4,4,66053,2,2,2041
-1,49999,0,4,4,1918,3,3,2041
-1,74999,50000,4,4,3429,3,3,2041
-1,99999,75000,4,4,5440,3,3,2041
-1,-1,1e+05,4,4,17362,3,3,2041
-1,49999,0,4,4,774,-1,4,2041
-1,74999,50000,4,4,1532,-1,4,2041
-1,99999,75000,4,4,1645,-1,4,2041
-1,-1,1e+05,4,4,9735,-1,4,2041
-1,49999,0,5,5,3882,0,0,2041
-1,74999,50000,5,5,627,0,0,2041
-1,99999,75000,5,5,330,0,0,2041
-1,-1,1e+05,5,5,506,0,0,2041
-1,49999,0,5,5,14630,1,1,2041
-1,74999,50000,5,5,6283,1,1,2041
-1,99999,75000,5,5,7231,1,1,2041
-1,-1,1e+05,5,5,15600,1,1,2041
-1,49999,0,5,5,7241,2,2,2041
-1,74999,50000,5,5,7410,2,2,2041
-1,99999,75000,5,5,7319,2,2,2041
-1,-1,1e+05,5,5,20065,2,2,2041
-1,49999,0,5,5,1124,3,3,2041
-1,74999,50000,5,5,2336,3,3,2041
-1,99999,75000,5,5,2340,3,3,2041
-1,-1,1e+05,5,5,6951,3,3,2041
-1,49999,0,5,5,224,-1,4,2041
-1,74999,50000,5,5,560,-1,4,2041
-1,99999,75000,5,5,872,-1,4,2041
-1,-1,1e+05,5,5,5959,-1,4,2041
-1,49999,0,6,6,1862,0,0,2041
-1,74999,50000,6,6,125,0,0,2041
-1,99999,75000,6,6,185,0,0,2041
-1,-1,1e+05,6,6,248,0,0,2041
-1,49999,0,6,6,6172,1,1,2041
-1,74999,50000,6,6,2638,1,1,2041
-1,99999,75000,6,6,2071,1,1,2041
-1,-1,1e+05,6,6,4320,1,1,2041
-1,49999,0,6,6,2935,2,2,2041
-1,74999,50000,6,6,2617,2,2,2041
-1,99999,75000,6,6,2263,2,2,2041
-1,-1,1e+05,6,6,6263,2,2,2041
-1,49999,0,6,6,916,3,3,2041
-1,74999,50000,6,6,1072,3,3,2041
-1,99999,75000,6,6,1345,3,3,2041
-1,-1,1e+05,6,6,3170,3,3,2041
-1,49999,0,6,6,184,-1,4,2041
-1,74999,50000,6,6,407,-1,4,2041
-1,99999,75000,6,6,915,-1,4,2041
-1,-1,1e+05,6,6,3824,-1,4,2041
-1,49999,0,-1,7,1394,0,0,2041
-1,74999,50000,-1,7,173,0,0,2041
-1,-1,1e+05,-1,7,102,0,0,2041
-1,49999,0,-1,7,3429,1,1,2041
-1,74999,50000,-1,7,2086,1,1,2041
-1,99999,75000,-1,7,1269,1,1,2041
-1,-1,1e+05,-1,7,2227,1,1,2041
-1,49999,0,-1,7,2058,2,2,2041
-1,74999,50000,-1,7,2435,2,2,2041
-1,99999,75000,-1,7,612,2,2,2041
-1,-1,1e+05,-1,7,2727,2,2,2041
-1,49999,0,-1,7,669,3,3,2041
-1,74999,50000,-1,7,912,3,3,2041
-1,99999,75000,-1,7,964,3,3,2041
-1,-1,1e+05,-1,7,2902,3,3,2041
-1,49999,0,-1,7,66,-1,4,2041
-1,74999,50000,-1,7,399,-1,4,2041
-1,99999,75000,-1,7,1387,-1,4,2041
-1,-1,1e+05,-1,7,4471,-1,4,2041
-1,49999,0,1,1,222913,0,0,2042
-1,74999,50000,1,1,27616,0,0,2042
-1,99999,75000,1,1,7945,0,0,2042
-1,-1,1e+05,1,1,12287,0,0,2042
-1,49999,0,1,1,184101,1,1,2042
-1,74999,50000,1,1,87518,1,1,2042
-1,99999,75000,1,1,51388,1,1,2042
-1,-1,1e+05,1,1,59823,1,1,2042
-1,49999,0,2,2,98200,0,0,2042
-1,74999,50000,2,2,45382,0,0,2042
-1,99999,75000,2,2,21980,0,0,2042
-1,-1,1e+05,2,2,35447,0,0,2042
-1,49999,0,2,2,83163,1,1,2042
-1,74999,50000,2,2,55013,1,1,2042
-1,99999,75000,2,2,42728,1,1,2042
-1,-1,1e+05,2,2,82023,1,1,2042
-1,49999,0,2,2,48027,2,2,2042
-1,74999,50000,2,2,58056,2,2,2042
-1,99999,75000,2,2,59246,2,2,2042
-1,-1,1e+05,2,2,158982,2,2,2042
-1,49999,0,3,3,19303,0,0,2042
-1,74999,50000,3,3,5150,0,0,2042
-1,99999,75000,3,3,2337,0,0,2042
-1,-1,1e+05,3,3,3172,0,0,2042
-1,49999,0,3,3,42556,1,1,2042
-1,74999,50000,3,3,23841,1,1,2042
-1,99999,75000,3,3,16299,1,1,2042
-1,-1,1e+05,3,3,36101,1,1,2042
-1,49999,0,3,3,16844,2,2,2042
-1,74999,50000,3,3,21271,2,2,2042
-1,99999,75000,3,3,23024,2,2,2042
-1,-1,1e+05,3,3,66074,2,2,2042
-1,49999,0,3,3,4192,3,3,2042
-1,74999,50000,3,3,5786,3,3,2042
-1,99999,75000,3,3,8660,3,3,2042
-1,-1,1e+05,3,3,30399,3,3,2042
-1,49999,0,4,4,7703,0,0,2042
-1,74999,50000,4,4,1425,0,0,2042
-1,99999,75000,4,4,752,0,0,2042
-1,-1,1e+05,4,4,1394,0,0,2042
-1,49999,0,4,4,28833,1,1,2042
-1,74999,50000,4,4,17819,1,1,2042
-1,99999,75000,4,4,13886,1,1,2042
-1,-1,1e+05,4,4,40414,1,1,2042
-1,49999,0,4,4,14784,2,2,2042
-1,74999,50000,4,4,16125,2,2,2042
-1,99999,75000,4,4,19512,2,2,2042
-1,-1,1e+05,4,4,66357,2,2,2042
-1,49999,0,4,4,1927,3,3,2042
-1,74999,50000,4,4,3445,3,3,2042
-1,99999,75000,4,4,5465,3,3,2042
-1,-1,1e+05,4,4,17442,3,3,2042
-1,49999,0,4,4,777,-1,4,2042
-1,74999,50000,4,4,1540,-1,4,2042
-1,99999,75000,4,4,1653,-1,4,2042
-1,-1,1e+05,4,4,9780,-1,4,2042
-1,49999,0,5,5,3899,0,0,2042
-1,74999,50000,5,5,630,0,0,2042
-1,99999,75000,5,5,332,0,0,2042
-1,-1,1e+05,5,5,509,0,0,2042
-1,49999,0,5,5,14698,1,1,2042
-1,74999,50000,5,5,6312,1,1,2042
-1,99999,75000,5,5,7264,1,1,2042
-1,-1,1e+05,5,5,15672,1,1,2042
-1,49999,0,5,5,7274,2,2,2042
-1,74999,50000,5,5,7444,2,2,2042
-1,99999,75000,5,5,7352,2,2,2042
-1,-1,1e+05,5,5,20157,2,2,2042
-1,49999,0,5,5,1129,3,3,2042
-1,74999,50000,5,5,2346,3,3,2042
-1,99999,75000,5,5,2350,3,3,2042
-1,-1,1e+05,5,5,6983,3,3,2042
-1,49999,0,5,5,225,-1,4,2042
-1,74999,50000,5,5,563,-1,4,2042
-1,99999,75000,5,5,876,-1,4,2042
-1,-1,1e+05,5,5,5987,-1,4,2042
-1,49999,0,6,6,1870,0,0,2042
-1,74999,50000,6,6,125,0,0,2042
-1,99999,75000,6,6,186,0,0,2042
-1,-1,1e+05,6,6,250,0,0,2042
-1,49999,0,6,6,6200,1,1,2042
-1,74999,50000,6,6,2650,1,1,2042
-1,99999,75000,6,6,2081,1,1,2042
-1,-1,1e+05,6,6,4340,1,1,2042
-1,49999,0,6,6,2948,2,2,2042
-1,74999,50000,6,6,2629,2,2,2042
-1,99999,75000,6,6,2274,2,2,2042
-1,-1,1e+05,6,6,6292,2,2,2042
-1,49999,0,6,6,920,3,3,2042
-1,74999,50000,6,6,1077,3,3,2042
-1,99999,75000,6,6,1351,3,3,2042
-1,-1,1e+05,6,6,3184,3,3,2042
-1,49999,0,6,6,185,-1,4,2042
-1,74999,50000,6,6,409,-1,4,2042
-1,99999,75000,6,6,919,-1,4,2042
-1,-1,1e+05,6,6,3842,-1,4,2042
-1,49999,0,-1,7,1401,0,0,2042
-1,74999,50000,-1,7,174,0,0,2042
-1,-1,1e+05,-1,7,103,0,0,2042
-1,49999,0,-1,7,3445,1,1,2042
-1,74999,50000,-1,7,2095,1,1,2042
-1,99999,75000,-1,7,1275,1,1,2042
-1,-1,1e+05,-1,7,2237,1,1,2042
-1,49999,0,-1,7,2067,2,2,2042
-1,74999,50000,-1,7,2446,2,2,2042
-1,99999,75000,-1,7,615,2,2,2042
-1,-1,1e+05,-1,7,2739,2,2,2042
-1,49999,0,-1,7,672,3,3,2042
-1,74999,50000,-1,7,916,3,3,2042
-1,99999,75000,-1,7,969,3,3,2042
-1,-1,1e+05,-1,7,2916,3,3,2042
-1,49999,0,-1,7,66,-1,4,2042
-1,74999,50000,-1,7,401,-1,4,2042
-1,99999,75000,-1,7,1394,-1,4,2042
-1,-1,1e+05,-1,7,4492,-1,4,2042
-1,49999,0,1,1,226372,0,0,2043
-1,74999,50000,1,1,28044,0,0,2043
-1,99999,75000,1,1,8068,0,0,2043
-1,-1,1e+05,1,1,12477,0,0,2043
-1,49999,0,1,1,186957,1,1,2043
-1,74999,50000,1,1,88875,1,1,2043
-1,99999,75000,1,1,52186,1,1,2043
-1,-1,1e+05,1,1,60751,1,1,2043
-1,49999,0,2,2,99724,0,0,2043
-1,74999,50000,2,2,46087,0,0,2043
-1,99999,75000,2,2,22321,0,0,2043
-1,-1,1e+05,2,2,35997,0,0,2043
-1,49999,0,2,2,84454,1,1,2043
-1,74999,50000,2,2,55867,1,1,2043
-1,99999,75000,2,2,43391,1,1,2043
-1,-1,1e+05,2,2,83295,1,1,2043
-1,49999,0,2,2,48772,2,2,2043
-1,74999,50000,2,2,58957,2,2,2043
-1,99999,75000,2,2,60165,2,2,2043
-1,-1,1e+05,2,2,161448,2,2,2043
-1,49999,0,3,3,19398,0,0,2043
-1,74999,50000,3,3,5176,0,0,2043
-1,99999,75000,3,3,2349,0,0,2043
-1,-1,1e+05,3,3,3188,0,0,2043
-1,49999,0,3,3,42766,1,1,2043
-1,74999,50000,3,3,23958,1,1,2043
-1,99999,75000,3,3,16379,1,1,2043
-1,-1,1e+05,3,3,36279,1,1,2043
-1,49999,0,3,3,16926,2,2,2043
-1,74999,50000,3,3,21375,2,2,2043
-1,99999,75000,3,3,23137,2,2,2043
-1,-1,1e+05,3,3,66399,2,2,2043
-1,49999,0,3,3,4213,3,3,2043
-1,74999,50000,3,3,5814,3,3,2043
-1,99999,75000,3,3,8703,3,3,2043
-1,-1,1e+05,3,3,30548,3,3,2043
-1,49999,0,4,4,7741,0,0,2043
-1,74999,50000,4,4,1432,0,0,2043
-1,99999,75000,4,4,755,0,0,2043
-1,-1,1e+05,4,4,1401,0,0,2043
-1,49999,0,4,4,28975,1,1,2043
-1,74999,50000,4,4,17906,1,1,2043
-1,99999,75000,4,4,13954,1,1,2043
-1,-1,1e+05,4,4,40613,1,1,2043
-1,49999,0,4,4,14857,2,2,2043
-1,74999,50000,4,4,16205,2,2,2043
-1,99999,75000,4,4,19608,2,2,2043
-1,-1,1e+05,4,4,66683,2,2,2043
-1,49999,0,4,4,1936,3,3,2043
-1,74999,50000,4,4,3462,3,3,2043
-1,99999,75000,4,4,5491,3,3,2043
-1,-1,1e+05,4,4,17528,3,3,2043
-1,49999,0,4,4,781,-1,4,2043
-1,74999,50000,4,4,1547,-1,4,2043
-1,99999,75000,4,4,1661,-1,4,2043
-1,-1,1e+05,4,4,9828,-1,4,2043
-1,49999,0,5,5,3919,0,0,2043
-1,74999,50000,5,5,633,0,0,2043
-1,99999,75000,5,5,334,0,0,2043
-1,-1,1e+05,5,5,511,0,0,2043
-1,49999,0,5,5,14770,1,1,2043
-1,74999,50000,5,5,6343,1,1,2043
-1,99999,75000,5,5,7300,1,1,2043
-1,-1,1e+05,5,5,15749,1,1,2043
-1,49999,0,5,5,7310,2,2,2043
-1,74999,50000,5,5,7481,2,2,2043
-1,99999,75000,5,5,7388,2,2,2043
-1,-1,1e+05,5,5,20256,2,2,2043
-1,49999,0,5,5,1135,3,3,2043
-1,74999,50000,5,5,2358,3,3,2043
-1,99999,75000,5,5,2362,3,3,2043
-1,-1,1e+05,5,5,7017,3,3,2043
-1,49999,0,5,5,226,-1,4,2043
-1,74999,50000,5,5,565,-1,4,2043
-1,99999,75000,5,5,880,-1,4,2043
-1,-1,1e+05,5,5,6016,-1,4,2043
-1,49999,0,6,6,1879,0,0,2043
-1,74999,50000,6,6,126,0,0,2043
-1,99999,75000,6,6,187,0,0,2043
-1,-1,1e+05,6,6,251,0,0,2043
-1,49999,0,6,6,6231,1,1,2043
-1,74999,50000,6,6,2663,1,1,2043
-1,99999,75000,6,6,2091,1,1,2043
-1,-1,1e+05,6,6,4361,1,1,2043
-1,49999,0,6,6,2963,2,2,2043
