"city_id","income_max","income_min","persons_max","persons_min","total_number_of_households","workers_max","workers_min","year"
-1,74999,50000,-1,7,316,-1,4,2016
-1,99999,75000,-1,7,1101,-1,4,2016
-1,-1,1e+05,-1,7,3548,-1,4,2016
-1,49999,0,1,1,147944,0,0,2017
-1,74999,50000,1,1,18328,0,0,2017
-1,99999,75000,1,1,5273,0,0,2017
-1,-1,1e+05,1,1,8154,0,0,2017
-1,49999,0,1,1,122185,1,1,2017
-1,74999,50000,1,1,58084,1,1,2017
-1,99999,75000,1,1,34106,1,1,2017
-1,-1,1e+05,1,1,39704,1,1,2017
-1,49999,0,2,2,65174,0,0,2017
-1,74999,50000,2,2,30120,0,0,2017
-1,99999,75000,2,2,14588,0,0,2017
-1,-1,1e+05,2,2,23526,0,0,2017
-1,49999,0,2,2,55194,1,1,2017
-1,74999,50000,2,2,36512,1,1,2017
-1,99999,75000,2,2,28358,1,1,2017
-1,-1,1e+05,2,2,54437,1,1,2017
-1,49999,0,2,2,31875,2,2,2017
-1,74999,50000,2,2,38531,2,2,2017
-1,99999,75000,2,2,39321,2,2,2017
-1,-1,1e+05,2,2,105514,2,2,2017
-1,49999,0,3,3,15553,0,0,2017
-1,74999,50000,3,3,4150,0,0,2017
-1,99999,75000,3,3,1883,0,0,2017
-1,-1,1e+05,3,3,2556,0,0,2017
-1,49999,0,3,3,34289,1,1,2017
-1,74999,50000,3,3,19210,1,1,2017
-1,99999,75000,3,3,13132,1,1,2017
-1,-1,1e+05,3,3,29088,1,1,2017
-1,49999,0,3,3,13571,2,2,2017
-1,74999,50000,3,3,17139,2,2,2017
-1,99999,75000,3,3,18551,2,2,2017
-1,-1,1e+05,3,3,53238,2,2,2017
-1,49999,0,3,3,3378,3,3,2017
-1,74999,50000,3,3,4662,3,3,2017
-1,99999,75000,3,3,6978,3,3,2017
-1,-1,1e+05,3,3,24493,3,3,2017
-1,49999,0,4,4,6207,0,0,2017
-1,74999,50000,4,4,1148,0,0,2017
-1,99999,75000,4,4,606,0,0,2017
-1,-1,1e+05,4,4,1123,0,0,2017
-1,49999,0,4,4,23232,1,1,2017
-1,74999,50000,4,4,14357,1,1,2017
-1,99999,75000,4,4,11188,1,1,2017
-1,-1,1e+05,4,4,32564,1,1,2017
-1,49999,0,4,4,11912,2,2,2017
-1,74999,50000,4,4,12993,2,2,2017
-1,99999,75000,4,4,15722,2,2,2017
-1,-1,1e+05,4,4,53467,2,2,2017
-1,49999,0,4,4,1553,3,3,2017
-1,74999,50000,4,4,2776,3,3,2017
-1,99999,75000,4,4,4403,3,3,2017
-1,-1,1e+05,4,4,14054,3,3,2017
-1,49999,0,4,4,626,-1,4,2017
-1,74999,50000,4,4,1240,-1,4,2017
-1,99999,75000,4,4,1332,-1,4,2017
-1,-1,1e+05,4,4,7880,-1,4,2017
-1,49999,0,5,5,3142,0,0,2017
-1,74999,50000,5,5,508,0,0,2017
-1,99999,75000,5,5,267,0,0,2017
-1,-1,1e+05,5,5,410,0,0,2017
-1,49999,0,5,5,11843,1,1,2017
-1,74999,50000,5,5,5086,1,1,2017
-1,99999,75000,5,5,5853,1,1,2017
-1,-1,1e+05,5,5,12628,1,1,2017
-1,49999,0,5,5,5861,2,2,2017
-1,74999,50000,5,5,5998,2,2,2017
-1,99999,75000,5,5,5924,2,2,2017
-1,-1,1e+05,5,5,16242,2,2,2017
-1,49999,0,5,5,910,3,3,2017
-1,74999,50000,5,5,1891,3,3,2017
-1,99999,75000,5,5,1894,3,3,2017
-1,-1,1e+05,5,5,5626,3,3,2017
-1,49999,0,5,5,182,-1,4,2017
-1,74999,50000,5,5,453,-1,4,2017
-1,99999,75000,5,5,706,-1,4,2017
-1,-1,1e+05,5,5,4824,-1,4,2017
-1,49999,0,6,6,1507,0,0,2017
-1,74999,50000,6,6,101,0,0,2017
-1,99999,75000,6,6,150,0,0,2017
-1,-1,1e+05,6,6,201,0,0,2017
-1,49999,0,6,6,4996,1,1,2017
-1,74999,50000,6,6,2135,1,1,2017
-1,99999,75000,6,6,1676,1,1,2017
-1,-1,1e+05,6,6,3496,1,1,2017
-1,49999,0,6,6,2376,2,2,2017
-1,74999,50000,6,6,2118,2,2,2017
-1,99999,75000,6,6,1832,2,2,2017
-1,-1,1e+05,6,6,5070,2,2,2017
-1,49999,0,6,6,741,3,3,2017
-1,74999,50000,6,6,868,3,3,2017
-1,99999,75000,6,6,1088,3,3,2017
-1,-1,1e+05,6,6,2566,3,3,2017
-1,49999,0,6,6,149,-1,4,2017
-1,74999,50000,6,6,329,-1,4,2017
-1,99999,75000,6,6,740,-1,4,2017
-1,-1,1e+05,6,6,3095,-1,4,2017
-1,49999,0,-1,7,1129,0,0,2017
-1,74999,50000,-1,7,140,0,0,2017
-1,-1,1e+05,-1,7,83,0,0,2017
-1,49999,0,-1,7,2776,1,1,2017
-1,74999,50000,-1,7,1688,1,1,2017
-1,99999,75000,-1,7,1027,1,1,2017
-1,-1,1e+05,-1,7,1803,1,1,2017
-1,49999,0,-1,7,1666,2,2,2017
-1,74999,50000,-1,7,1971,2,2,2017
-1,99999,75000,-1,7,496,2,2,2017
-1,-1,1e+05,-1,7,2207,2,2,2017
-1,49999,0,-1,7,541,3,3,2017
-1,74999,50000,-1,7,738,3,3,2017
-1,99999,75000,-1,7,781,3,3,2017
-1,-1,1e+05,-1,7,2349,3,3,2017
-1,49999,0,-1,7,53,-1,4,2017
-1,74999,50000,-1,7,323,-1,4,2017
-1,99999,75000,-1,7,1123,-1,4,2017
-1,-1,1e+05,-1,7,3619,-1,4,2017
-1,49999,0,1,1,150142,0,0,2018
-1,74999,50000,1,1,18600,0,0,2018
-1,99999,75000,1,1,5351,0,0,2018
-1,-1,1e+05,1,1,8276,0,0,2018
-1,49999,0,1,1,124000,1,1,2018
-1,74999,50000,1,1,58947,1,1,2018
-1,99999,75000,1,1,34612,1,1,2018
-1,-1,1e+05,1,1,40293,1,1,2018
-1,49999,0,2,2,66142,0,0,2018
-1,74999,50000,2,2,30567,0,0,2018
-1,99999,75000,2,2,14804,0,0,2018
-1,-1,1e+05,2,2,23875,0,0,2018
-1,49999,0,2,2,56014,1,1,2018
-1,74999,50000,2,2,37054,1,1,2018
-1,99999,75000,2,2,28780,1,1,2018
-1,-1,1e+05,2,2,55246,1,1,2018
-1,49999,0,2,2,32348,2,2,2018
-1,74999,50000,2,2,39103,2,2,2018
-1,99999,75000,2,2,39905,2,2,2018
-1,-1,1e+05,2,2,107081,2,2,2018
-1,49999,0,3,3,15833,0,0,2018
-1,74999,50000,3,3,4224,0,0,2018
-1,99999,75000,3,3,1917,0,0,2018
-1,-1,1e+05,3,3,2602,0,0,2018
-1,49999,0,3,3,34906,1,1,2018
-1,74999,50000,3,3,19555,1,1,2018
-1,99999,75000,3,3,13368,1,1,2018
-1,-1,1e+05,3,3,29611,1,1,2018
-1,49999,0,3,3,13816,2,2,2018
-1,74999,50000,3,3,17447,2,2,2018
-1,99999,75000,3,3,18884,2,2,2018
-1,-1,1e+05,3,3,54195,2,2,2018
-1,49999,0,3,3,3439,3,3,2018
-1,74999,50000,3,3,4746,3,3,2018
-1,99999,75000,3,3,7103,3,3,2018
-1,-1,1e+05,3,3,24934,3,3,2018
-1,49999,0,4,4,6318,0,0,2018
-1,74999,50000,4,4,1169,0,0,2018
-1,99999,75000,4,4,616,0,0,2018
-1,-1,1e+05,4,4,1143,0,0,2018
-1,49999,0,4,4,23650,1,1,2018
-1,74999,50000,4,4,14616,1,1,2018
-1,99999,75000,4,4,11389,1,1,2018
-1,-1,1e+05,4,4,33149,1,1,2018
-1,49999,0,4,4,12127,2,2,2018
-1,74999,50000,4,4,13227,2,2,2018
-1,99999,75000,4,4,16005,2,2,2018
-1,-1,1e+05,4,4,54428,2,2,2018
-1,49999,0,4,4,1580,3,3,2018
-1,74999,50000,4,4,2826,3,3,2018
-1,99999,75000,4,4,4482,3,3,2018
-1,-1,1e+05,4,4,14307,3,3,2018
-1,49999,0,4,4,637,-1,4,2018
-1,74999,50000,4,4,1263,-1,4,2018
-1,99999,75000,4,4,1356,-1,4,2018
-1,-1,1e+05,4,4,8022,-1,4,2018
-1,49999,0,5,5,3199,0,0,2018
-1,74999,50000,5,5,517,0,0,2018
-1,99999,75000,5,5,272,0,0,2018
-1,-1,1e+05,5,5,417,0,0,2018
-1,49999,0,5,5,12056,1,1,2018
-1,74999,50000,5,5,5177,1,1,2018
-1,99999,75000,5,5,5959,1,1,2018
-1,-1,1e+05,5,5,12855,1,1,2018
-1,49999,0,5,5,5966,2,2,2018
-1,74999,50000,5,5,6106,2,2,2018
-1,99999,75000,5,5,6031,2,2,2018
-1,-1,1e+05,5,5,16534,2,2,2018
-1,49999,0,5,5,926,3,3,2018
-1,74999,50000,5,5,1925,3,3,2018
-1,99999,75000,5,5,1928,3,3,2018
-1,-1,1e+05,5,5,5727,3,3,2018
-1,49999,0,5,5,185,-1,4,2018
-1,74999,50000,5,5,462,-1,4,2018
-1,99999,75000,5,5,718,-1,4,2018
-1,-1,1e+05,5,5,4911,-1,4,2018
-1,49999,0,6,6,1534,0,0,2018
-1,74999,50000,6,6,103,0,0,2018
-1,99999,75000,6,6,153,0,0,2018
-1,-1,1e+05,6,6,205,0,0,2018
-1,49999,0,6,6,5086,1,1,2018
-1,74999,50000,6,6,2174,1,1,2018
-1,99999,75000,6,6,1707,1,1,2018
-1,-1,1e+05,6,6,3559,1,1,2018
-1,49999,0,6,6,2418,2,2,2018
-1,74999,50000,6,6,2156,2,2,2018
-1,99999,75000,6,6,1865,2,2,2018
-1,-1,1e+05,6,6,5161,2,2,2018
-1,49999,0,6,6,755,3,3,2018
-1,74999,50000,6,6,883,3,3,2018
-1,99999,75000,6,6,1108,3,3,2018
-1,-1,1e+05,6,6,2612,3,3,2018
-1,49999,0,6,6,152,-1,4,2018
-1,74999,50000,6,6,335,-1,4,2018
-1,99999,75000,6,6,754,-1,4,2018
-1,-1,1e+05,6,6,3151,-1,4,2018
-1,49999,0,-1,7,1149,0,0,2018
-1,74999,50000,-1,7,143,0,0,2018
-1,-1,1e+05,-1,7,84,0,0,2018
-1,49999,0,-1,7,2826,1,1,2018
-1,74999,50000,-1,7,1719,1,1,2018
-1,99999,75000,-1,7,1046,1,1,2018
-1,-1,1e+05,-1,7,1835,1,1,2018
-1,49999,0,-1,7,1696,2,2,2018
-1,74999,50000,-1,7,2007,2,2,2018
-1,99999,75000,-1,7,505,2,2,2018
-1,-1,1e+05,-1,7,2247,2,2,2018
-1,49999,0,-1,7,551,3,3,2018
-1,74999,50000,-1,7,751,3,3,2018
-1,99999,75000,-1,7,795,3,3,2018
-1,-1,1e+05,-1,7,2392,3,3,2018
-1,49999,0,-1,7,54,-1,4,2018
-1,74999,50000,-1,7,329,-1,4,2018
-1,99999,75000,-1,7,1143,-1,4,2018
-1,-1,1e+05,-1,7,3684,-1,4,2018
-1,49999,0,1,1,151973,0,0,2019
-1,74999,50000,1,1,18827,0,0,2019
-1,99999,75000,1,1,5417,0,0,2019
-1,-1,1e+05,1,1,8376,0,0,2019
-1,49999,0,1,1,125512,1,1,2019
-1,74999,50000,1,1,59666,1,1,2019
-1,99999,75000,1,1,35034,1,1,2019
-1,-1,1e+05,1,1,40785,1,1,2019
-1,49999,0,2,2,66949,0,0,2019
-1,74999,50000,2,2,30940,0,0,2019
-1,99999,75000,2,2,14985,0,0,2019
-1,-1,1e+05,2,2,24166,0,0,2019
-1,49999,0,2,2,56698,1,1,2019
-1,74999,50000,2,2,37506,1,1,2019
-1,99999,75000,2,2,29131,1,1,2019
-1,-1,1e+05,2,2,55920,1,1,2019
-1,49999,0,2,2,32743,2,2,2019
-1,74999,50000,2,2,39580,2,2,2019
-1,99999,75000,2,2,40392,2,2,2019
-1,-1,1e+05,2,2,108387,2,2,2019
-1,49999,0,3,3,16074,0,0,2019
-1,74999,50000,3,3,4289,0,0,2019
-1,99999,75000,3,3,1946,0,0,2019
-1,-1,1e+05,3,3,2642,0,0,2019
-1,49999,0,3,3,35436,1,1,2019
-1,74999,50000,3,3,19852,1,1,2019
-1,99999,75000,3,3,13572,1,1,2019
-1,-1,1e+05,3,3,30061,1,1,2019
-1,49999,0,3,3,14026,2,2,2019
-1,74999,50000,3,3,17712,2,2,2019
-1,99999,75000,3,3,19172,2,2,2019
-1,-1,1e+05,3,3,55019,2,2,2019
-1,49999,0,3,3,3491,3,3,2019
-1,74999,50000,3,3,4818,3,3,2019
-1,99999,75000,3,3,7211,3,3,2019
-1,-1,1e+05,3,3,25313,3,3,2019
-1,49999,0,4,4,6414,0,0,2019
-1,74999,50000,4,4,1186,0,0,2019
-1,99999,75000,4,4,626,0,0,2019
-1,-1,1e+05,4,4,1161,0,0,2019
-1,49999,0,4,4,24010,1,1,2019
-1,74999,50000,4,4,14838,1,1,2019
-1,99999,75000,4,4,11563,1,1,2019
-1,-1,1e+05,4,4,33653,1,1,2019
-1,49999,0,4,4,12311,2,2,2019
-1,74999,50000,4,4,13428,2,2,2019
-1,99999,75000,4,4,16248,2,2,2019
-1,-1,1e+05,4,4,55256,2,2,2019
-1,49999,0,4,4,1604,3,3,2019
-1,74999,50000,4,4,2868,3,3,2019
-1,99999,75000,4,4,4550,3,3,2019
-1,-1,1e+05,4,4,14524,3,3,2019
-1,49999,0,4,4,647,-1,4,2019
-1,74999,50000,4,4,1282,-1,4,2019
-1,99999,75000,4,4,1376,-1,4,2019
-1,-1,1e+05,4,4,8144,-1,4,2019
-1,49999,0,5,5,3247,0,0,2019
-1,74999,50000,5,5,525,0,0,2019
-1,99999,75000,5,5,276,0,0,2019
-1,-1,1e+05,5,5,424,0,0,2019
-1,49999,0,5,5,12239,1,1,2019
-1,74999,50000,5,5,5256,1,1,2019
-1,99999,75000,5,5,6049,1,1,2019
-1,-1,1e+05,5,5,13050,1,1,2019
-1,49999,0,5,5,6057,2,2,2019
-1,74999,50000,5,5,6199,2,2,2019
-1,99999,75000,5,5,6122,2,2,2019
-1,-1,1e+05,5,5,16785,2,2,2019
-1,49999,0,5,5,940,3,3,2019
-1,74999,50000,5,5,1954,3,3,2019
-1,99999,75000,5,5,1957,3,3,2019
-1,-1,1e+05,5,5,5815,3,3,2019
-1,49999,0,5,5,188,-1,4,2019
-1,74999,50000,5,5,469,-1,4,2019
-1,99999,75000,5,5,729,-1,4,2019
-1,-1,1e+05,5,5,4985,-1,4,2019
-1,49999,0,6,6,1557,0,0,2019
-1,74999,50000,6,6,104,0,0,2019
-1,99999,75000,6,6,155,0,0,2019
-1,-1,1e+05,6,6,208,0,0,2019
-1,49999,0,6,6,5163,1,1,2019
-1,74999,50000,6,6,2207,1,1,2019
-1,99999,75000,6,6,1733,1,1,2019
-1,-1,1e+05,6,6,3613,1,1,2019
-1,49999,0,6,6,2455,2,2,2019
-1,74999,50000,6,6,2189,2,2,2019
-1,99999,75000,6,6,1893,2,2,2019
-1,-1,1e+05,6,6,5239,2,2,2019
-1,49999,0,6,6,766,3,3,2019
-1,74999,50000,6,6,897,3,3,2019
-1,99999,75000,6,6,1125,3,3,2019
-1,-1,1e+05,6,6,2652,3,3,2019
-1,49999,0,6,6,154,-1,4,2019
-1,74999,50000,6,6,340,-1,4,2019
-1,99999,75000,6,6,765,-1,4,2019
-1,-1,1e+05,6,6,3199,-1,4,2019
-1,49999,0,-1,7,1166,0,0,2019
-1,74999,50000,-1,7,145,0,0,2019
-1,-1,1e+05,-1,7,85,0,0,2019
-1,49999,0,-1,7,2868,1,1,2019
-1,74999,50000,-1,7,1745,1,1,2019
-1,99999,75000,-1,7,1062,1,1,2019
-1,-1,1e+05,-1,7,1863,1,1,2019
-1,49999,0,-1,7,1721,2,2,2019
-1,74999,50000,-1,7,2037,2,2,2019
-1,99999,75000,-1,7,512,2,2,2019
-1,-1,1e+05,-1,7,2281,2,2,2019
-1,49999,0,-1,7,560,3,3,2019
-1,74999,50000,-1,7,763,3,3,2019
-1,99999,75000,-1,7,807,3,3,2019
-1,-1,1e+05,-1,7,2428,3,3,2019
-1,49999,0,-1,7,55,-1,4,2019
-1,74999,50000,-1,7,334,-1,4,2019
-1,99999,75000,-1,7,1161,-1,4,2019
-1,-1,1e+05,-1,7,3740,-1,4,2019
-1,49999,0,1,1,156350,0,0,2021
-1,74999,50000,1,1,19369,0,0,2021
-1,99999,75000,1,1,5573,0,0,2021
-1,-1,1e+05,1,1,8618,0,0,2021
-1,49999,0,1,1,129127,1,1,2021
-1,74999,50000,1,1,61384,1,1,2021
-1,99999,75000,1,1,36044,1,1,2021
-1,-1,1e+05,1,1,41959,1,1,2021
-1,49999,0,2,2,68877,0,0,2021
-1,74999,50000,2,2,31831,0,0,2021
-1,99999,75000,2,2,15416,0,0,2021
-1,-1,1e+05,2,2,24862,0,0,2021
-1,49999,0,2,2,58331,1,1,2021
-1,74999,50000,2,2,38586,1,1,2021
-1,99999,75000,2,2,29970,1,1,2021
-1,-1,1e+05,2,2,57531,1,1,2021
-1,49999,0,2,2,33686,2,2,2021
-1,74999,50000,2,2,40720,2,2,2021
-1,99999,75000,2,2,41555,2,2,2021
-1,-1,1e+05,2,2,111509,2,2,2021
-1,49999,0,3,3,16537,0,0,2021
-1,74999,50000,3,3,4412,0,0,2021
-1,99999,75000,3,3,2002,0,0,2021
-1,-1,1e+05,3,3,2718,0,0,2021
-1,49999,0,3,3,36457,1,1,2021
-1,74999,50000,3,3,20424,1,1,2021
-1,99999,75000,3,3,13963,1,1,2021
-1,-1,1e+05,3,3,30927,1,1,2021
-1,49999,0,3,3,14429,2,2,2021
-1,74999,50000,3,3,18222,2,2,2021
-1,99999,75000,3,3,19724,2,2,2021
-1,-1,1e+05,3,3,56604,2,2,2021
-1,49999,0,3,3,3591,3,3,2021
-1,74999,50000,3,3,4957,3,3,2021
-1,99999,75000,3,3,7419,3,3,2021
-1,-1,1e+05,3,3,26042,3,3,2021
-1,49999,0,4,4,6599,0,0,2021
-1,74999,50000,4,4,1221,0,0,2021
-1,99999,75000,4,4,644,0,0,2021
-1,-1,1e+05,4,4,1194,0,0,2021
-1,49999,0,4,4,24701,1,1,2021
-1,74999,50000,4,4,15265,1,1,2021
-1,99999,75000,4,4,11896,1,1,2021
-1,-1,1e+05,4,4,34622,1,1,2021
-1,49999,0,4,4,12665,2,2,2021
-1,74999,50000,4,4,13814,2,2,2021
-1,99999,75000,4,4,16716,2,2,2021
-1,-1,1e+05,4,4,56847,2,2,2021
-1,49999,0,4,4,1651,3,3,2021
-1,74999,50000,4,4,2951,3,3,2021
-1,99999,75000,4,4,4681,3,3,2021
-1,-1,1e+05,4,4,14943,3,3,2021
-1,49999,0,4,4,666,-1,4,2021
-1,74999,50000,4,4,1319,-1,4,2021
-1,99999,75000,4,4,1416,-1,4,2021
-1,-1,1e+05,4,4,8378,-1,4,2021
-1,49999,0,5,5,3341,0,0,2021
-1,74999,50000,5,5,540,0,0,2021
-1,99999,75000,5,5,284,0,0,2021
-1,-1,1e+05,5,5,436,0,0,2021
-1,49999,0,5,5,12592,1,1,2021
-1,74999,50000,5,5,5407,1,1,2021
-1,99999,75000,5,5,6224,1,1,2021
-1,-1,1e+05,5,5,13426,1,1,2021
-1,49999,0,5,5,6232,2,2,2021
-1,74999,50000,5,5,6377,2,2,2021
-1,99999,75000,5,5,6299,2,2,2021
-1,-1,1e+05,5,5,17269,2,2,2021
-1,49999,0,5,5,968,3,3,2021
-1,74999,50000,5,5,2010,3,3,2021
-1,99999,75000,5,5,2014,3,3,2021
-1,-1,1e+05,5,5,5982,3,3,2021
-1,49999,0,5,5,193,-1,4,2021
-1,74999,50000,5,5,482,-1,4,2021
-1,99999,75000,5,5,750,-1,4,2021
-1,-1,1e+05,5,5,5129,-1,4,2021
-1,49999,0,6,6,1602,0,0,2021
-1,74999,50000,6,6,108,0,0,2021
-1,99999,75000,6,6,160,0,0,2021
-1,-1,1e+05,6,6,214,0,0,2021
-1,49999,0,6,6,5312,1,1,2021
-1,74999,50000,6,6,2270,1,1,2021
-1,99999,75000,6,6,1782,1,1,2021
-1,-1,1e+05,6,6,3718,1,1,2021
-1,49999,0,6,6,2526,2,2,2021
-1,74999,50000,6,6,2252,2,2,2021
-1,49999,0,1,1,143456,0,0,2014
-1,74999,50000,1,1,17772,0,0,2014
-1,99999,75000,1,1,5113,0,0,2014
-1,-1,1e+05,1,1,7907,0,0,2014
-1,49999,0,1,1,118478,1,1,2014
-1,74999,50000,1,1,56322,1,1,2014
-1,99999,75000,1,1,33071,1,1,2014
-1,-1,1e+05,1,1,38499,1,1,2014
-1,49999,0,2,2,63197,0,0,2014
-1,74999,50000,2,2,29206,0,0,2014
-1,99999,75000,2,2,14145,0,0,2014
-1,-1,1e+05,2,2,22812,0,0,2014
-1,49999,0,2,2,53520,1,1,2014
-1,74999,50000,2,2,35404,1,1,2014
-1,99999,75000,2,2,27498,1,1,2014
-1,-1,1e+05,2,2,52786,1,1,2014
-1,49999,0,2,2,30908,2,2,2014
-1,74999,50000,2,2,37362,2,2,2014
-1,99999,75000,2,2,38128,2,2,2014
-1,-1,1e+05,2,2,102313,2,2,2014
-1,49999,0,3,3,14306,0,0,2014
-1,74999,50000,3,3,3817,0,0,2014
-1,99999,75000,3,3,1732,0,0,2014
-1,-1,1e+05,3,3,2351,0,0,2014
-1,49999,0,3,3,31539,1,1,2014
-1,74999,50000,3,3,17669,1,1,2014
-1,99999,75000,3,3,12079,1,1,2014
-1,-1,1e+05,3,3,26755,1,1,2014
-1,49999,0,3,3,12483,2,2,2014
-1,74999,50000,3,3,15764,2,2,2014
-1,99999,75000,3,3,17063,2,2,2014
-1,-1,1e+05,3,3,48968,2,2,2014
-1,49999,0,3,3,3107,3,3,2014
-1,74999,50000,3,3,4288,3,3,2014
-1,99999,75000,3,3,6418,3,3,2014
-1,-1,1e+05,3,3,22529,3,3,2014
-1,49999,0,4,4,5709,0,0,2014
-1,74999,50000,4,4,1056,0,0,2014
-1,99999,75000,4,4,557,0,0,2014
-1,-1,1e+05,4,4,1033,0,0,2014
-1,49999,0,4,4,21369,1,1,2014
-1,74999,50000,4,4,13206,1,1,2014
-1,99999,75000,4,4,10291,1,1,2014
-1,-1,1e+05,4,4,29952,1,1,2014
-1,49999,0,4,4,10957,2,2,2014
-1,74999,50000,4,4,11951,2,2,2014
-1,99999,75000,4,4,14461,2,2,2014
-1,-1,1e+05,4,4,49179,2,2,2014
-1,49999,0,4,4,1428,3,3,2014
-1,74999,50000,4,4,2553,3,3,2014
-1,99999,75000,4,4,4050,3,3,2014
-1,-1,1e+05,4,4,12927,3,3,2014
-1,49999,0,4,4,576,-1,4,2014
-1,74999,50000,4,4,1141,-1,4,2014
-1,99999,75000,4,4,1225,-1,4,2014
-1,-1,1e+05,4,4,7248,-1,4,2014
-1,49999,0,5,5,2890,0,0,2014
-1,74999,50000,5,5,467,0,0,2014
-1,99999,75000,5,5,246,0,0,2014
-1,-1,1e+05,5,5,377,0,0,2014
-1,49999,0,5,5,10893,1,1,2014
-1,74999,50000,5,5,4678,1,1,2014
-1,99999,75000,5,5,5384,1,1,2014
-1,-1,1e+05,5,5,11615,1,1,2014
-1,49999,0,5,5,5391,2,2,2014
-1,74999,50000,5,5,5517,2,2,2014
-1,99999,75000,5,5,5449,2,2,2014
-1,-1,1e+05,5,5,14939,2,2,2014
-1,49999,0,5,5,837,3,3,2014
-1,74999,50000,5,5,1739,3,3,2014
-1,99999,75000,5,5,1742,3,3,2014
-1,-1,1e+05,5,5,5175,3,3,2014
-1,49999,0,5,5,167,-1,4,2014
-1,74999,50000,5,5,417,-1,4,2014
-1,99999,75000,5,5,649,-1,4,2014
-1,-1,1e+05,5,5,4437,-1,4,2014
-1,49999,0,6,6,1386,0,0,2014
-1,74999,50000,6,6,93,0,0,2014
-1,99999,75000,6,6,138,0,0,2014
-1,-1,1e+05,6,6,185,0,0,2014
-1,49999,0,6,6,4595,1,1,2014
-1,74999,50000,6,6,1964,1,1,2014
-1,99999,75000,6,6,1542,1,1,2014
-1,-1,1e+05,6,6,3216,1,1,2014
-1,49999,0,6,6,2185,2,2,2014
-1,74999,50000,6,6,1948,2,2,2014
-1,99999,75000,6,6,1685,2,2,2014
-1,-1,1e+05,6,6,4663,2,2,2014
-1,49999,0,6,6,682,3,3,2014
-1,74999,50000,6,6,798,3,3,2014
-1,99999,75000,6,6,1001,3,3,2014
-1,-1,1e+05,6,6,2360,3,3,2014
-1,49999,0,6,6,137,-1,4,2014
-1,74999,50000,6,6,303,-1,4,2014
-1,99999,75000,6,6,681,-1,4,2014
-1,-1,1e+05,6,6,2847,-1,4,2014
-1,49999,0,-1,7,1038,0,0,2014
-1,74999,50000,-1,7,129,0,0,2014
-1,-1,1e+05,-1,7,76,0,0,2014
-1,49999,0,-1,7,2553,1,1,2014
-1,74999,50000,-1,7,1553,1,1,2014
-1,99999,75000,-1,7,945,1,1,2014
-1,-1,1e+05,-1,7,1658,1,1,2014
-1,49999,0,-1,7,1532,2,2,2014
-1,74999,50000,-1,7,1813,2,2,2014
-1,99999,75000,-1,7,456,2,2,2014
-1,-1,1e+05,-1,7,2030,2,2,2014
-1,49999,0,-1,7,498,3,3,2014
-1,74999,50000,-1,7,679,3,3,2014
-1,99999,75000,-1,7,718,3,3,2014
-1,-1,1e+05,-1,7,2161,3,3,2014
