city_id	2000	2010
1	2456	3004
2	11742	17737
3	54855	62092
4	20145	22814
5	307	299
6	117044	126693
7	4006	4153
8	12455	17317
9	15582	16912
10	35520	33356
11	6383	6073
12	3699	3980
13	45382	47618
14	621	610
15	1889	1786
16	2869	2984
17	13555	17535
18	1206	1341
19	28225	29076
20	2446	8202
21	4621	6656
22	2034	2758
23	9091	9365
24	39124	39237
25	11024	11145
26	92916	98492
27	85037	88473
28	4880	9070
29	5895	6382
30	6462	6689
31	2047	1858
32	2503	3359
33	443	394
34	156	178
35	16320	29702
36	18581	20348
37	102759	116905
38	123541	121258
39	75828	79466
40	93703	100022
41	12806	12497
42	21298	28040
43	57044	56889
44	33650	35125
45	14216	22684
46	46557	59414
47	3011	2969
48	21755	22631
49	14002	18224
50	291	831
51	11780	14733
52	20298	19815
53	18007	20225
54	7834	10347
55	6415	6336
56	5785	5754
57	3751	6561
58	4963	6437
59	142734	156587
60	9408	11601
61	6952	9006
62	33897	36312
63	45077	54078
64	71144	91019
65	455	793
66	682	749
67	33948	46121
68	24825	25944
69	536839	583735
70	51723	51592
71	16385	16763
72	214	200
73	9202	8768
74	112247	120683
75	1611	10675
76	347	429
77	4047	6081
78	6068	6075
79	3331	4642
80	8666	9445
81	186826	191671
82	17201	18859
83	29904	31020
84	283	477
85	8666	10891
86	929	1073
87	1029	1001
88	105738	123018
89	42631	48849
90	155833	202092
91	131614	181573
92	146	7419
93	13873	16267
94	4937	6296
95	154	92
