faz_id	2010	2025	2030	2031	2035
110	1968	2270	2413	2441	2556
120	4293	4812	5074	5127	5336
135	6096	7371	7835	7928	8300
136	4593	4634	4926	4984	5218
205	4724	5946	6327	6404	6709
206	5193	8580	9121	9229	9661
315	5351	5404	5775	5849	6145
325	8645	9714	10394	10530	11075
405	7388	8361	8934	9049	9507
505	14786	19946	21236	21494	22525
506	7613	12807	13647	13814	14486
605	7448	7881	8353	8447	8825
606	6889	8016	8570	8681	9125
705	6394	12608	13332	13477	14057
706	4470	5867	6282	6365	6697
805	6629	7700	8149	8239	8599
806	10252	11523	12029	12131	12535
900	3997	4878	5195	5258	5511
1000	3881	4112	4268	4299	4424
1115	4346	4594	4836	4885	5079
1116	5707	9087	9838	9988	10588
1120	11734	13227	14259	14465	15290
1130	2059	2155	2300	2329	2445
1200	6188	7802	8297	8396	8791
1310	9345	10994	11990	12190	12987
1320	6615	7096	7739	7868	8382
1330	7256	9045	9863	10027	10681
1410	5259	8272	9015	9163	9757
1420	5215	10159	11066	11248	11974
1505	7461	9427	9961	10068	10495
1506	8689	10661	11402	11550	12143
1605	7468	7876	8590	8733	9304
1606	5253	5519	6054	6160	6588
1710	8422	11857	12932	13147	14006
1720	10627	10877	11862	12059	12848
1810	2025	9692	10570	10746	11448
1820	4165	11817	12888	13103	13959
1900	375	821	894	908	967
2000	4135	4519	4701	4737	4883
2100	6855	6866	7469	7589	8071
2215	6693	6950	7297	7367	7645
2216	6621	7082	7373	7431	7664
2225	5459	6849	7319	7413	7789
2910	1233	1823	1887	1900	1951
2925	5932	7682	7965	8022	8248
2926	8464	9529	9857	9923	10186
2927	2024	3167	3304	3332	3442
2935	5043	5184	5312	5338	5440
2936	3048	4526	4987	5080	5449
2940	5588	6627	6854	6900	7082
3010	14611	16451	17255	17416	18059
3020	9185	11818	12395	12511	12973
3030	11974	14925	15781	15953	16638
3045	10163	11515	12070	12181	12625
3046	9116	10850	11348	11448	11847
3110	3070	3185	3219	3226	3254
3120	8840	9592	10292	10432	10992
3130	6689	9802	10529	10675	11257
3200	7187	8118	8527	8609	8937
3310	6847	9327	10183	10354	11038
3320	9563	10509	10881	10956	11254
3330	4417	5043	5234	5273	5426
3413	2705	3074	3193	3217	3312
3414	8461	8581	8953	9028	9325
3415	8507	10414	10960	11070	11507
3416	8889	9420	9877	9968	10333
3425	6211	7610	8089	8185	8568
3426	5729	6888	7248	7320	7608
3427	7696	9002	9386	9463	9770
3505	14729	18198	18997	19157	19796
3600	8037	9824	10460	10588	11097
3705	11197	14761	16167	16448	17573
3706	6018	6638	6896	6948	7154
3815	7672	9445	9908	10000	10370
3816	8007	8891	9239	9309	9587
3825	6380	7379	7722	7791	8066
3900	2235	3552	3932	4008	4313
3905	3288	3988	4415	4500	4841
4005	4531	5304	5491	5529	5678
4110	7593	9291	9939	10069	10587
4120	7773	8595	9180	9297	9765
4130	7722	12744	13559	13721	14373
4210	8379	9822	10447	10572	11072
4225	6380	6993	7308	7371	7623
4226	6001	6503	6850	6919	7197
4230	3482	4073	4233	4265	4393
4300	4409	4831	5023	5061	5214
4400	9109	10140	10485	10554	10830
4505	5388	5200	5489	5547	5779
4506	6405	7209	7582	7657	7956
4605	9518	10268	10534	10588	10800
4606	8098	8519	8743	8788	8967
4607	8357	10892	11290	11370	11688
4706	5115	5500	5703	5744	5906
4810	4293	4926	5214	5272	5502
4820	2941	2750	2912	2944	3074
4900	4221	9992	10580	10698	11168
5010	7958	7707	8160	8251	8614
5020	10289	10301	10921	11045	11541
5100	3007	3075	3127	3137	3179
5205	5489	10136	10733	10852	11329
5305	11309	13102	13722	13846	14342
5306	9973	11554	12101	12210	12648
5415	5224	8758	9521	9673	10284
5425	15768	19552	21294	21643	23037
5426	7706	8686	9124	9211	9562
5515	8962	10974	11493	11597	12013
5525	5458	6444	6935	7033	7425
5535	9624	12129	13019	13197	13908
5545	4470	5530	5897	5970	6264
5546	5858	7220	7736	7839	8252
5600	5609	7733	8312	8427	8890
5715	7558	7790	8201	8283	8612
5716	10187	11756	12376	12500	12996
5720	17579	19463	20489	20694	21516
5815	1978	2580	2717	2744	2853
5825	1458	2488	2619	2645	2750
5826	2112	2959	3115	3146	3271
5915	6793	7790	8203	8286	8616
5916	12957	15480	16296	16459	17113
5925	10043	13118	13810	13948	14502
6010	6383	10695	11259	11372	11823
6020	10362	15476	16292	16456	17109
6113	20628	27675	29135	29427	30595
6114	15792	20125	21187	21399	22248
6115	10216	11238	11831	11949	12423
6123	10101	14092	14835	14984	15578
6124	13802	14820	15602	15759	16384
6125	4875	5172	5445	5500	5718
6126	4973	5142	5413	5467	5684
6213	9525	11273	11867	11986	12462
6214	196	184	194	196	204
6215	12223	14070	14812	14960	15554
6216	6294	6468	6809	6877	7150
6223	12259	13820	14549	14695	15278
6224	9758	10801	11371	11484	11940
6225	9538	11481	12087	12208	12692
6226	13002	13552	14267	14410	14982
6316	15854	18328	19295	19488	20261
6325	15751	16694	17574	17750	18455
6326	11378	12342	12993	13124	13644
6410	14421	16450	17133	17270	17817
6420	12515	14065	14567	14667	15069
6505	4718	5581	5844	5897	6107
6506	4112	4595	4779	4816	4963
6605	4106	5037	5333	5392	5628
6606	1910	2440	2563	2588	2686
6900	2915	3640	3794	3825	3949
6910	2524	3294	3420	3445	3545
6930	4596	4535	4708	4742	4880
7015	7009	8447	9064	9187	9680
