faz_id	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023	2024	2025	2026	2027	2028	2029	2030	2031	2032	2033	2034	2035	2036	2037	2038	2039	2040
6326	21999	22178	22358	22537	22716	22896	23075	23254	23433	23613	23792	24006	24220	24434	24648	24863	25077	25291	25505	25719	25933	26137	26341	26544	26748	26952	27156	27360	27563	27767	27971
6410	35444	35475	35505	35536	35567	35598	35628	35659	35690	35720	35751	35766	35781	35796	35811	35827	35842	35857	35872	35887	35902	35929	35956	35983	36010	36038	36065	36092	36119	36146	36173
6420	30739	30784	30829	30874	30919	30965	31010	31055	31100	31145	31190	31254	31317	31381	31445	31509	31572	31636	31700	31763	31827	31807	31787	31767	31747	31727	31706	31686	31666	31646	31626
6505	11823	11974	12126	12277	12428	12580	12731	12882	13033	13185	13336	13475	13613	13752	13890	14029	14167	14306	14444	14583	14721	14849	14976	15104	15231	15359	15487	15614	15742	15869	15997
6506	14832	14943	15054	15166	15277	15388	15499	15610	15722	15833	15944	16115	16287	16458	16629	16801	16972	17143	17314	17486	17657	17889	18121	18353	18585	18817	19048	19280	19512	19744	19976
6605	11779	12014	12249	12484	12719	12954	13189	13424	13659	13894	14129	14402	14676	14949	15223	15496	15769	16043	16316	16590	16863	17047	17230	17414	17598	17782	17965	18149	18333	18516	18700
6606	5468	5545	5623	5700	5778	5855	5932	6010	6087	6165	6242	6339	6436	6533	6630	6727	6823	6920	7017	7114	7211	7339	7467	7596	7724	7852	7980	8108	8237	8365	8493
6900	7843	7859	7875	7891	7907	7923	7938	7954	7970	7986	8002	8042	8082	8123	8163	8203	8243	8283	8324	8364	8404	8442	8481	8519	8558	8596	8634	8673	8711	8750	8788
6910	4263	4343	4423	4504	4584	4664	4744	4824	4905	4985	5065	5116	5166	5217	5267	5318	5369	5419	5470	5520	5571	5611	5650	5690	5729	5769	5809	5848	5888	5927	5967
6930	10591	10659	10727	10794	10862	10930	10998	11066	11133	11201	11269	11328	11387	11445	11504	11563	11622	11681	11739	11798	11857	11911	11965	12020	12074	12128	12182	12236	12291	12345	12399
7015	15735	15839	15944	16048	16152	16257	16361	16465	16569	16674	16778	16906	17033	17161	17288	17416	17543	17671	17798	17926	18053	18186	18319	18451	18584	18717	18850	18983	19115	19248	19381
7025	20029	20236	20443	20649	20856	21063	21270	21477	21683	21890	22097	22298	22499	22700	22901	23102	23302	23503	23704	23905	24106	24378	24650	24921	25193	25465	25737	26009	26280	26552	26824
7026	10449	10469	10489	10509	10529	10550	10570	10590	10610	10630	10650	10684	10718	10751	10785	10819	10853	10887	10920	10954	10988	11016	11044	11071	11099	11127	11155	11183	11210	11238	11266
7100	21492	21670	21848	22026	22204	22382	22559	22737	22915	23093	23271	23376	23480	23585	23689	23794	23899	24003	24108	24212	24317	24545	24774	25002	25231	25459	25687	25916	26144	26373	26601
7205	14217	14297	14377	14457	14537	14618	14698	14778	14858	14938	15018	15111	15204	15298	15391	15484	15577	15670	15764	15857	15950	16062	16174	16286	16398	16510	16621	16733	16845	16957	17069
7206	17821	18018	18215	18412	18609	18807	19004	19201	19398	19595	19792	20022	20252	20482	20712	20942	21172	21402	21632	21862	22092	22392	22692	22993	23293	23593	23893	24193	24494	24794	25094
7315	18605	18940	19274	19609	19944	20279	20613	20948	21283	21617	21952	22223	22494	22766	23037	23308	23579	23850	24122	24393	24664	25005	25345	25686	26027	26368	26708	27049	27390	27730	28071
7316	20037	20332	20627	20922	21217	21512	21806	22101	22396	22691	22986	23251	23516	23781	24046	24312	24577	24842	25107	25372	25637	26033	26429	26825	27221	27617	28013	28409	28805	29201	29597
7320	29705	30443	31181	31918	32656	33394	34132	34870	35607	36345	37083	37533	37983	38433	38883	39333	39783	40233	40683	41133	41583	42165	42746	43328	43910	44492	45073	45655	46237	46818	47400
7335	35104	35658	36212	36766	37320	37874	38428	38982	39536	40090	40644	41191	41739	42286	42834	43381	43928	44476	45023	45571	46118	46845	47571	48298	49024	49751	50477	51204	51930	52657	53383
7340	28360	28716	29072	29428	29784	30140	30496	30852	31208	31564	31920	32115	32310	32504	32699	32894	33089	33284	33478	33673	33868	34225	34581	34938	35295	35652	36008	36365	36722	37078	37435
7415	9813	10106	10399	10692	10985	11279	11572	11865	12158	12451	12744	12947	13151	13354	13557	13761	13964	14167	14370	14574	14777	15025	15272	15520	15767	16015	16263	16510	16758	17005	17253
7425	27548	28258	28967	29677	30387	31097	31806	32516	33226	33935	34645	34982	35319	35656	35993	36331	36668	37005	37342	37679	38016	38282	38548	38814	39080	39346	39612	39878	40144	40410	40676
7435	8602	8700	8798	8896	8994	9093	9191	9289	9387	9485	9583	9621	9659	9697	9735	9773	9811	9849	9887	9925	9963	10040	10117	10195	10272	10349	10426	10503	10581	10658	10735
7436	6291	6411	6531	6652	6772	6892	7012	7132	7253	7373	7493	7605	7716	7828	7939	8051	8162	8274	8385	8497	8608	8741	8874	9007	9140	9273	9405	9538	9671	9804	9937
7515	4455	4626	4798	4969	5140	5312	5483	5654	5825	5997	6168	6347	6526	6704	6883	7062	7241	7420	7598	7777	7956	8118	8280	8441	8603	8765	8927	9089	9250	9412	9574
7525	15915	16127	16339	16552	16764	16976	17188	17400	17613	17825	18037	18250	18463	18675	18888	19101	19314	19527	19739	19952	20165	20402	20640	20877	21114	21352	21589	21826	22063	22301	22538
7526	16988	17235	17483	17730	17978	18225	18472	18720	18967	19215	19462	19621	19781	19940	20100	20259	20418	20578	20737	20897	21056	21183	21310	21437	21564	21691	21817	21944	22071	22198	22325
7535	19348	20084	20820	21556	22292	23028	23763	24499	25235	25971	26707	27470	28232	28995	29757	30520	31283	32045	32808	33570	34333	35130	35927	36724	37521	38318	39114	39911	40708	41505	42302
7537	23535	23955	24375	24795	25215	25635	26055	26475	26895	27315	27735	28004	28273	28542	28811	29081	29350	29619	29888	30157	30426	30667	30908	31149	31390	31632	31873	32114	32355	32596	32837
7605	1789	1800	1811	1823	1834	1845	1856	1867	1879	1890	1901	1921	1941	1961	1981	2001	2021	2041	2061	2081	2101	2136	2171	2206	2241	2276	2311	2346	2381	2416	2451
7606	2363	2431	2499	2566	2634	2702	2770	2838	2905	2973	3041	3089	3137	3186	3234	3282	3330	3378	3427	3475	3523	3573	3622	3672	3721	3771	3821	3870	3920	3969	4019
7700	9179	9255	9332	9408	9484	9561	9637	9713	9789	9866	9942	10025	10108	10191	10274	10357	10440	10523	10606	10689	10772	10928	11084	11241	11397	11553	11709	11865	12022	12178	12334
7805	20549	21071	21592	22114	22635	23157	23678	24200	24721	25243	25764	26044	26323	26603	26883	27163	27442	27722	28002	28281	28561	28765	28969	29173	29377	29582	29786	29990	30194	30398	30602
7806	5280	5430	5579	5729	5879	6029	6178	6328	6478	6627	6777	6862	6947	7032	7117	7202	7287	7372	7457	7542	7627	7718	7809	7899	7990	8081	8172	8263	8353	8444	8535
7905	20051	20591	21130	21670	22209	22749	23288	23828	24367	24907	25446	25973	26499	27026	27553	28080	28606	29133	29660	30186	30713	31274	31836	32397	32958	33520	34081	34642	35203	35765	36326
8000	14001	14188	14374	14561	14747	14934	15120	15307	15493	15680	15866	16009	16152	16295	16438	16581	16724	16867	17010	17153	17296	17493	17690	17888	18085	18282	18479	18676	18874	19071	19268
8115	29283	29698	30113	30528	30943	31359	31774	32189	32604	33019	33434	33709	33983	34258	34532	34807	35081	35356	35630	35905	36179	36498	36817	37136	37455	37774	38092	38411	38730	39049	39368
8125	16256	16367	16477	16588	16698	16809	16919	17030	17140	17251	17361	17483	17604	17726	17847	17969	18091	18212	18334	18455	18577	18785	18994	19202	19410	19619	19827	20035	20243	20452	20660
8126	11950	12046	12142	12238	12334	12430	12525	12621	12717	12813	12909	13034	13159	13284	13409	13535	13660	13785	13910	14035	14160	14351	14541	14732	14922	15113	15303	15494	15684	15875	16065
8210	8805	8943	9080	9218	9356	9494	9631	9769	9907	10044	10182	10322	10463	10603	10744	10884	11024	11165	11305	11446	11586	11791	11997	12202	12407	12613	12818	13023	13228	13434	13639
8220	17311	17415	17519	17623	17727	17831	17935	18039	18143	18247	18351	18429	18507	18584	18662	18740	18818	18896	18973	19051	19129	19274	19419	19564	19709	19854	19999	20144	20289	20434	20579
8310	30628	31113	31597	32082	32566	33051	33536	34020	34505	34989	35474	35990	36506	37021	37537	38053	38569	39085	39600	40116	40632	41084	41536	41988	42440	42892	43344	43796	44248	44700	45152
8320	13873	14150	14427	14704	14981	15258	15534	15811	16088	16365	16642	16898	17154	17410	17666	17923	18179	18435	18691	18947	19203	19435	19666	19898	20130	20362	20593	20825	21057	21288	21520
8405	15132	15699	16266	16834	17401	17968	18535	19102	19670	20237	20804	21214	21623	22033	22442	22852	23261	23671	24080	24490	24899	25324	25749	26174	26599	27024	27448	27873	28298	28723	29148
8406	2373	2482	2590	2699	2807	2916	3025	3133	3242	3350	3459	3511	3563	3615	3667	3719	3770	3822	3874	3926	3978	4028	4079	4129	4180	4230	4280	4331	4381	4432	4482
8500	19273	19788	20304	20819	21335	21850	22365	22881	23396	23912	24427	24642	24856	25071	25286	25501	25715	25930	26145	26359	26574	26761	26948	27135	27322	27509	27696	27883	28070	28257	28444
8600	17310	17706	18102	18497	18893	19289	19685	20081	20476	20872	21268	21608	21949	22289	22630	22970	23310	23651	23991	24332	24672	25075	25477	25880	26282	26685	27088	27490	27893	28295	28698
8905	7961	8039	8116	8194	8271	8349	8426	8504	8581	8659	8736	8863	8990	9117	9244	9371	9498	9625	9752	9879	10006	10209	10413	10616	10819	11023	11226	11429	11632	11836	12039
8906	8554	8661	8768	8876	8983	9090	9197	9304	9412	9519	9626	9724	9821	9919	10016	10114	10212	10309	10407	10504	10602	10659	10716	10774	10831	10888	10945	11002	11060	11117	11174
8910	15544	15850	16155	16461	16766	17072	17378	17683	17989	18294	18600	18882	19164	19446	19728	20011	20293	20575	20857	21139	21421	21772	22122	22473	22823	23174	23525	23875	24226	24576	24927
8925	14775	15081	15387	15693	15999	16305	16611	16917	17223	17529	17835	18054	18272	18491	18709	18928	19147	19365	19584	19802	20021	20114	20207	20301	20394	20487	20580	20673	20767	20860	20953
8926	13169	13350	13531	13713	13894	14075	14256	14437	14619	14800	14981	15224	15467	15709	15952	16195	16438	16681	16923	17166	17409	17659	17908	18158	18407	18657	18907	19156	19406	19655	19905
8927	5765	5851	5937	6023	6109	6195	6281	6367	6453	6539	6625	6650	6676	6701	6727	6752	6777	6803	6828	6854	6879	6908	6937	6966	6995	7025	7054	7083	7112	7141	7170
8935	11091	11425	11758	12092	12425	12759	13093	13426	13760	14093	14427	14680	14932	15185	15438	15691	15943	16196	16449	16701	16954	17219	17484	17750	18015	18280	18545	18810	19076	19341	19606
8936	16659	16933	17207	17482	17756	18030	18304	18578	18853	19127	19401	19783	20165	20546	20928	21310	21692	22074	22455	22837	23219	23421	23623	23824	24026	24228	24430	24632	24833	25035	25237
8937	10356	10547	10739	10930	11121	11313	11504	11695	11886	12078	12269	12492	12715	12939	13162	13385	13608	13831	14055	14278	14501	14745	14990	15234	15479	15723	15967	16212	16456	16701	16945
9002	23322	23528	23734	23941	24147	24353	24559	24765	24972	25178	25384	25617	25851	26084	26317	26551	26784	27017	27250	27484	27717	27967	28218	28468	28718	28969	29219	29469	29719	29970	30220
9004	17565	17963	18360	18758	19156	19554	19951	20349	20747	21144	21542	21965	22388	22811	23234	23658	24081	24504	24927	25350	25773	26003	26232	26462	26691	26921	27151	27380	27610	27839	28069
9005	5823	5971	6119	6268	6416	6564	6712	6860	7009	7157	7305	7458	7611	7763	7916	8069	8222	8375	8527	8680	8833	8998	9162	9327	9491	9656	9821	9985	10150	10314	10479
9006	10539	10707	10874	11042	11209	11377	11545	11712	11880	12047	12215	12383	12551	12719	12887	13055	13222	13390	13558	13726	13894	14042	14190	14338	14486	14634	14782	14930	15078	15226	15374
9009	5138	5261	5384	5506	5629	5752	5875	5998	6120	6243	6366	6430	6494	6558	6622	6686	6750	6814	6878	6942	7006	7068	7129	7191	7253	7315	7376	7438	7500	7561	7623
9011	8592	8784	8975	9167	9358	9550	9742	9933	10125	10316	10508	10669	10830	10990	11151	11312	11473	11634	11794	11955	12116	12271	12426	12581	12736	12892	13047	13202	13357	13512	13667
9015	14454	14662	14870	15078	15286	15494	15701	15909	16117	16325	16533	16698	16863	17028	17193	17358	17522	17687	17852	18017	18182	18350	18517	18685	18853	19021	19188	19356	19524	19691	19859
9016	11480	11628	11775	11923	12070	12218	12365	12513	12660	12808	12955	13122	13290	13457	13624	13792	13959	14126	14293	14461	14628	14791	14954	15117	15280	15443	15605	15768	15931	16094	16257
9017	3484	3536	3587	3639	3690	3742	3793	3845	3896	3948	3999	4055	4111	4167	4223	4279	4335	4391	4447	4503	4559	4607	4655	4703	4751	4800	4848	4896	4944	4992	5040
9018	16755	17052	17349	17645	17942	18239	18536	18833	19129	19426	19723	19979	20235	20491	20747	21004	21260	21516	21772	22028	22284	22585	22886	23187	23488	23790	24091	24392	24693	24994	25295
9019	16009	16314	16619	16925	17230	17535	17840	18145	18451	18756	19061	19418	19775	20132	20489	20847	21204	21561	21918	22275	22632	23002	23373	23743	24113	24484	24854	25224	25594	25965	26335
9020	14771	15106	15440	15775	16109	16444	16779	17113	17448	17782	18117	18515	18913	19311	19709	20108	20506	20904	21302	21700	22098	22443	22789	23134	23480	23825	24170	24516	24861	25207	25552
9900	7001	7074	7147	7219	7292	7365	7438	7511	7583	7656	7729	7816	7902	7989	8076	8163	8249	8336	8423	8509	8596	8727	8858	8989	9120	9251	9381	9512	9643	9774	9905
9901	7367	7431	7496	7560	7625	7689	7753	7818	7882	7947	8011	8099	8187	8276	8364	8452	8540	8628	8717	8805	8893	9048	9203	9359	9514	9669	9824	9979	10135	10290	10445
9902	20865	21011	21156	21302	21447	21593	21739	21884	22030	22175	22321	22606	22892	23177	23462	23748	24033	24318	24603	24889	25174	25529	25884	26240	26595	26950	27305	27660	28016	28371	28726
9904	10033	10148	10263	10378	10493	10609	10724	10839	10954	11069	11184	11330	11476	11622	11768	11915	12061	12207	12353	12499	12645	12872	13099	13326	13553	13781	14008	14235	14462	14689	14916
9908	4574	4576	4578	4581	4583	4585	4587	4589	4592	4594	4596	4617	4638	4659	4680	4702	4723	4744	4765	4786	4807	4864	4921	4978	5035	5093	5150	5207	5264	5321	5378
9909	4371	4398	4425	4451	4478	4505	4532	4559	4585	4612	4639	4717	4795	4873	4951	5029	5107	5185	5263	5341	5419	5558	5697	5835	5974	6113	6252	6391	6529	6668	6807
9913	6348	6461	6574	6687	6800	6913	7026	7139	7252	7365	7478	7562	7646	7731	7815	7899	7983	8067	8152	8236	8320	8412	8505	8597	8689	8782	8874	8966	9058	9151	9243
9914	16416	16659	16901	17144	17386	17629	17871	18114	18356	18599	18841	19123	19404	19686	19967	20249	20530	20812	21093	21375	21656	21905	22154	22404	22653	22902	23151	23400	23650	23899	24148
9915	15004	15014	15024	15034	15044	15054	15063	15073	15083	15093	15103	15181	15260	15338	15416	15495	15573	15651	15729	15808	15886	16032	16179	16325	16471	16618	16764	16910	17056	17203	17349
9916	10596	10722	10848	10975	11101	11227	11353	11479	11606	11732	11858	12011	12164	12317	12470	12623	12776	12929	13082	13235	13388	13594	13799	14005	14211	14417	14622	14828	15034	15239	15445
