faz_id	2000	2010
110	854	723
120	1406	1298
135	2479	2367
136	4166	4141
205	10538	10387
206	6916	6442
315	6211	5680
325	4138	4255
405	3263	3483
505	5851	9557
506	2446	4094
605	3325	3767
606	2815	3499
705	1737	2290
706	3066	2978
805	2753	4530
806	1791	3728
900	8142	10921
1000	2690	2815
1115	3751	4733
1116	6495	6086
1120	10416	11022
1130	1681	3366
1200	3993	4052
1310	5060	5019
1320	4495	3570
1330	3289	4711
1410	12440	10701
1420	13141	11522
1505	4841	4671
1506	3200	3599
1605	6168	6091
1606	1763	1886
1710	11080	10152
1720	6477	5392
1810	10683	11673
1820	19164	18245
1900	13379	10778
2000	12206	11852
2100	1386	1930
2215	5223	5621
2216	2764	3279
2225	3955	6155
2910	1166	544
2925	2384	1436
2926	2327	1899
2927	1283	1282
2935	11086	17382
2936	2783	2839
2940	1958	2307
3010	8126	8208
3020	19171	17758
3030	9838	8494
3045	3555	2824
3046	6447	6241
3110	1796	2249
3120	20217	14439
3130	18057	19824
3200	6523	6853
3310	2190	2957
3320	4091	4686
3330	1870	1959
3413	1225	1150
3414	2285	2245
3415	3874	4131
3416	3049	3229
3425	2316	2605
3426	2271	2480
3427	3230	5232
3505	16326	16011
3600	46185	43851
3705	34954	26863
3706	2639	2530
3815	9191	7624
3816	3756	3567
3825	6188	7422
3900	24133	19862
3905	21147	19673
4005	1575	1724
4110	28839	27151
4120	2744	2715
4130	25517	22126
4210	3935	3677
4225	1936	2532
4226	2215	2917
4230	1672	1761
4300	9589	8236
4400	7976	7849
4505	1267	1500
4506	25820	28584
4605	10009	13725
4606	4245	2938
4607	3615	5442
4706	1900	2153
4810	7847	7016
4820	5264	4180
4900	31171	39759
5010	14913	10078
5020	7313	7404
5100	1514	1619
5205	31711	25913
5305	20945	18219
5306	17427	14905
5415	40276	43858
5425	28563	26961
5426	12330	12596
5515	3960	4224
5525	6538	5419
5535	6025	4722
5545	4143	3271
5546	11983	9434
5600	10487	12412
5715	1734	2365
5716	6713	7254
5720	9117	9310
5815	23536	21432
5825	45684	40446
5826	7612	5569
5915	4922	3315
5916	5513	6505
5925	16968	16829
6010	115264	93580
6020	47344	37676
6113	35962	40613
6114	19213	13994
6115	9243	7321
6123	43732	39287
6124	11788	11823
6125	10789	8798
6126	2638	2499
6213	12897	13099
6214	23682	26162
6215	14696	10264
6216	7519	9870
6223	7986	5858
6224	5732	5752
6225	14050	13493
6226	6112	5781
6316	15017	16973
6325	6249	5801
6326	10915	9086
6410	13594	12785
6420	7558	7833
6505	1491	3627
6506	3065	3997
6605	2076	2210
6606	1454	1064
6900	2174	1439
6910	2140	1835
6930	3571	3425
7015	4303	3974
7025	8310	8709
7026	1194	1695
7100	7950	7730
7205	5300	5045
7206	12707	10809
7315	2619	3657
7316	3131	3231
7320	5546	6871
7335	7772	8979
7340	2888	3062
7415	8218	10681
7425	1764	3541
7435	2668	3704
7436	1994	1796
7515	5393	6394
7525	1820	1768
7526	6172	7823
7535	4200	4764
7537	13535	13208
7605	889	936
7606	550	849
7700	4210	3711
7805	1664	2232
7806	1013	1343
7905	3332	4332
8000	29633	36908
8115	8366	8677
8125	4111	4337
8126	5808	4911
8210	14299	14500
8220	10883	10460
8310	7645	7567
8320	4884	5684
8405	368	946
8406	267	214
8500	8443	6926
8600	8190	8597
8905	897	1133
8906	1264	1226
8910	1934	1906
8925	1485	1830
8926	1388	1425
8927	607	1256
8935	3552	4054
8936	1906	2685
8937	2582	7489
9002	7599	7885
9004	3417	3813
9005	409	397
9006	1184	1134
9009	1786	2239
9011	4966	5023
9015	1403	1460
9016	1440	1621
9017	381	405
9018	9202	10266
9019	2511	4455
9020	2922	2503
9900	1335	1541
9901	3343	3078
9902	19613	20029
9904	6063	5489
9908	2153	3817
9909	1030	1001
9913	4256	4804
9914	3728	3283
9915	2342	3051
9916	1864	2141
