county_id,census_2020_block_id,census_2020_tract_id,faz_id,zone_id,city_id,control_id,control_hct_id,target_id,cnt,"census_2020_tract_geoid","census_2020_block_geoid"
33,1,1,6223,19,34,2,1002,2,20,"53033000101","530330001011000"
33,2,1,6223,19,34,2,1002,2,35,"53033000101","530330001011001"
33,3,1,6223,19,34,2,1002,2,13,"53033000101","530330001011002"
33,4,1,6223,19,34,2,1002,2,20,"53033000101","530330001011003"
33,5,1,6223,19,34,2,1002,2,20,"53033000101","530330001011004"
33,6,1,6223,17,34,2,1002,2,15,"53033000101","530330001011005"
33,7,1,6223,17,34,2,1002,2,12,"53033000101","530330001012000"
33,8,1,6223,17,34,2,1002,2,12,"53033000101","530330001012001"
33,9,1,6223,17,34,2,1002,2,32,"53033000101","530330001012002"
33,10,1,6223,17,34,2,1002,2,16,"53033000101","530330001013000"
33,11,1,6223,17,34,2,1002,2,39,"53033000101","530330001013001"
33,12,1,6223,17,34,2,1002,2,15,"53033000101","530330001013002"
33,13,1,6223,17,34,2,1002,2,3,"53033000101","530330001013003"
33,14,1,6223,19,34,2,1002,2,3,"53033000101","530330001013004"
33,15,1,6223,19,34,2,1002,2,11,"53033000101","530330001013005"
33,16,1,6223,19,34,2,1002,2,21,"53033000101","530330001013006"
33,17,2,6223,19,34,2,2,2,17,"53033000102","530330001021000"
33,18,2,6223,19,34,2,2,2,33,"53033000102","530330001021001"
33,21,2,6223,19,34,2,2,2,57,"53033000102","530330001021004"
33,22,2,6223,19,34,2,2,2,19,"53033000102","530330001021005"
33,23,2,6223,19,34,2,1002,2,27,"53033000102","530330001021006"
33,24,2,6223,19,34,2,1002,2,20,"53033000102","530330001021007"
33,25,2,6223,19,34,2,1002,2,20,"53033000102","530330001021008"
33,26,2,6223,19,34,2,2,2,6,"53033000102","530330001021009"
33,27,2,6223,19,34,2,2,2,84,"53033000102","530330001021010"
33,28,2,6223,19,34,2,2,2,22,"53033000102","530330001021011"
33,29,2,6223,19,34,2,1002,2,19,"53033000102","530330001021012"
33,30,2,6223,19,34,2,1002,2,20,"53033000102","530330001021013"
33,31,2,6223,19,34,2,1002,2,19,"53033000102","530330001021014"
33,32,2,6223,20,34,2,2,2,34,"53033000102","530330001021015"
33,33,2,6223,20,34,2,2,2,5,"53033000102","530330001021016"
33,35,2,6223,20,34,2,2,2,2,"53033000102","530330001021018"
33,36,2,6223,20,34,2,2,2,57,"53033000102","530330001021019"
33,37,2,6223,19,34,2,2,2,16,"53033000102","530330001021020"
33,38,2,6223,20,34,2,2,2,52,"53033000102","530330001021021"
33,39,2,6223,20,34,2,2,2,70,"53033000102","530330001021022"
33,40,2,6223,20,34,2,2,2,41,"53033000102","530330001022000"
33,41,2,6223,20,34,2,1002,2,79,"53033000102","530330001022001"
33,42,2,6223,20,34,2,1002,2,22,"53033000102","530330001022002"
33,43,2,6223,18,34,2,1002,2,50,"53033000102","530330001022003"
33,44,2,6223,18,34,2,1002,2,29,"53033000102","530330001022004"
33,45,2,6223,18,34,2,1002,2,21,"53033000102","530330001022005"
33,46,2,6223,20,34,2,1002,2,73,"53033000102","530330001022006"
33,47,2,6223,20,34,2,1002,2,97,"53033000102","530330001022007"
33,48,2,6223,20,34,2,1002,2,46,"53033000102","530330001023000"
33,49,2,6223,20,34,2,1002,2,23,"53033000102","530330001023001"
33,50,2,6223,18,34,2,1002,2,22,"53033000102","530330001023002"
33,51,2,6223,18,34,2,1002,2,11,"53033000102","530330001023003"
33,52,3,6223,11,34,2,1002,2,30,"53033000201","530330002011000"
33,53,3,6223,11,34,2,1002,2,51,"53033000201","530330002011001"
33,54,3,6326,27,34,2,1002,2,15,"53033000201","530330002011002"
33,55,3,6223,11,34,2,1002,2,17,"53033000201","530330002011003"
33,56,3,6326,27,34,2,1002,2,46,"53033000201","530330002011004"
33,57,3,6223,13,34,2,1002,2,11,"53033000201","530330002012000"
33,58,3,6223,13,34,2,1002,2,2,"53033000201","530330002012001"
33,59,3,6223,13,34,2,2,2,15,"53033000201","530330002012002"
33,60,3,6223,13,34,2,2,2,9,"53033000201","530330002012003"
33,61,3,6223,13,34,2,2,2,18,"53033000201","530330002012004"
33,62,3,6223,13,34,2,2,2,18,"53033000201","530330002012005"
33,63,3,6223,14,34,2,2,2,21,"53033000201","530330002012006"
33,64,3,6223,14,34,2,2,2,35,"53033000201","530330002012007"
33,65,3,6223,14,34,2,2,2,47,"53033000201","530330002012008"
33,66,3,6223,14,34,2,2,2,22,"53033000201","530330002012009"
33,67,3,6223,14,34,2,2,2,37,"53033000201","530330002012010"
33,68,3,6223,14,34,2,2,2,54,"53033000201","530330002012011"
33,69,3,6223,14,34,2,2,2,42,"53033000201","530330002012012"
33,70,3,6223,14,34,2,2,2,25,"53033000201","530330002012013"
33,71,3,6223,12,34,2,1002,2,141,"53033000201","530330002013000"
33,72,3,6223,12,34,2,1002,2,19,"53033000201","530330002013001"
33,73,3,6223,12,34,2,1002,2,18,"53033000201","530330002013002"
33,74,3,6223,12,34,2,1002,2,20,"53033000201","530330002013003"
33,75,3,6223,12,34,2,1002,2,42,"53033000201","530330002013004"
33,76,3,6223,11,34,2,1002,2,36,"53033000201","530330002013005"
33,77,3,6326,27,34,2,1002,2,20,"53033000201","530330002013006"
33,78,3,6223,12,34,2,2,2,14,"53033000201","530330002013007"
33,80,4,6223,15,34,2,1002,2,40,"53033000202","530330002021000"
33,81,4,6223,15,34,2,1002,2,44,"53033000202","530330002021001"
33,82,4,6223,15,34,2,1002,2,21,"53033000202","530330002021002"
33,83,4,6223,15,34,2,1002,2,20,"53033000202","530330002021003"
33,84,4,6223,15,34,2,1002,2,20,"53033000202","530330002021004"
33,85,4,6223,15,34,2,1002,2,20,"53033000202","530330002021005"
33,86,4,6223,15,34,2,2,2,18,"53033000202","530330002021006"
33,87,4,6223,15,34,2,2,2,15,"53033000202","530330002021007"
33,88,4,6223,15,34,2,2,2,21,"53033000202","530330002021008"
33,89,4,6223,15,34,2,2,2,11,"53033000202","530330002021009"
33,90,4,6223,15,34,2,2,2,10,"53033000202","530330002021010"
33,91,4,6223,15,34,2,2,2,10,"53033000202","530330002021011"
33,92,4,6223,15,34,2,1002,2,24,"53033000202","530330002021012"
33,93,4,6223,15,34,2,2,2,36,"53033000202","530330002021013"
33,94,4,6223,15,34,2,2,2,16,"53033000202","530330002021014"
33,95,4,6223,16,34,2,2,2,41,"53033000202","530330002021015"
33,96,4,6223,16,34,2,2,2,12,"53033000202","530330002021016"
33,97,4,6223,16,34,2,2,2,13,"53033000202","530330002021017"
33,98,4,6223,16,34,2,2,2,20,"53033000202","530330002021018"
33,99,4,6223,16,34,2,2,2,46,"53033000202","530330002021019"
33,100,4,6223,16,34,2,2,2,40,"53033000202","530330002021020"
33,101,4,6223,16,34,2,2,2,22,"53033000202","530330002022000"
33,102,4,6223,16,34,2,2,2,20,"53033000202","530330002022001"
33,103,4,6223,14,34,2,2,2,29,"53033000202","530330002022002"
33,104,4,6223,14,34,2,2,2,20,"53033000202","530330002022003"
33,105,4,6223,16,34,2,2,2,39,"53033000202","530330002022004"
33,106,4,6223,16,34,2,2,2,21,"53033000202","530330002022005"
33,107,4,6223,14,34,2,2,2,93,"53033000202","530330002022006"
33,108,4,6223,16,34,2,2,2,23,"53033000202","530330002022007"
33,109,4,6223,16,34,2,2,2,24,"53033000202","530330002022008"
33,110,4,6223,16,34,2,2,2,19,"53033000202","530330002022009"
33,111,4,6223,16,34,2,2,2,21,"53033000202","530330002022010"
33,112,4,6223,16,34,2,1002,2,28,"53033000202","530330002022011"
33,113,4,6223,16,34,2,1002,2,2,"53033000202","530330002022012"
33,114,4,6223,16,34,2,1002,2,10,"53033000202","530330002022013"
33,115,4,6223,16,34,2,1002,2,35,"53033000202","530330002022014"
33,116,4,6223,15,34,2,1002,2,19,"53033000202","530330002023000"
33,117,4,6223,15,34,2,1002,2,15,"53033000202","530330002023001"
33,118,4,6223,15,34,2,1002,2,16,"53033000202","530330002023002"
33,119,4,6223,13,34,2,1002,2,24,"53033000202","530330002023003"
33,120,4,6223,13,34,2,1002,2,4,"53033000202","530330002023004"
33,121,4,6223,13,34,2,1002,2,23,"53033000202","530330002023005"
33,122,4,6223,13,34,2,1002,2,26,"53033000202","530330002023006"
33,123,4,6223,13,34,2,1002,2,19,"53033000202","530330002023007"
33,124,4,6223,13,34,2,1002,2,22,"53033000202","530330002023008"
33,125,4,6223,13,34,2,1002,2,20,"53033000202","530330002023009"
33,126,4,6223,15,34,2,1002,2,30,"53033000202","530330002023010"
33,127,4,6223,15,34,2,1002,2,32,"53033000202","530330002023011"
33,128,4,6223,15,34,2,1002,2,21,"53033000202","530330002023012"
33,129,4,6223,13,34,2,2,2,20,"53033000202","530330002023013"
33,130,4,6223,13,34,2,2,2,23,"53033000202","530330002023014"
33,131,4,6223,15,34,2,2,2,15,"53033000202","530330002023015"
33,132,4,6223,15,34,2,2,2,16,"53033000202","530330002023016"
33,133,4,6223,15,34,2,2,2,21,"53033000202","530330002023017"
33,134,4,6223,15,34,2,2,2,18,"53033000202","530330002023018"
33,135,4,6223,13,34,2,2,2,21,"53033000202","530330002023019"
33,136,4,6223,13,34,2,2,2,14,"53033000202","530330002023020"
33,137,4,6223,13,34,2,2,2,18,"53033000202","530330002023021"
33,138,4,6223,13,34,2,2,2,19,"53033000202","530330002023022"
33,139,4,6223,13,34,2,2,2,18,"53033000202","530330002023023"
33,140,4,6223,13,34,2,2,2,11,"53033000202","530330002023024"
33,141,4,6223,13,34,2,2,2,18,"53033000202","530330002023025"
33,144,5,6326,10,34,2,1002,2,1,"53033000300","530330003001002"
33,145,5,6326,10,34,2,1002,2,1,"53033000300","530330003001003"
33,146,5,6326,9,34,2,1002,2,1,"53033000300","530330003001004"
33,147,5,6326,9,34,2,1002,2,20,"53033000300","530330003001005"
33,148,5,6326,9,34,2,1002,2,21,"53033000300","530330003001006"
33,149,5,6326,9,34,2,2,2,47,"53033000300","530330003001007"
33,150,5,6326,6,34,2,1002,2,24,"53033000300","530330003001008"
33,151,5,6326,6,34,2,2,2,13,"53033000300","530330003001009"
33,152,5,6326,6,34,2,2,2,13,"53033000300","530330003001010"
33,153,5,6326,6,34,2,2,2,38,"53033000300","530330003001011"
33,154,5,6326,5,34,2,2,2,3,"53033000300","530330003001012"
33,155,5,6326,6,34,2,2,2,15,"53033000300","530330003001013"
33,156,5,6326,9,34,2,2,2,40,"53033000300","530330003001014"
33,157,5,6326,9,34,2,1002,2,20,"53033000300","530330003001015"
33,158,5,6326,9,34,2,1002,2,20,"53033000300","530330003001016"
33,159,5,6326,9,34,2,1002,2,13,"53033000300","530330003001017"
33,160,5,6326,9,34,2,1002,2,7,"53033000300","530330003001018"
33,161,5,6326,9,34,2,1002,2,36,"53033000300","530330003001019"
33,162,5,6326,10,34,2,1002,2,23,"53033000300","530330003001020"
33,163,5,6326,10,34,2,1002,2,6,"53033000300","530330003001021"
33,164,5,6326,10,34,2,1002,2,13,"53033000300","530330003001022"
33,165,5,6326,10,34,2,1002,2,2,"53033000300","530330003001023"
33,166,5,6326,10,34,2,1002,2,9,"53033000300","530330003001024"
33,167,5,6326,10,34,2,1002,2,40,"53033000300","530330003001025"
33,170,5,6326,9,34,2,1002,2,11,"53033000300","530330003001028"
33,171,5,6326,9,34,2,1002,2,9,"53033000300","530330003001029"
33,172,5,6326,9,34,2,1002,2,1,"53033000300","530330003001030"
33,173,5,6326,9,34,2,1002,2,28,"53033000300","530330003001031"
33,174,5,6326,9,34,2,1002,2,13,"53033000300","530330003001032"
33,175,5,6326,10,34,2,1002,2,29,"53033000300","530330003001033"
33,176,5,6326,10,34,2,1002,2,13,"53033000300","530330003001034"
33,177,5,6326,6,34,2,2,2,25,"53033000300","530330003002000"
33,178,5,6326,6,34,2,2,2,25,"53033000300","530330003002001"
33,179,5,6326,6,34,2,2,2,12,"53033000300","530330003002002"
33,180,5,6326,6,34,2,2,2,25,"53033000300","530330003002003"
33,181,5,6326,6,34,2,1002,2,23,"53033000300","530330003002004"
33,182,5,6326,6,34,2,1002,2,12,"53033000300","530330003002005"
33,183,5,6326,6,34,2,1002,2,35,"53033000300","530330003002006"
33,184,5,6326,6,34,2,1002,2,32,"53033000300","530330003002007"
