county_id,census_2020_block_id,census_2020_tract_id,faz_id,zone_id,city_id,control_id,control_hct_id,target_id,cnt,"census_2020_tract_geoid","census_2020_block_geoid"
33,185,5,6326,6,34,2,1002,2,3,"53033000300","530330003002008"
33,186,5,6326,6,34,2,1002,2,1,"53033000300","530330003002009"
33,188,5,6326,5,34,2,1002,2,5,"53033000300","530330003002011"
33,189,5,6326,5,34,2,1002,2,10,"53033000300","530330003002012"
33,190,5,6326,5,34,2,1002,2,17,"53033000300","530330003002013"
33,191,5,6326,5,34,2,1002,2,28,"53033000300","530330003002014"
33,192,5,6326,5,34,2,1002,2,55,"53033000300","530330003002015"
33,193,5,6326,5,34,2,1002,2,12,"53033000300","530330003002016"
33,194,5,6326,5,34,2,1002,2,14,"53033000300","530330003002017"
33,195,5,6326,6,34,2,2,2,12,"53033000300","530330003002018"
33,196,5,6326,6,34,2,2,2,15,"53033000300","530330003002019"
33,197,5,6326,6,34,2,2,2,9,"53033000300","530330003002020"
33,198,5,6326,6,34,2,1002,2,2,"53033000300","530330003002021"
33,199,5,6326,5,34,2,2,2,12,"53033000300","530330003002022"
33,200,5,6326,5,34,2,1002,2,8,"53033000300","530330003002023"
33,201,5,6326,5,34,2,2,2,43,"53033000300","530330003002024"
33,202,5,6326,5,34,2,2,2,21,"53033000300","530330003002025"
33,203,5,6326,5,34,2,2,2,27,"53033000300","530330003002026"
33,204,5,6326,5,34,2,2,2,19,"53033000300","530330003002027"
33,205,5,6326,6,34,2,2,2,26,"53033000300","530330003002028"
33,206,5,6326,6,34,2,2,2,31,"53033000300","530330003002029"
33,207,5,6326,5,34,2,2,2,12,"53033000300","530330003002030"
33,208,6,6326,34,34,2,2,2,19,"53033000402","530330004021000"
33,209,6,6326,34,34,2,2,2,20,"53033000402","530330004021001"
33,210,6,6326,34,34,2,2,2,20,"53033000402","530330004021002"
33,211,6,6326,34,34,2,2,2,15,"53033000402","530330004021003"
33,212,6,6326,36,34,2,2,2,32,"53033000402","530330004021004"
33,213,6,6326,2,34,2,2,2,17,"53033000402","530330004021005"
33,214,6,6326,2,34,2,2,2,30,"53033000402","530330004021006"
33,215,6,6326,34,34,2,2,2,15,"53033000402","530330004021007"
33,216,6,6326,34,34,2,2,2,20,"53033000402","530330004021008"
33,217,6,6326,34,34,2,2,2,21,"53033000402","530330004021009"
33,218,6,6326,34,34,2,2,2,24,"53033000402","530330004021010"
33,219,6,6326,2,34,2,2,2,12,"53033000402","530330004021011"
33,220,6,6326,36,34,2,2,2,19,"53033000402","530330004021012"
33,221,6,6326,36,34,2,2,2,20,"53033000402","530330004021013"
33,222,6,6326,36,34,2,2,2,19,"53033000402","530330004021014"
33,223,6,6326,32,34,2,1002,2,16,"53033000402","530330004022000"
33,224,6,6326,32,34,2,1002,2,10,"53033000402","530330004022001"
33,225,6,6326,32,34,2,1002,2,44,"53033000402","530330004022002"
33,226,6,6326,32,34,2,2,2,13,"53033000402","530330004022003"
33,227,6,6326,33,34,2,1002,2,33,"53033000402","530330004022004"
33,228,6,6326,35,34,2,1002,2,14,"53033000402","530330004022005"
33,229,6,6326,35,34,2,2,2,18,"53033000402","530330004022006"
33,230,6,6326,35,34,2,2,2,24,"53033000402","530330004022007"
33,231,6,6326,35,34,2,2,2,23,"53033000402","530330004022008"
33,232,6,6326,35,34,2,2,2,24,"53033000402","530330004022009"
33,233,6,6326,35,34,2,2,2,23,"53033000402","530330004022010"
33,234,6,6326,35,34,2,2,2,20,"53033000402","530330004022011"
33,235,6,6326,35,34,2,2,2,12,"53033000402","530330004022012"
33,236,6,6326,35,34,2,2,2,22,"53033000402","530330004022013"
33,237,6,6326,35,34,2,2,2,20,"53033000402","530330004022014"
33,238,6,6326,33,34,2,1002,2,80,"53033000402","530330004022015"
33,239,6,6326,44,34,2,2,2,5,"53033000402","530330004022016"
33,240,6,6326,44,34,2,2,2,18,"53033000402","530330004022017"
33,241,6,6326,44,34,2,1002,2,18,"53033000402","530330004022018"
33,242,6,6326,44,34,2,1002,2,18,"53033000402","530330004022019"
33,243,6,6326,44,34,2,1002,2,20,"53033000402","530330004022020"
33,244,6,6326,35,34,2,2,2,20,"53033000402","530330004023000"
33,245,6,6326,35,34,2,2,2,20,"53033000402","530330004023001"
33,246,6,6326,35,34,2,2,2,15,"53033000402","530330004023002"
33,247,6,6326,35,34,2,2,2,36,"53033000402","530330004023003"
33,248,6,6326,37,34,2,2,2,29,"53033000402","530330004023004"
33,249,6,6326,37,34,2,2,2,20,"53033000402","530330004023005"
33,250,6,6326,37,34,2,2,2,19,"53033000402","530330004023006"
33,251,6,6326,37,34,2,2,2,20,"53033000402","530330004023007"
33,252,6,6326,37,34,2,2,2,24,"53033000402","530330004023008"
33,253,6,6326,37,34,2,2,2,15,"53033000402","530330004023009"
33,254,6,6326,37,34,2,2,2,12,"53033000402","530330004023010"
33,255,6,6326,37,34,2,2,2,12,"53033000402","530330004023011"
33,256,6,6326,37,34,2,2,2,20,"53033000402","530330004023012"
33,257,6,6326,35,34,2,2,2,28,"53033000402","530330004023013"
33,258,6,6326,35,34,2,2,2,7,"53033000402","530330004023014"
33,259,6,6326,35,34,2,2,2,21,"53033000402","530330004023015"
33,260,6,6326,35,34,2,2,2,19,"53033000402","530330004023016"
33,261,6,6326,36,34,2,2,2,9,"53033000402","530330004024000"
33,262,6,6326,36,34,2,2,2,20,"53033000402","530330004024001"
33,263,6,6326,36,34,2,2,2,20,"53033000402","530330004024002"
33,264,6,6326,37,34,2,2,2,20,"53033000402","530330004024003"
33,265,6,6326,37,34,2,2,2,20,"53033000402","530330004024004"
33,266,6,6326,37,34,2,2,2,17,"53033000402","530330004024005"
33,267,6,6326,37,34,2,2,2,16,"53033000402","530330004024006"
33,268,6,6326,35,34,2,2,2,18,"53033000402","530330004024007"
33,269,6,6326,37,34,2,2,2,4,"53033000402","530330004024008"
33,270,6,6326,37,34,2,2,2,21,"53033000402","530330004024009"
33,271,6,6326,37,34,2,2,2,19,"53033000402","530330004024010"
33,272,6,6326,37,34,2,2,2,20,"53033000402","530330004024011"
33,273,6,6326,37,34,2,2,2,21,"53033000402","530330004024012"
33,274,6,6326,35,34,2,2,2,22,"53033000402","530330004024013"
33,275,7,6326,2,34,2,2,2,18,"53033000403","530330004031000"
33,276,7,6326,2,34,2,2,2,12,"53033000403","530330004031001"
33,277,7,6326,2,34,2,2,2,22,"53033000403","530330004031002"
33,278,7,6326,2,34,2,2,2,19,"53033000403","530330004031003"
33,279,7,6326,2,34,2,2,2,21,"53033000403","530330004031004"
33,280,7,6326,2,34,2,2,2,10,"53033000403","530330004031005"
33,281,7,6326,2,34,2,2,2,7,"53033000403","530330004031006"
33,282,7,6326,2,34,2,2,2,12,"53033000403","530330004031007"
33,283,7,6326,2,34,2,2,2,30,"53033000403","530330004031008"
33,284,7,6326,2,34,2,2,2,9,"53033000403","530330004031009"
33,285,7,6326,2,34,2,2,2,10,"53033000403","530330004031010"
33,286,7,6326,2,34,2,2,2,22,"53033000403","530330004031011"
33,287,7,6326,2,34,2,2,2,22,"53033000403","530330004031012"
33,288,7,6326,2,34,2,2,2,20,"53033000403","530330004031013"
33,289,7,6326,2,34,2,2,2,23,"53033000403","530330004031014"
33,290,7,6326,2,34,2,2,2,9,"53033000403","530330004031015"
33,291,7,6326,2,34,2,2,2,21,"53033000403","530330004031016"
33,292,7,6326,2,34,2,2,2,41,"53033000403","530330004031017"
33,293,7,6326,2,34,2,2,2,49,"53033000403","530330004031018"
33,294,7,6326,4,34,2,1002,2,15,"53033000403","530330004032000"
33,295,7,6326,4,34,2,2,2,39,"53033000403","530330004032001"
33,296,7,6326,4,34,2,2,2,69,"53033000403","530330004032002"
33,297,7,6326,4,34,2,2,2,16,"53033000403","530330004032003"
33,298,8,6326,3,34,2,1002,2,17,"53033000404","530330004041000"
33,299,8,6326,3,34,2,1002,2,37,"53033000404","530330004041001"
33,300,8,6326,3,34,2,2,2,21,"53033000404","530330004041002"
33,301,8,6326,3,34,2,2,2,22,"53033000404","530330004041003"
33,302,8,6326,3,34,2,2,2,20,"53033000404","530330004041004"
33,303,8,6326,3,34,2,1002,2,4,"53033000404","530330004041005"
33,304,8,6326,3,34,2,2,2,144,"53033000404","530330004042000"
33,305,8,6326,3,34,2,1002,2,73,"53033000404","530330004042001"
33,306,8,6326,3,34,2,1002,2,7,"53033000404","530330004042002"
33,307,8,6326,4,34,2,1002,2,6,"53033000404","530330004043000"
33,308,8,6326,4,34,2,1002,2,3,"53033000404","530330004043001"
33,309,8,6326,4,34,2,1002,2,8,"53033000404","530330004043002"
33,310,9,6326,1,34,2,2,2,113,"53033000500","530330005001000"
33,311,9,6326,1,34,2,2,2,9,"53033000500","530330005001001"
33,312,9,6326,1,34,2,2,2,2,"53033000500","530330005001002"
33,313,9,6326,1,34,2,2,2,4,"53033000500","530330005001003"
33,314,9,6326,38,34,2,2,2,2,"53033000500","530330005001004"
33,315,9,6326,38,34,2,2,2,1,"53033000500","530330005001005"
33,316,9,6326,38,34,2,2,2,120,"53033000500","530330005001006"
33,317,9,6326,38,34,2,2,2,12,"53033000500","530330005001007"
33,318,9,6326,38,34,2,2,2,20,"53033000500","530330005001008"
33,319,9,6326,1,34,2,2,2,104,"53033000500","530330005001009"
33,320,9,6326,38,34,2,2,2,9,"53033000500","530330005001010"
33,321,9,6326,1,34,2,2,2,16,"53033000500","530330005001011"
33,322,9,6326,1,34,2,2,2,17,"53033000500","530330005001012"
33,323,9,6326,1,34,2,2,2,22,"53033000500","530330005001013"
33,324,9,6326,38,34,2,2,2,20,"53033000500","530330005001014"
33,325,9,6326,38,34,2,2,2,7,"53033000500","530330005001015"
33,326,9,6326,1,34,2,2,2,95,"53033000500","530330005001016"
33,327,9,6326,38,34,2,2,2,20,"53033000500","530330005001017"
33,328,9,6326,38,34,2,2,2,20,"53033000500","530330005001018"
33,329,9,6326,38,34,2,2,2,20,"53033000500","530330005001019"
33,330,9,6326,38,34,2,2,2,18,"53033000500","530330005001020"
33,331,9,6326,38,34,2,2,2,16,"53033000500","530330005001021"
33,332,9,6326,38,34,2,2,2,18,"53033000500","530330005001022"
33,333,9,6326,38,34,2,2,2,19,"53033000500","530330005001023"
33,334,9,6326,38,34,2,2,2,26,"53033000500","530330005001024"
33,335,9,6326,38,34,2,2,2,10,"53033000500","530330005001025"
33,336,9,6326,38,34,2,2,2,16,"53033000500","530330005001026"
33,337,9,6326,1,34,2,2,2,20,"53033000500","530330005002000"
33,338,9,6326,1,34,2,2,2,20,"53033000500","530330005002001"
33,339,9,6326,38,34,2,2,2,37,"53033000500","530330005002002"
33,340,9,6326,1,34,2,2,2,19,"53033000500","530330005002003"
33,341,9,6326,38,34,2,2,2,18,"53033000500","530330005002004"
33,342,9,6326,38,34,2,2,2,17,"53033000500","530330005002005"
33,343,9,6326,38,34,2,2,2,22,"53033000500","530330005002006"
33,344,9,6326,38,34,2,2,2,19,"53033000500","530330005002007"
33,345,9,6326,38,34,2,2,2,20,"53033000500","530330005002008"
33,346,9,6326,38,34,2,2,2,19,"53033000500","530330005002009"
33,347,9,6326,38,34,2,2,2,10,"53033000500","530330005002010"
33,348,9,6326,38,34,2,2,2,10,"53033000500","530330005002011"
33,349,9,6326,38,34,2,2,2,19,"53033000500","530330005002012"
33,350,9,6326,38,34,2,2,2,18,"53033000500","530330005002013"
33,351,9,6326,38,34,2,2,2,20,"53033000500","530330005002014"
33,352,9,6326,38,34,2,2,2,18,"53033000500","530330005002015"
33,353,9,6326,38,34,2,2,2,16,"53033000500","530330005002016"
33,354,9,6326,38,34,2,2,2,17,"53033000500","530330005002017"
33,355,9,6326,38,34,2,2,2,40,"53033000500","530330005002018"
33,356,9,6326,38,34,2,2,2,24,"53033000500","530330005002019"
33,357,9,6326,38,34,2,2,2,17,"53033000500","530330005002020"
33,358,9,6326,38,34,2,2,2,15,"53033000500","530330005002021"
33,359,9,6326,38,34,2,2,2,19,"53033000500","530330005002022"
33,360,9,6326,38,34,2,2,2,20,"53033000500","530330005002023"
33,361,9,6326,38,34,2,2,2,51,"53033000500","530330005002024"
33,362,9,6326,38,34,2,2,2,11,"53033000500","530330005002025"
33,363,9,6326,38,34,2,2,2,8,"53033000500","530330005002026"
33,364,9,6326,38,34,2,2,2,118,"53033000500","530330005002027"
33,365,9,6326,38,34,2,2,2,15,"53033000500","530330005002028"
33,366,9,6326,38,34,2,2,2,4,"53033000500","530330005002029"
33,367,9,6326,38,34,2,2,2,8,"53033000500","530330005002030"
33,368,10,6326,26,34,2,2,2,24,"53033000601","530330006011000"
33,369,10,6326,26,34,2,2,2,48,"53033000601","530330006011001"
33,370,10,6326,26,34,2,2,2,80,"53033000601","530330006011002"
33,371,10,6326,26,34,2,2,2,100,"53033000601","530330006011003"
33,372,10,6326,26,34,2,2,2,15,"53033000601","530330006011004"
33,373,10,6326,26,34,2,2,2,17,"53033000601","530330006011005"
33,374,10,6326,26,34,2,2,2,46,"53033000601","530330006011006"
33,375,10,6326,8,34,2,1002,2,9,"53033000601","530330006012000"
33,376,10,6326,8,34,2,1002,2,39,"53033000601","530330006012001"
33,377,10,6326,8,34,2,1002,2,12,"53033000601","530330006012002"
33,380,10,6326,27,34,2,2,2,60,"53033000601","530330006012005"
33,382,10,6326,29,34,2,2,2,45,"53033000601","530330006012007"
33,383,10,6326,28,34,2,2,2,70,"53033000601","530330006012008"
33,384,10,6326,28,34,2,2,2,61,"53033000601","530330006012009"
33,385,10,6326,28,34,2,1002,2,20,"53033000601","530330006012010"
33,386,10,6326,29,34,2,2,2,12,"53033000601","530330006012011"
33,387,10,6326,29,34,2,2,2,50,"53033000601","530330006012012"
33,388,10,6326,29,34,2,2,2,40,"53033000601","530330006012013"
33,389,10,6326,29,34,2,2,2,37,"53033000601","530330006012014"
33,390,10,6326,27,34,2,2,2,21,"53033000601","530330006012015"
33,391,10,6326,27,34,2,2,2,20,"53033000601","530330006012016"
33,393,10,6326,27,34,2,1002,2,45,"53033000601","530330006013000"
33,394,10,6326,27,34,2,1002,2,28,"53033000601","530330006013001"
33,395,10,6326,27,34,2,2,2,41,"53033000601","530330006013002"
33,396,10,6326,27,34,2,2,2,45,"53033000601","530330006013003"
33,397,10,6326,27,34,2,2,2,22,"53033000601","530330006013004"
33,398,10,6326,27,34,2,2,2,21,"53033000601","530330006013005"
33,399,10,6326,27,34,2,2,2,41,"53033000601","530330006013006"
33,400,10,6326,27,34,2,2,2,45,"53033000601","530330006013007"
33,401,10,6326,27,34,2,2,2,21,"53033000601","530330006013008"
33,402,10,6326,27,34,2,2,2,21,"53033000601","530330006013009"
33,403,10,6326,26,34,2,2,2,43,"53033000601","530330006013010"
33,404,10,6326,26,34,2,2,2,1,"53033000601","530330006013011"
33,405,10,6225,49,34,2,2,2,6,"53033000601","530330006013012"
33,406,11,6326,8,34,2,2,2,27,"53033000602","530330006021000"
33,407,11,6326,8,34,2,2,2,24,"53033000602","530330006021001"
33,408,11,6326,8,34,2,2,2,24,"53033000602","530330006021002"
33,409,11,6326,8,34,2,2,2,24,"53033000602","530330006021003"
33,410,11,6326,7,34,2,1002,2,40,"53033000602","530330006021004"
33,411,11,6326,7,34,2,1002,2,9,"53033000602","530330006021005"
33,412,11,6326,8,34,2,1002,2,26,"53033000602","530330006021006"
33,413,11,6326,8,34,2,1002,2,2,"53033000602","530330006021007"
33,414,11,6326,8,34,2,1002,2,38,"53033000602","530330006021008"
33,415,11,6326,8,34,2,1002,2,41,"53033000602","530330006021009"
