county_id,"census_2010_block_id",census_block_id,census_tract_id,faz_id,zone_id,city_id,control_id,control_hct_id,target_id,cnt,"census_2010_tract_id"
33,"530330262002003",95,234,3900,921,38,13,13,13,4,"53033026200"
33,"530330262002001",96,234,3900,921,38,13,13,13,3,"53033026200"
33,"530330262002011",97,234,3900,921,38,13,13,13,3,"53033026200"
33,"530330262002000",98,234,3900,921,38,13,13,13,71,"53033026200"
33,"530330272002034",99,244,3905,923,38,13,13,13,45,"53033027200"
33,"530330262002002",100,234,3900,921,38,13,13,13,2,"53033026200"
33,"530330272002010",101,244,3905,922,38,13,13,13,28,"53033027200"
33,"530330262001017",102,234,3900,920,38,13,13,13,4,"53033026200"
33,"530330262002006",103,234,3900,921,38,13,13,13,8,"53033026200"
33,"530330262004007",104,234,3900,954,38,13,13,13,3,"53033026200"
33,"530330262004008",105,234,3900,954,38,13,13,13,17,"53033026200"
33,"530330262001164",106,234,3900,955,38,13,13,13,1,"53033026200"
33,"530330262001086",107,234,4110,970,38,13,1013,13,10,"53033026200"
33,"530330262001163",108,234,3900,955,38,13,13,13,22,"53033026200"
33,"530330262004006",109,234,3900,954,38,13,13,13,27,"53033026200"
33,"530330262001117",110,234,3900,971,38,13,1013,13,13,"53033026200"
33,"530330262001118",111,234,3900,971,38,13,1013,13,2,"53033026200"
33,"530330117002011",112,128,5915,842,34,2,2,2,7,"53033011700"
33,"530330117002012",113,128,5915,842,34,2,2,2,1,"53033011700"
33,"530330264001031",114,236,3825,879,38,13,13,13,2,"53033026400"
33,"530330263001016",115,235,3905,874,38,13,13,13,7,"53033026300"
33,"530330263001007",116,235,3905,873,38,13,13,13,21,"53033026300"
33,"530330263001022",117,235,3905,873,38,13,13,13,1,"53033026300"
33,"530330263001010",118,235,3905,874,38,13,13,13,8,"53033026300"
33,"530330117002029",119,128,5915,842,34,2,1002,2,3,"53033011700"
33,"530330095004003",120,99,5925,661,34,2,1002,2,39,"53033009500"
33,"530330100011000",121,105,5925,659,34,2,1002,2,3,"53033010001"
33,"530330100011001",122,105,5925,659,34,2,1002,2,48,"53033010001"
33,"530330095004005",123,99,5925,665,34,2,1002,2,6,"53033009500"
33,"530330095004018",124,99,5925,665,34,2,1002,2,12,"53033009500"
33,"530330095004006",125,99,5925,665,34,2,1002,2,21,"53033009500"
33,"530330095004017",126,99,5925,712,34,2,1002,2,4,"53033009500"
33,"530330095004004",127,99,5925,660,34,2,1002,2,2,"53033009500"
33,"530330095004019",128,99,5925,665,34,2,1002,2,1,"53033009500"
33,"530330261005001",129,233,4005,909,39,24,24,24,76,"53033026100"
33,"530330261004019",130,233,3905,908,38,13,13,13,2,"53033026100"
33,"530330263002024",131,235,3905,908,38,13,13,13,91,"53033026300"
33,"530330305031002",132,316,3130,1199,2,3,3,3,15,"53033030503"
33,"530330305031001",133,316,3130,1199,2,3,1003,3,5,"53033030503"
33,"530330305032005",134,316,3130,1216,2,3,1003,3,413,"53033030503"
33,"530330305011009",135,315,3130,1218,2,3,1003,3,7,"53033030501"
33,"530330305011013",136,315,3130,1195,2,3,1003,3,36,"53033030501"
33,"530330305011012",137,315,3130,1195,2,3,3,3,42,"53033030501"
33,"530330305031000",138,316,3130,1199,2,3,1003,3,10,"53033030503"
33,"530330305011007",139,315,3130,1217,2,3,1003,3,18,"53033030501"
33,"530330305011011",140,315,3130,1218,2,3,3,3,31,"53033030501"
33,"530330305032022",141,316,3130,1199,2,3,3,3,147,"53033030503"
33,"530330305032004",142,316,3130,1216,2,3,3,3,3,"53033030503"
33,"530330297004016",143,290,3505,1221,19,301,301,64,9,"53033029700"
33,"530330297004009",144,290,3505,1221,39,52,52,52,3,"53033029700"
33,"530330297004015",145,290,3505,1221,39,52,52,52,5,"53033029700"
33,"530330297004014",146,290,3505,1221,18,8,8,8,2,"53033029700"
33,"530330297004043",147,290,3505,1074,18,8,8,8,29,"53033029700"
33,"530330297004049",148,290,3505,1074,19,301,301,64,4,"53033029700"
33,"530330297004008",149,290,3505,1221,39,52,52,52,2,"53033029700"
33,"530330305011017",150,315,3130,1193,2,3,3,3,23,"53033030501"
33,"530330305011119",151,315,3130,1194,2,3,1003,3,13,"53033030501"
33,"530330109002012",152,117,5815,759,34,2,2,2,8,"53033010900"
33,"530330110021009",153,119,5916,776,34,2,1002,2,9,"53033011002"
33,"530330110021011",154,119,5916,777,34,2,1002,2,10,"53033011002"
33,"530330110023012",155,119,5916,776,34,2,1002,2,33,"53033011002"
33,"530330110021013",156,119,5916,777,34,2,2,2,1,"53033011002"
33,"530330110023014",157,119,5916,776,34,2,1002,2,31,"53033011002"
33,"530330110023010",158,119,5916,776,34,2,1002,2,67,"53033011002"
33,"530330292061143",159,274,3600,1045,18,8,8,8,3,"53033029206"
33,"530330292061080",160,274,3600,1045,18,8,8,8,32,"53033029206"
33,"530330292051002",161,273,3600,1046,18,8,8,8,7,"53033029205"
33,"530330292051007",162,273,3600,1046,18,8,8,8,4,"53033029205"
33,"530330292061133",163,274,3600,1045,18,8,8,8,19,"53033029206"
33,"530330292061116",164,274,3600,1045,18,8,8,8,8,"53033029206"
33,"530330292061137",165,274,3600,1045,18,8,8,8,1,"53033029206"
33,"530330292061097",166,274,3600,1045,18,8,8,8,1,"53033029206"
33,"530330313012020",167,330,3200,2074,19,301,301,64,18,"53033031301"
33,"530330313012021",168,330,3200,2075,19,301,301,64,59,"53033031301"
33,"530330297002001",169,290,3505,1249,18,8,8,8,66,"53033029700"
33,"530330297002000",170,290,3505,1249,18,8,1008,8,10,"53033029700"
33,"530330297003042",171,290,3505,1254,18,8,1008,8,13,"53033029700"
33,"530330297003045",172,290,3505,1254,18,8,1008,8,14,"53033029700"
33,"530330297003053",173,290,3505,1257,18,8,8,8,5,"53033029700"
33,"530330297003058",174,290,3505,1258,18,8,8,8,7,"53033029700"
33,"530330297004005",175,290,3505,1257,39,52,52,52,2,"53033029700"
33,"530330297003063",176,290,3505,1253,18,8,8,8,28,"53033029700"
33,"530330297002005",177,290,3505,1253,18,8,1008,8,22,"53033029700"
33,"530330297002007",178,290,3505,1249,18,8,8,8,16,"53033029700"
33,"530330297003048",179,290,3505,1257,18,8,8,8,43,"53033029700"
33,"530330297003041",180,290,3505,1253,18,8,8,8,1,"53033029700"
33,"530330297003055",181,290,3505,1258,18,8,8,8,3,"53033029700"
33,"530330297004003",182,290,3505,1222,18,8,1008,8,4,"53033029700"
33,"530330297004000",183,290,3505,1222,18,8,1008,8,20,"53033029700"
33,"530330297004001",184,290,3505,1222,18,8,1008,8,15,"53033029700"
33,"530330297003051",185,290,3505,1257,18,8,8,8,2,"53033029700"
33,"530330297003046",186,290,3505,1254,18,8,1008,8,64,"53033029700"
33,"530330297003052",187,290,3505,1257,18,8,8,8,1,"53033029700"
33,"530330297004022",188,290,3505,1222,19,301,301,64,3,"53033029700"
33,"530330297004017",189,290,3505,1222,19,301,301,64,12,"53033029700"
33,"530330297004050",190,290,3505,1074,18,8,8,8,4,"53033029700"
33,"530330104021015",191,111,5916,763,34,2,2,2,2,"53033010402"
33,"530330262001091",192,234,4110,970,38,13,1013,13,9,"53033026200"
33,"530330262001170",193,234,4110,969,38,13,1013,13,2,"53033026200"
33,"530330262001090",194,234,4110,970,38,13,1013,13,5,"53033026200"
33,"530330262001087",195,234,4110,970,38,13,1013,13,8,"53033026200"
33,"530330262001171",196,234,4110,969,31,11,1011,11,51,"53033026200"
33,"530330262001173",197,234,4110,967,31,11,1011,11,10,"53033026200"
33,"530330262001169",198,234,4110,970,38,13,1013,13,7,"53033026200"
33,"530330262001082",199,234,4110,970,38,13,1013,13,6,"53033026200"
33,"530330093003157",201,97,5825,707,34,2,2,2,14,"53033009300"
33,"530330323232000",202,382,5425,1707,30,10,10,10,115,"53033032323"
33,"530330312022005",203,326,3200,2059,2,3,3,3,77,"53033031202"
33,"530330289025001",204,265,3046,1041,11,14,1014,14,21,"53033028902"
33,"530330297004037",205,290,3505,1221,18,8,8,8,3,"53033029700"
33,"530330315021000",206,334,6900,2018,19,301,301,64,225,"53033031502"
33,"530330315021014",207,334,6900,2018,19,301,301,64,13,"53033031502"
33,"530330315021227",208,334,6900,2018,19,301,301,64,10,"53033031502"
33,"530330104024006",209,111,5916,724,34,2,2,2,27,"53033010402"
33,"530330245002000",210,203,4400,1491,24,18,18,18,29,"53033024500"
33,"530330245001014",211,203,4400,1491,24,18,18,18,9,"53033024500"
33,"530330245002029",212,203,4400,1491,24,18,18,18,28,"53033024500"
33,"530330245001016",213,203,4400,1491,24,18,18,18,82,"53033024500"
33,"530330245001020",214,203,4400,1487,24,18,18,18,82,"53033024500"
33,"530330116005000",215,127,5715,788,34,2,2,2,29,"53033011600"
33,"530330116005001",216,127,5715,788,34,2,1002,2,17,"53033011600"
33,"530330116003005",217,127,5715,788,34,2,1002,2,34,"53033011600"
33,"530330116003006",218,127,5715,788,34,2,2,2,13,"53033011600"
33,"530330116006022",219,127,5715,788,34,2,2,2,34,"53033011600"
33,"530330116006030",220,127,5715,788,34,2,2,2,27,"53033011600"
33,"530330116003000",221,127,5715,789,34,2,2,2,80,"53033011600"
33,"530330116006028",222,127,5715,789,34,2,2,2,24,"53033011600"
33,"530330116003002",223,127,5715,789,34,2,2,2,26,"53033011600"
33,"530330120003012",224,131,5715,833,34,2,2,2,25,"53033012000"
33,"530330120001004",225,131,5715,833,34,2,2,2,27,"53033012000"
33,"530330120001005",226,131,5715,833,34,2,2,2,14,"53033012000"
33,"530330120001006",227,131,5715,833,34,2,2,2,12,"53033012000"
33,"530330120003013",228,131,5715,833,34,2,2,2,26,"53033012000"
33,"530330273003019",229,245,3705,949,33,12,12,12,62,"53033027300"
33,"530330273002005",230,245,3705,951,38,13,13,13,6,"53033027300"
33,"530330273002006",231,245,3705,951,38,13,1013,13,41,"53033027300"
33,"530330282001006",232,255,3905,952,38,13,1013,13,10,"53033028200"
33,"530330282001005",233,255,3905,952,38,13,1013,13,16,"53033028200"
33,"530330282001004",234,255,3905,953,38,13,1013,13,62,"53033028200"
33,"530330297004036",235,290,3505,1221,18,8,8,8,6,"53033029700"
33,"530330297004056",236,290,3505,1221,18,8,8,8,1,"53033029700"
33,"530330297004035",237,290,3505,1221,18,8,8,8,1,"53033029700"
33,"530330257011015",239,225,4110,1357,31,11,11,11,68,"53033025701"
33,"530330253022029",240,220,4130,1352,31,11,1011,11,14,"53033025302"
33,"530330253022018",241,220,4130,1352,31,11,1011,11,8,"53033025302"
33,"530330253021030",242,220,4130,1354,31,11,1011,11,1,"53033025302"
33,"530330253021028",243,220,4130,1354,31,11,1011,11,17,"53033025302"
33,"530330253022016",244,220,4130,1353,31,11,1011,11,16,"53033025302"
33,"530330253022011",245,220,4130,1353,31,11,1011,11,10,"53033025302"
33,"530330253022010",246,220,4130,1353,31,11,11,11,22,"53033025302"
33,"530330253021026",247,220,4130,1354,31,11,1011,11,17,"53033025302"
33,"530330257015003",248,225,4110,1357,31,11,11,11,32,"53033025701"
33,"530330253013084",249,219,4130,1354,31,11,1011,11,3,"53033025301"
33,"530330253021031",250,220,4130,1354,31,11,1011,11,20,"53033025302"
33,"530330253022027",251,220,4130,1352,31,11,1011,11,8,"53033025302"
33,"530330253013088",252,219,4130,1351,31,11,1011,11,1,"53033025301"
33,"530330253013082",253,219,4130,1354,31,11,1011,11,18,"53033025301"
33,"530330253022015",254,220,4130,1353,31,11,1011,11,11,"53033025302"
33,"530330253021032",255,220,4130,1354,31,11,1011,11,10,"53033025302"
33,"530330257011010",256,225,4110,1358,31,11,1011,11,1,"53033025701"
33,"530330253022030",257,220,4130,962,31,11,1011,11,6,"53033025302"
33,"530330253021027",258,220,4130,1354,31,11,1011,11,1,"53033025302"
33,"530330253021033",259,220,4130,1354,31,11,1011,11,3,"53033025302"
33,"530330253021029",260,220,4130,1354,31,11,1011,11,1,"53033025302"
33,"530330257012012",261,225,4110,1357,31,11,11,11,31,"53033025701"
33,"530330253022026",262,220,4130,1352,31,11,1011,11,8,"53033025302"
33,"530330253022012",263,220,4130,1353,31,11,1011,11,3,"53033025302"
33,"530330257012009",264,225,4110,1357,31,11,11,11,17,"53033025701"
33,"530330117002002",265,128,5915,823,34,2,1002,2,134,"53033011700"
33,"530330110021014",266,119,5916,777,34,2,2,2,1,"53033011002"
33,"530330117003002",267,128,5915,821,34,2,2,2,19,"53033011700"
33,"530330117002007",268,128,5916,777,34,2,2,2,4,"53033011700"
33,"530330117002004",269,128,5915,823,34,2,2,2,57,"53033011700"
33,"530330117002003",270,128,5915,823,34,2,2,2,19,"53033011700"
33,"530330117003006",271,128,5915,821,34,2,2,2,24,"53033011700"
33,"530330117003025",272,128,5915,823,34,2,1002,2,12,"53033011700"
33,"530330089003005",273,93,6114,619,34,2,1002,2,16,"53033008900"
33,"530330088003008",274,92,6114,597,34,2,1002,2,14,"53033008800"
33,"530330088003006",275,92,6114,597,34,2,1002,2,28,"53033008800"
33,"530330088003009",276,92,6114,597,34,2,1002,2,12,"53033008800"
33,"530330088003016",277,92,6114,595,34,2,2,2,18,"53033008800"
33,"530330088003015",278,92,6114,597,34,2,1002,2,18,"53033008800"
33,"530330088003014",279,92,6114,597,34,2,1002,2,14,"53033008800"
33,"530330088003013",280,92,6114,597,34,2,1002,2,17,"53033008800"
33,"530330088003011",281,92,6114,597,34,2,1002,2,15,"53033008800"
33,"530330088003012",282,92,6114,597,34,2,1002,2,7,"53033008800"
33,"530330089003006",283,93,6114,619,34,2,1002,2,19,"53033008900"
33,"530330086003017",284,90,6113,603,34,2,1002,2,23,"53033008600"
33,"530330089003004",285,93,6114,619,34,2,1002,2,14,"53033008900"
33,"530330089003003",286,93,6114,620,34,2,2,2,12,"53033008900"
33,"530330089003002",287,93,6114,620,34,2,2,2,6,"53033008900"
33,"530330089003001",288,93,6114,620,34,2,2,2,13,"53033008900"
33,"530330086003016",289,90,6113,603,34,2,1002,2,10,"53033008600"
33,"530330090002005",290,94,6114,617,34,2,1002,2,9,"53033009000"
33,"530330090002006",291,94,6114,616,34,2,1002,2,2,"53033009000"
33,"530330025002007",292,26,6226,185,34,2,1002,2,24,"53033002500"
33,"530330025002008",293,26,6226,185,34,2,1002,2,27,"53033002500"
33,"530330025002000",294,26,6226,185,34,2,1002,2,46,"53033002500"
33,"530330097022016",295,102,5720,696,34,2,2,2,27,"53033009702"
33,"530330299023021",296,294,3030,1099,2,3,3,3,29,"53033029902"
33,"530330299023018",297,294,3030,1099,2,3,3,3,122,"53033029902"
33,"530330232012003",298,183,5020,1567,4,1,1001,1,118,"53033023201"
33,"530330232012004",299,183,5020,1567,4,1,1001,1,16,"53033023201"
33,"530330220033000",300,158,5515,1752,20,9,9,9,115,"53033022003"
33,"530330070004005",301,72,6124,397,34,2,2,2,13,"53033007000"
33,"530330323234003",302,382,5425,1709,30,10,10,10,124,"53033032323"
33,"530330323232004",303,382,5425,1707,30,10,10,10,110,"53033032323"
33,"530330323232005",304,382,5425,1707,30,10,10,10,14,"53033032323"
33,"530330323234004",305,382,5425,1709,30,10,10,10,32,"53033032323"
33,"530330323231013",306,382,5425,1707,30,10,10,10,18,"53033032323"
33,"530330317032022",307,339,3427,1238,10,32,32,32,134,"53033031703"
33,"530330238043009",308,196,4900,1550,4,1,1001,1,5,"53033023804"
33,"530330315023004",309,334,6900,2080,13,34,34,34,5,"53033031502"
33,"530330252002017",310,218,4120,1406,31,11,11,11,20,"53033025200"
33,"530330112001017",311,122,5815,827,34,2,2,2,30,"53033011200"
33,"530330112001016",312,122,5815,827,34,2,2,2,20,"53033011200"
33,"530330112001018",313,122,5815,827,34,2,2,2,28,"53033011200"
33,"530330112001019",314,122,5815,827,34,2,2,2,28,"53033011200"
33,"530330112001033",315,122,5815,827,34,2,2,2,21,"53033011200"
33,"530330306001014",316,318,3130,1186,2,3,1003,3,21,"53033030600"
33,"530330306001015",317,318,3130,1186,2,3,1003,3,21,"53033030600"
33,"530330306001020",318,318,3130,1186,2,3,1003,3,22,"53033030600"
33,"530330306001021",319,318,3130,1186,2,3,1003,3,20,"53033030600"
33,"530330306003024",320,318,3130,1178,2,3,1003,3,5,"53033030600"
33,"530330306003025",321,318,3130,1178,2,3,1003,3,15,"53033030600"
33,"530330109001043",322,117,5815,807,34,2,2,2,1,"53033010900"
33,"530330109001019",323,117,5815,807,34,2,2,2,11,"53033010900"
33,"530330224004023",324,167,5306,1667,20,9,1009,9,1,"53033022400"
33,"530330323252013",325,384,5425,1681,30,10,10,10,32,"53033032325"
33,"530330323252011",326,384,5425,1681,30,10,10,10,73,"53033032325"
33,"530330323252012",327,384,5425,1681,30,10,10,10,14,"53033032325"
33,"530330323233012",328,382,5425,1707,30,10,10,10,86,"53033032323"
33,"530330323231012",329,382,5425,1707,30,10,10,10,8,"53033032323"
33,"530330323231008",330,382,5425,1707,30,10,10,10,10,"53033032323"
33,"530330323232002",331,382,5425,1707,30,10,10,10,6,"53033032323"
33,"530330282001003",332,255,3905,953,38,13,13,13,58,"53033028200"
33,"530330282001011",333,255,3905,953,38,13,13,13,23,"53033028200"
33,"530330282001008",334,255,3905,953,38,13,13,13,131,"53033028200"
33,"530330282001012",335,255,3905,953,38,13,1013,13,47,"53033028200"
33,"530330281001001",336,254,3705,951,38,13,1013,13,13,"53033028100"
33,"530330281001000",337,254,3705,951,38,13,1013,13,10,"53033028100"
33,"530330282003000",338,255,3905,952,38,13,1013,13,36,"53033028200"
33,"530330281001002",339,254,3705,949,33,12,12,12,166,"53033028100"
33,"530330281001004",340,254,3705,949,33,12,1012,12,13,"53033028100"
33,"530330281001003",341,254,3705,951,38,13,1013,13,9,"53033028100"
33,"530330282003001",342,255,3905,952,38,13,1013,13,57,"53033028200"
33,"530330281002001",343,254,3705,950,33,12,1012,12,45,"53033028100"
33,"530330281002000",344,254,3705,951,33,12,1012,12,9,"53033028100"
33,"530330282003002",345,255,3905,952,38,13,1013,13,64,"53033028200"
33,"530330282001009",346,255,3905,953,38,13,13,13,26,"53033028200"
33,"530330282001010",347,255,3905,953,38,13,13,13,24,"53033028200"
33,"530330281002015",348,254,3705,950,33,12,1012,12,10,"53033028100"
33,"530330281002017",349,254,3705,950,33,12,1012,12,1,"53033028100"
33,"530330282003003",350,255,3905,952,38,13,1013,13,34,"53033028200"
33,"530330281002016",351,254,3705,951,33,12,1012,12,2,"53033028100"
33,"530330282002008",352,255,3905,952,38,13,1013,13,19,"53033028200"
33,"530330282003004",353,255,3905,952,38,13,1013,13,13,"53033028200"
33,"530330282002005",354,255,3905,978,38,13,1013,13,13,"53033028200"
33,"530330282002010",355,255,3905,952,38,13,1013,13,2,"53033028200"
33,"530330281002019",356,254,3705,950,33,12,1012,12,20,"53033028100"
33,"530330245001001",357,203,4400,1491,24,18,18,18,130,"53033024500"
33,"530330245001024",358,203,4400,1487,24,18,18,18,5,"53033024500"
33,"530330245001019",359,203,4400,1487,24,18,18,18,21,"53033024500"
33,"530330245001018",360,203,4400,1487,24,18,18,18,67,"53033024500"
33,"530330120002001",361,131,5715,838,34,2,2,2,37,"53033012000"
33,"530330251013002",362,216,4210,1396,31,11,11,11,129,"53033025101"
33,"530330320072003",363,354,3320,2009,10,32,32,32,248,"53033032007"
33,"530330320072010",364,354,3320,2009,10,32,32,32,45,"53033032007"
33,"530330105005018",365,112,5720,739,34,2,1002,2,21,"53033010500"
33,"530330301007002",366,299,3045,1086,14,6,6,6,67,"53033030100"
33,"530330301006012",367,299,3045,1086,14,6,6,6,13,"53033030100"
33,"530330301006010",368,299,3045,1086,14,6,6,6,19,"53033030100"
33,"530330067003017",369,69,6123,401,34,2,1002,2,22,"53033006700"
33,"530330067001012",370,69,6123,403,34,2,1002,2,14,"53033006700"
33,"530330067001004",371,69,6123,403,34,2,1002,2,22,"53033006700"
33,"530330320061014",372,353,3320,2027,39,53,53,53,109,"53033032006"
33,"530330320061013",373,353,3320,2027,39,53,53,53,1,"53033032006"
33,"530330320061015",374,353,3320,2027,39,53,53,53,1,"53033032006"
33,"530330096002011",375,100,5720,679,34,2,1002,2,14,"53033009600"
33,"530330096002002",376,100,5720,680,34,2,1002,2,16,"53033009600"
33,"530330096002001",377,100,5720,679,34,2,1002,2,17,"53033009600"
33,"530330098005006",378,103,5720,689,34,2,1002,2,42,"53033009800"
33,"530330099004030",379,104,5826,685,34,2,2,2,102,"53033009900"
33,"530330097011011",380,101,5720,691,34,2,1002,2,20,"53033009701"
33,"530330097011015",381,101,5720,692,34,2,1002,2,12,"53033009701"
33,"530330097011022",382,101,5720,692,34,2,1002,2,7,"53033009701"
33,"530330097025010",383,102,5720,690,34,2,1002,2,42,"53033009702"
33,"530330097025015",384,102,5720,690,34,2,1002,2,18,"53033009702"
33,"530330097011009",385,101,5720,691,34,2,1002,2,35,"53033009701"
33,"530330097011010",386,101,5720,691,34,2,1002,2,8,"53033009701"
33,"530330097025004",387,102,5720,681,34,2,1002,2,90,"53033009702"
33,"530330298014015",388,291,3505,1072,18,8,8,8,50,"53033029801"
