county_id,"census_2010_block_id",census_block_id,census_tract_id,faz_id,zone_id,city_id,control_id,control_hct_id,target_id,cnt,"census_2010_tract_id"
33,"530330292061011",1,274,3600,1019,18,8,8,8,24,"53033029206"
33,"530330292061016",2,274,3600,1018,18,8,8,8,2,"53033029206"
33,"530330292061017",3,274,3600,1018,18,8,8,8,4,"53033029206"
33,"530330292061015",4,274,3600,1018,18,8,8,8,5,"53033029206"
33,"530330292061019",5,274,3600,1018,18,8,8,8,1,"53033029206"
33,"530330292061063",6,274,3600,1018,18,8,8,8,2,"53033029206"
33,"530330292061064",7,274,3600,1018,18,8,8,8,6,"53033029206"
33,"530330283003029",8,256,3600,1017,18,8,8,8,12,"53033028300"
33,"530330297004057",9,290,3505,1222,19,301,301,64,6,"53033029700"
33,"530330305011121",10,315,3130,1194,2,3,1003,3,18,"53033030501"
33,"530330305012001",11,315,3130,1180,2,3,1003,3,6,"53033030501"
33,"530330305011120",12,315,3130,1194,2,3,1003,3,3,"53033030501"
33,"530330305011014",13,315,3130,1194,2,3,1003,3,38,"53033030501"
33,"530330305012000",14,315,3130,1180,2,3,1003,3,3,"53033030501"
33,"530330305012002",15,315,3130,1180,2,3,3,3,2,"53033030501"
33,"530330305011116",16,315,3130,1194,2,3,3,3,5,"53033030501"
33,"530330305043000",17,317,3130,1196,2,3,3,3,27,"53033030504"
33,"530330305031004",18,316,3130,1198,2,3,1003,3,46,"53033030503"
33,"530330305043005",19,317,3130,1196,2,3,1003,3,7,"53033030504"
33,"530330305043007",20,317,3130,1196,2,3,1003,3,33,"53033030504"
33,"530330305044006",21,317,3130,1197,2,3,3,3,51,"53033030504"
33,"530330305031003",22,316,3130,1198,2,3,1003,3,7,"53033030503"
33,"530330305041001",23,317,3130,1184,2,3,1003,3,15,"53033030504"
33,"530330305031020",24,316,3130,1198,2,3,1003,3,6,"53033030503"
33,"530330305043004",25,317,3130,1196,2,3,1003,3,3,"53033030504"
33,"530330305043002",26,317,3130,1196,2,3,1003,3,34,"53033030504"
33,"530330305044007",27,317,3130,1197,2,3,3,3,14,"53033030504"
33,"530330305041000",28,317,3130,1192,2,3,1003,3,21,"53033030504"
33,"530330305031019",29,316,3130,1198,2,3,1003,3,26,"53033030503"
33,"530330305043001",30,317,3130,1196,2,3,1003,3,1,"53033030504"
33,"530330305043008",31,317,3130,1196,2,3,1003,3,5,"53033030504"
33,"530330286002001",32,260,3706,1002,27,39,39,39,35,"53033028600"
33,"530330286005026",33,260,3706,996,27,39,39,39,1,"53033028600"
33,"530330286005014",34,260,3706,996,27,39,39,39,37,"53033028600"
33,"530330260021006",35,232,4130,957,39,24,24,24,2,"53033026002"
33,"530330261004029",36,233,4005,919,39,24,24,24,2,"53033026100"
33,"530330262001007",37,234,3900,920,38,13,13,13,3,"53033026200"
33,"530330261004028",38,233,4005,919,39,24,24,24,1,"53033026100"
33,"530330261004014",39,233,4005,919,39,24,24,24,23,"53033026100"
33,"530330260021005",40,232,4130,957,31,11,11,11,14,"53033026002"
33,"530330261004012",41,233,4005,956,39,24,24,24,54,"53033026100"
33,"530330261004025",42,233,4005,956,39,24,24,24,41,"53033026100"
33,"530330264001005",43,236,5815,824,39,20,20,20,4,"53033026400"
33,"530330263001001",44,235,3905,873,38,13,13,13,4,"53033026300"
33,"530330264001012",45,236,5815,825,39,20,20,20,2,"53033026400"
33,"530330263001000",46,235,3905,874,38,13,13,13,2,"53033026300"
33,"530330264001008",47,236,3825,872,39,20,20,20,3,"53033026400"
33,"530330264001028",48,236,3825,872,39,20,20,20,3,"53033026400"
33,"530330264001029",49,236,3825,872,39,20,20,20,1,"53033026400"
33,"530330264001025",50,236,3825,872,39,20,20,20,1,"53033026400"
33,"530330264001013",51,236,3825,872,39,20,20,20,2,"53033026400"
33,"530330100012028",52,105,5925,709,34,2,1002,2,42,"53033010001"
33,"530330104022002",53,111,5916,723,34,2,1002,2,37,"53033010402"
33,"530330104021008",54,111,5916,763,34,2,2,2,1,"53033010402"
33,"530330109001010",55,117,5815,808,34,2,2,2,1,"53033010900"
33,"530330109002087",56,117,5815,762,34,2,2,2,5,"53033010900"
33,"530330104021011",57,111,5916,763,34,2,2,2,1,"53033010402"
33,"530330104021001",58,111,5916,765,34,2,2,2,38,"53033010402"
33,"530330110021004",59,119,5916,777,34,2,2,2,10,"53033011002"
33,"530330110021012",60,119,5916,777,34,2,2,2,3,"53033011002"
33,"530330109002060",61,117,5815,761,34,2,2,2,32,"53033010900"
33,"530330109001014",62,117,5815,780,34,2,2,2,4,"53033010900"
33,"530330104021033",63,111,5916,777,34,2,2,2,2,"53033010402"
33,"530330109001015",64,117,5815,780,34,2,2,2,7,"53033010900"
33,"530330109002089",65,117,5815,762,34,2,2,2,8,"53033010900"
33,"530330104021000",66,111,5916,723,34,2,1002,2,85,"53033010402"
33,"530330109002078",67,117,5815,779,34,2,2,2,15,"53033010900"
33,"530330104021023",68,111,5916,765,34,2,2,2,136,"53033010402"
33,"530330109002081",69,117,5815,780,34,2,2,2,1,"53033010900"
33,"530330093003169",70,97,5825,725,34,2,2,2,19,"53033009300"
33,"530330093003168",71,97,5825,725,34,2,2,2,3,"53033009300"
33,"530330291011035",72,269,3600,1056,18,8,8,8,13,"53033029101"
33,"530330291011021",73,269,3600,1056,18,8,8,8,7,"53033029101"
33,"530330291023002",74,270,3600,1057,39,52,52,52,28,"53033029102"
33,"530330291023004",75,270,3600,1057,39,52,52,52,9,"53033029102"
33,"530330291023005",76,270,3600,1057,39,52,52,52,28,"53033029102"
33,"530330291011018",77,269,3600,1056,18,8,8,8,4,"53033029101"
33,"530330291011022",78,269,3600,1056,18,8,8,8,3,"53033029101"
33,"530330305032015",79,316,3130,1216,2,3,1003,3,7,"53033030503"
33,"530330305011032",80,315,3130,1220,2,3,3,3,1,"53033030501"
33,"530330305011021",81,315,3130,1220,2,3,3,3,1,"53033030501"
33,"530330305011003",82,315,3130,1219,2,3,3,3,13,"53033030501"
33,"530330086002002",83,90,6113,584,34,2,1002,2,1,"53033008600"
33,"530330081002019",84,85,6010,512,34,2,1002,2,4,"53033008100"
33,"530330081002012",85,85,6010,513,34,2,1002,2,1,"53033008100"
33,"530330086002000",86,90,6113,584,34,2,1002,2,11,"53033008600"
33,"530330262002004",87,234,3900,921,38,13,13,13,44,"53033026200"
33,"530330262001015",88,234,3900,920,38,13,13,13,3,"53033026200"
33,"530330262001166",89,234,3900,955,38,13,13,13,1,"53033026200"
33,"530330262002005",90,234,3900,921,38,13,13,13,11,"53033026200"
33,"530330262002010",91,234,3900,921,38,13,13,13,63,"53033026200"
33,"530330262001190",92,234,3900,955,38,13,13,13,1,"53033026200"
33,"530330262001024",93,234,3900,955,38,13,13,13,1,"53033026200"
33,"530330262002007",94,234,3900,921,38,13,13,13,7,"53033026200"
